speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Thursday, 13 September 1979 The House met at 10.30 a.m. NA",18
1,The Clerk,ABSENCE OF MR SPEAKER,I inform the House of the absence of Mr Speaker. In accordance with Standing Order 14 the Chairman of Committees will take the Chair as Acting Speaker.,18
2,Mr ACTING SPEAKER,ABSENCE OF MR SPEAKER,"Mr Millar) thereupon took the chair, and read prayers.",18
3,The Clerk,ABSENCE OF MR SPEAKER,"Petition s have been lodged for presentation as follows and copies will be referred to the appropriate Ministers: To the Honourable the Speaker and Members of the House of Representatives of the Australian Parliament assembled. The petition of certain citizens of NSW respectfully showeth: Dismay at the reduction in the total expenditure on education proposed for 1980 and in particular to Government Schools. Government School bear the burden of these cuts, 11.2 per cent while non-Government School will receive an increase of 3.4 per cent. We call on the Government to again examine the proposals as set out in the guidelines for Education expenditure 1980 and to immediately restore and increase substantially in real terms the allocation of funds for education expenditure in 1980 to Government schools. And your petitioners as in duty bound will ever pray. by Mr Baume, Mr John Brown, Dr Klugman, Sir William MCMahon, Mr Morris, Mr Ruddock and Mr West. Petitions received. To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The petition of the undersigned citizens of Australia respectfully showeth: That the plan to obliterate the traditional weights and measures of this country is causing and will cause widespread inconvenience, confusion, expense and distress. That there is no certainty that any significant benefits or indeed any benefits at all will follow the use of the new weights and measures. That the traditional weights and measures are eminently satisfactory. Your petitioners therefore pray: That the Metric Conversion Act be repealed, and that the Australian Government take urgent steps to cause the traditional and familiar units to be restored to those areas where the greatest inconvenience and distress are occurring, that is to say, in meteorology, in road distances, in sport, in the building and allied trades, in the printing trade, trade. That the Australian Government request the State Governments to procure that the imperial and metric systems be taught together in schools. And your petitioners as in duty bound will ever pray, by Mr Jarman and Sir William MCMahon. Petitions received. Pensions To the Honourable Speaker and Members of the House of Representatives in Parliament assembled the petition of the undersigned citizens of Australia respectfully showeth: That restoration of provisions of the Social Security Act that applied prior to the 1978-79 Budget is of vital concern to offset therisingcost of goods and services. The reason advanced by the Government for yearly payments 'that the lower level of inflation made twice-yearly PETITIONS payments inappropriate' is not valid. Great injury will be caused to 920,000 aged, invalid, widows and supporting parents, who rely solely on the pension or whose income, other than the pension, is $6 or less per week. Once-a-year payments strike a cruel blow to their expectation and make a mockery of a solemn election Education pledge. Accordingly, your petitioners call upon their legislators to: 1. Restore twice-yearly pension payments in the Autumn session. 2. Raise pensions and unemployed benefits above the poverty level to 30 per cent of average weekly earnings. And your petitioners as in duty bound will ever pray, by Mr Morris and Mr Shipton. Petitions received. Marine Radio Licence Fees To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: That we oppose the increase in marine radio licence fees for the following reasons: 1. Radios are an essential part of safety equipment. Metric System 2. Marine radio users save government millions of dollars in search and rescue. 3. Increased licences will deter the boating fraternity from purchasing and using radios for their own safety. Your petitioners therefore humbly pray that the government will reconsider the increased licence fee and also consider areductionfor pensioners. And your petitioners as in duty bound will ever pray, by Mr Baume. Petition received. Marine Radio Licence Fees To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: That we oppose the increase in Radio Licence Fees on and in retail Marine Radios for the following reasons: 1. Radios are an essential part of safety equipment 2. Marine radio users save the government millions of dollars in search and rescue. 3. Increased licences will deter the boating fraternity from purchasing and using radios for their own, and other safety. We also oppose the Radio Regulation that allows and encourages the use of CB radios in boats for the following reasons: 1. The difficulties and delays involved in obtaining positive indentification that a boat is transmitting the message. 2. The break down in communication between marine radio bases and boats, are in trouble. 3. Costs for search and rescue will escalate due to these delays. 4. Safety standards will be lowered, Sea Rescue Membership will decline, increasing work load on remaining members under less efficient radio communication. Your petitioners therefore humbly pray the government will reconsider the licence fee and also consider a reduction for pensioners. We also humbly pray that the regulation allowing the use of CB radio in Marine situations be rescinded. And your petitioners as in duty bound will ever pray, by Mr Braithwaite. Petition received. Australian Broadcasting Tribunal To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully say we public participation allowed in the decision making of the Broadcasting Tribunal. Your petitioners therefore humbly pray that Parliament take immediate steps to dismiss the present members of the tribunal, replacing them with: (i) Janet Strickland Chairperson (ii) One elected representative from Federation of Australian Commercial Television Stations (FACTS) (iii) One Elected Representative from all public lobby groups who are requesting improved television standards (iv) One electedrepresentative from organisations whose members work in the television industry. And your petitioners as in duty bound will ever pray, by Mr John Brown. Petition received. Pensioners: Home Maintenance Loans To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The petition of the undersigned citizens of Australia respectfully showeth: That it is necessary for the Commonwealth Government to renew for a further term of at least 3 years the States Grants (Dwelling for Pensioners) Act 1974-77, renewed for one year expiring on 30 June 1978. The demand for dwellings has not slackened as the waiting list (all States) of 12,060 single and 4,120 couples as 30 June 1977, showeth. Your petitioners respectfully draw the attention of the Commonwealth Government to the Report of the Committee of inquiry into Aged Persons' Housing 197S under the Chairmanship of the Rev. K. Seaman (now Governor of South Australia) whichrecommendedadditional funds to State housing authorities to meet the demand for low rental accommodation in the proportion of $4 for $ 1 with the proviso that the States do not reduce their existing expenditure and That the Act include married pensioners eligible for supplementary assistance and migrants as specified by the Seaman Report and that particular consideration be paid to the special needs andrequirementsof the prospective tenants in the location and design of such dwellings. and boats using CB radio that Furthermore, your petitioners desire to draw the Government's attention to the hardship of many pensioner home owners caused by the high cost of maintenance. The Social Security Annual Report 1976-77 shows that 24.6 per cent, or 283,000 home owning pensioners, have a weekly income in excess of the pension of less than $6 per week. Your petitioners strongly urge the Commonwealth Government to establish a fund whereby loans can be made to means tested pensioners for the purpose of effecting necessary maintenance to their homes. Such a loan to be at minimal interest rates sufficient to cover administrative costs and to be repaid by the estate upon the death of a single pensioner before probate or upon the death of the surviving spouse in the case of married pensioners or where two pensioners jointly own the dwelling. Administration to be carried out by local government bodies. And your petitioners as in duty bound will ever pray, by Dr Edwards. Petition received. are concerned about the lack of Citizen Forces: Long Service and Good Conduct Medals To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned members and ex-members of the Citizens Forces of Australiarespectfullyshoweth: 1. On 14 February 1975, the then Australian Government deprived the Officers and men of the Australian Citizen Naval Military and Air Forces of the distinctive and historic Decorations and Medals for long service and good conduct, namely the Reserve Decoration, the Efficiency Decoration, the Air Efficiency Award, the Efficiency Medal and Long Service and Good Conduct Medals, awarded for long and meritorious voluntary service in the citizen forces: 2. The proposed substitution of the National Medal for these Decorations and Medals varies the principle of selective recognition of efficient voluntary service in the citizen forces in that itrecognisesthe period of service only and embraces also full time service as well in the defence forces as in the police, lire brigade and ambulance services: 3. This deprivation caused and is continuing to cause serious discontent amongst personnel of the Citizens Forces who willingly and cheerfully give of their spare time outside their normal full time civilian careers, to serve Her Majesty and Australia: 4. The Reserve Forces of Australia have been recognised by the present Government as a valuable-and costeffective-componen t of the Defence Forces. Anomalously, whilst the Government is actually supporting recruiting for at these Forces it has imposed and continued this deprivation which as foresaid has depressed the morale of the Citizen Forces: 5. Her Majesty has not cancelled the said Decorations and Medals. Your petitioners therefore humbly pray Your Honourable House take appropriate action to resume the award of the several distinctive and historic Reserve Forces Decorations and Medals to members of the Royal Australian Naval Reserve, Citizen Military Force (Army Reserve) and Citizens Air Force. by Mr Falconer. Petition received. To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The petition of the undersigned citizens of Australia respectfully showeth: That a grave threat to the life of refugees from various States of Indo-China arises from the policies of the Government of Vietnam. That, as a result of these policies, many thousands ugees are fleeing their homes andriskingstarvation and drowning. Because of the failure ofrichnations of the world to provide more than token assistance, the resources of the nations of first refuge, especially Malaysia and Thailand, are being stretched beyondreasonablelimits. As a wealthy nation within the region most affected, Australia is able to play a major part in resettlement of these refugees. It should be possible for Australia to: establish and maintain on the Australian mainland basic transit camps for the housing and processing of 200,000 refugees each year; mobilise the Defence Force to search for, rescue and transport to Australia those refugees who have been able to leave the Indo-China States; accept the offer of those church groups which propose to resettle some thousands of refugees in Australia. The adoption of such a humane policy would have a marked effect on Australia's standing within the region. And your petitioners as in duty bound will ever pray, by Mr Jarman. Petition received. National Women's Advisory Council To the Honourable the Speaker and Members of the House of Representatives assembled. The signed citizens of Australia respectfully showeth: That the National Women's Advisory Council has not been democratically elected by the women of Australia; That the National Women's Advisory Council is not resentative of the women of Australia; That the National Women's Advisory Council is a disthe criminatory and sexist imposition on Australian women as Australian men do not have National Men's Advisory CounSchools cil imposed on them. Your Petitioners therefore pray: That the National Women's Advisory Council be June abolished to ensure that Australian women have equal opinterests portunity with Australian men of them considered, debated and voted on by their Parliamentaryrepresentativeswithout intervention and interference an unrepresentative 'Advisory Council'. And your petitioners as in duty bound will ever pray,  Petition received. Commonwealth Employees (Employment Provisions) Act To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of electors of the State/Territory of N.S. W. respectfully showeth: That the Commonwealth Employees (Employment Provisions) Act 1977 should immediately be repealed because: It provides unfettered power to Ministers to suspend, Refugees stand-down and dismiss Commonwealth Government employees and places them in a markedly disadvantageous position as compared with all other Australian workers. Its use places Commonwealth Government employees in direct conflict with the Government as it circumvents the arbitration tribunals and denies appeal rights. Its use will exacerbate industrial disputes and inflame of ref- industrial relations in the Commonwealth area of employment. The Internationa] Labour Organisation has condemned the Provisions of the Act as being incompatible with the rights of organised labour in a free society. And your petitioners as in duty bound will ever pray, the rescue as well as by Sir William MCMahon. Petition received. Education To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: 1. In South Australia Pre-School services are inadequate. 2. The development of adequate services has been curtailed byreducedFederal Budget allocations to Pre-Schools in the last two years. 3. Projected cuts for 1979-80 will cause further deterioration of the quality of services offered. Your petitioners therefore humbly pray that The Federal Government increase its allocation for Pre-School education immediately to enable the provision of adequate pre-school services in South Australia. And your petitioners as in duty bound will ever pray,  Petition received. Education repTo the Honourable Speaker and Members of the House of Representatives in Parliament assembled. The petition of undersigned citizens of Australia respectfully showeth: That further cutbacks in Commonwealth funding to State and transferral of funds to wealthy independent schools as required under the guidelines to the Schools Commission announced by the Minister for Education in early are of vital concern in that they mitigate against the of the great majority of Australian Children in State having issues of concern to Schools. That Queensland State Schools have not reached the Reby source Usage Targets set by the Schools Commission, and even at those financial levels will fall well short of actual provision standards envisaged by the Commission. That Queensland's effort in respect of Capital works is particularly of concern being less than half the per capita effort of other States. Your petitioners therefore call on their legislators to ensure: (a) That Federal funding to State Schools isrestoredto at least 1974-75 levels; (b) the independence of the Schools Commission to recommend the allocation of funds to schools on the basis of need, unhindered by Government directive; and (c) that sufficient funds are provided to Queensland, propriately tied, to ensure achievement of National standards in this State. And your petitioners as in duty bound will ever pray, by Mr Thomson. Petition received. Commemorative Stamp Petition to the Honourable the Members of the House of Representatives in Parliament assembled; petition. The humble petition of the undersigned residents of the Northern Territory, South Australia, Victoria and New South Wales showeth; that we are distressed and concerned by therefusalby Australia Post to issue a commemorative stamp upon The 50th Anniversary of the Association of Apex Clubs. Your petitioners therefore pray that your honourable house will do all in its power to have the Commonwealth Government take immediate action to guarantee the reconsideration of the application. And your petitioners as in duty bound will ever pray, by Mr Wilson. Petition received. NA",18
4,Mr KEATING,QUESTIONS WITHOUT NOTICE,"Why did the Minister for National Development say in his Press statement No. 71 of 1979 on 30 August that 'the outlook for further supplies of avgas from Abadan in the remainder of 1979 is very uncertain' when, according to his submission to Cabinet on Monday, he was advised by the Department of Foreign Affairs on 26 August, that is four days earlier, that 'there will be no exports from Iran during the remainder of 1979'? Why does he persist in playing down this chronic avgas shortage? What is he doing to overcome the shortage? Can he give the House an unequivocal assurance that adequate supplies of avgas will be available for Australian consumers for the balance of this year and beyond?",21
5,Mr NEWMAN,QUESTIONS WITHOUT NOTICE,"I welcome the question from the honourable member because the situation with aviation gas is very serious. The question gives me an opportunity to explain exactly what the situation is. I think it is important first of all to refer to how the situation developed. Honourable members will remember that after the Iranian crisis Australia found itself without its traditional supplier. At present we produce about 40 per cent of our aviation gasolene at Altona. We import the remainder of 60 per cent. Our traditional supplier at Abadan went out. That meant that we had a chronic shortage. That is the apbackground to the development of the situation. Following that the three marketers of aviation gas in this country, with the full endorsement of the Government, introduced an allocation system to manage the tight situation that occurred with aviation gas. Despite that allocation system, regional problems occurred and have continued to occur, but the Government has done everything in its power, in consultation with the oil companies and people in the general aviation industry, to manage the situation. In dealing with whether the Government was making it clear that there were problems with Abadan, I refer as an example to a speech I made to the Queensland Council of Agriculture at the beginning of August in which I said that there was a problem with aviation gas and that other shipments were being sought from Abadan but there was renewed uncertainty about supplies from that source. In the Press statement referred to by the honourable member I said that Abadan was the closest and most convenient source to Australia but because of the problems in Iran the outlook for further supplies from Abadan in the remainder of 1979 was very uncertain. The point I am trying to make is that at no time did the Government try to conceal the AVGAS fact that Abadan was an uncertain source.",21
6,Mr KEATING,QUESTIONS WITHOUT NOTICE,It is not uncertain; it is not there.,21
7,Mr NEWMAN,QUESTIONS WITHOUT NOTICE,"If the honourable member is patient I will give him ail the details. I will answer all the questions he asks. At no stage have we been trying to conceal the fact that there have been problems with Abadan. From advice on consultations between members of the general aviation industry and my Department and from speaking to members of that industry myself, I know that the industry is happy with the present allocation system, or at least it is acceptable to them as long as it remains flexible to cover seasonal and unplanned circumstances. Stocks of aviation gas at the end of August were equivalent to 86 days consumption, comE ared with 81 days at the end of July. I refer all onourable members to the statement. I made at the end of August, which was based on the best information we had at the time. Honourable members will notice that the situation has improved in the mterim. An import of about 4,500 tonnes into Queensland was made in early September. These stocks, together with further imports into northern Australia from Singapore and continuing production at Altona, mean that Australia is covered at the present rate of consumption for about six months. As I have consistently made clear in all my public announcements on this matter, we are encouraging the marketers of avgas to get out on to the world market and find spot purchases where they can. The honourable member asked why I used words 'the outlook for Abadan in 1979 is very uncertain' in my Press statement at the end of August. Let me tell the honourable member why I said that There has been no formal advice from the National Iranian Oil Company along the lines that have been suggested. In the course of a conversation between the officials of partment of Foreign Affairs and the National Iranian Oil Company on 26 August it was refineries indicated that there would be no exports from Iran during the remaining part of 1979. We take advice from a range of people, and the principal areas from which we take that advice are the Government-Industry Oil Supplies Advisory Committee and the oil companies themselves. This is an important point. Mr Armitage-Oh !",21
8,Mr NEWMAN,QUESTIONS WITHOUT NOTICE,Does the honourable member want the story or not?,22
9,Mr ACTING SPEAKER,QUESTIONS WITHOUT NOTICE,Order! The level of by conversation is too high. I ask honourable members to remain silent. The honourable member for Chifley will remain silent.,22
