speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"House of Representatives. Thursday, 25 February, 1926.",14
1,Mr SPEAKER,Unknown,"Hon. Sir Groom.) took the chair at 2.30 p.m., read prayers. LEAVEOFABSENC E. Motion (by Mr Fenton ) , by leave, agreed toThat leave ot absence for one month granted to the honourable member for Werriwa (Mr Lazzarini), on the ground of urgeDt business. MIGRATION.",14
2,Mr MACKAY,Unknown,H as the Prime Minister seen cabled statements that the British migration authorities would cordially welcome.. . a reduction in the passage money .payable by migrants to Australia to £3j-the balance of £30 to be paid in equal shares by the Commonwealth anil British Governments?,14
3,Mr BRUCE,Unknown,"I saw a cable message, I think, in this morning's newspapers, indicating something of the kind, but it was, obviously, in no sense official, and only au expression of opinion by a newspaper correspondent. 1I have no doubt that the British Government would be prepared to consider an increased payment by the British and Commonwealth Governments and a corresponding reduction in the payment to be made by the migrant. The whole question is at present under the consideration of the Government. IMPORTATION OF PETROL PUMPS.",14
4,Mr FENTON,Unknown,"Has the Minister for Trade and Customs noticed items recently appearing in the press to the effect that certain municipal councils propose to prohibit the erection of imported petrol pumps within the areas over which they exercise authority 1 Has the Minister any statement to make in amplification of his previous statements regarding the importation of petrol .pumps, and the preservation of the Australian industry for their manufacture?  the public press the information to which the honourable member draws my attention, but the matter is, of course, outside the ambit of my department. As I promised the House, I have had inquiries made, and I find that the position in connection with petrol pumps is not so acute Littleton as we once feared. Thanks are due and to the honourable member for Maribyrnong (Mr Fenton) for bringing the matter before the House and to remarks made by the right honourable member for North Sydney (Mr Hughes) and other honourable members who interested themselves in the matter. 1I have reason to be believe that negotiations are being earned ou by the buyers and sellers of these pumps, which will at least conserve the Australian industry. CRIMES BILL . VOTE ON THIRDREADIN G: PERSONAL EXPLANATION.",14
5,Mr LISTER,Unknown,"In the division on the third reading of the Crimes Bill yesterday, as honourable members know, I voted with the Government in support of tha bill. It is recorded in one of the Melbourne daily newspapers, which has a very wide circulation in this State and outside of it , that I recorded my vote with, the Opposition against 'the passing of the measure. 1I have no desire that my action should be in any way misrepresented, and I , therefore, make this explanation publicly. PUBLIC TELEPHONE, BARMUNDU, QUEENSLAND.",14
6,Mr FORDE,Unknown,"the Postmasterhonorable General, upon not i c eWhat rental is paid by the Postmaster General's Department to the Railway Department tor the use of the Railway Department's building at Barmundu, Boyne Valley line, Queensland, for public telephone purposes?",15
7,Mr GIBSON,Unknown,"In q u i r i e s are being made, and the desired in for m at i o n will be f u r n is h e d as e a r ly as possible. PACIFIC ISLANDS MAIL SERVICE.",15
8,Mr WEST,Unknown,"through Mr Fenton ) asked the Minister representing the M in is ter for Home and T e r r it o r i e s , upon notice 1. Is it the intention of the Minister to extend the route of the mail steamers from Sydney, Lord Howe Island, and the New Hebrides ? 2. If so, will he supply an additional steamer, so that the period between the arrival and departure will not be extended? 3. Will he state the reason why there are not the same facilities as before the war-that is, two steamers monthly-instea d of the present service of one every five weeks?",15
9,Mr MARR,Unknown,"The answers to the honourable member's questions are as f o l low:1. When arrangements are being made for the next advertisement for tenders for the Pacific Island shipping services, consideration will be given to the question of inviting alternative tenders for services to Melbourne. No otlier extension of the route of the steamers calling at Lord Howe Island and the New Hebrides is contemplated. 2. In the event of the services being extended to Melbourne this question will receive consideration. 3. The present service'is considered adequate for the present trade requirements of the islands served. POSTMASTER-GENERAL'S DEPARTMENT. NA",15
10,Mr FORDE,PAYMENTS TO STATE RAILWAYS,"the PostmasterDefence, upon noticeGeneral, upon notice I. What is the total amount paid by the Postmaster-General's Department to the Railway Deparment in each of the Australian States for(n) Duties performed by stationmaster; (b) Duties performed by postmistresses? 2. What is the fixed rate paid by the Postmaster-General's Department to the Railway Department in Queensland for the postal duties performed by(«) A stationmaster at the average country station; (0) A postmistress at the average country station ?",15
11,Mr GIBSON,PAYMENTS TO STATE RAILWAYS,"The .answers to the member's questions are as f o l low :1. The total payment made to the Railway Department in each of the several States for the performance of post-office business during the vear 1924-5 was£ New South Wales ... 2,605 Vietoria ... 4.132 Queensland ... 15,083 South Australia ... 1,766 Western Australia 486 Tasmania. ... 1,777 Total ... £25,849 This payment was made direct to the Railway Departments, and no information is available to show the proportion of the payment in respect of works performed by male and female officials. 2. There is no fixed rate of payment to the Railway Department in Queensland; that department is paid at scale rates for the post office duties performed by its officials. POST OFFICE KIMBA, SOUTH AUSTRALIA.",15
12,Mr LACEY,PAYMENTS TO STATE RAILWAYS,"the Postmaster General, upon notice I. Have tenders been called for the erection of a post offiee and residence at Kimba, South Australia ? 2. If so, when will the work be put in hand? 3. If not, when will tenders be called, and what is the position in connection with this proposed work?",15
13,Mr GIBSON,PAYMENTS TO STATE RAILWAYS,"The answers to the honourable member's questions are as follow :1 and 2. No. 3. The date on which tenders will be called cannot at present be stated, but the proposal is under consideration and no avoidable delay in reaching finality in regard to it will be allowed to occur. AERODROME AT ROCKHAMPTON. DEPARTMENTS. Mr Forde asked the Minister for 1. How many acres are required for the proposed aerodrome at Rockhampton? 2. What would be the cost of purchasing this land? ,. ; 3. What would be the cost of preparing the land to make it suitable for use as an aerodrome ? 4. What would be the total eost of establishing the aerodrome at Rockhampton? 5. What staff would be required there? C. What would be the annual cost of staffing and maintaining such an aerodrome ?",15
14,Sir NEVILLE HOWSE,PAYMENTS TO STATE RAILWAYS,"The answers to the honourable member's questions are ns follow:1. 74 acres. 2. Approximately, £3,170. 3. Approximately, £330. 4. Approximately, £3,500. 5. If departmental hangars erected, taker mechanic would be required, otherwise no staff necessary. 6. It is difficult to estimate the annual of maintenance, but provided special work not necessary as a result of excessive maintenance charges should not exceed £50 per annum. WAR PENSIONS.",16
