speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Tuesday, 14 October 1975",15
1,Mr SPEAKER,Unknown,"Hon. G. G. D. Scholes) took showeth: the chair at 2.15 p.m., and read prayers.",15
2,The Clerk,Unknown,"Petition s have been lodged for presentation as follows and copies wdl be referindeed red to the appropriate Ministers: To the Honourable the Speaker and Members of the House of Representatives assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: That whereas the natural environment of Fraser Island so outstanding that it should be identified as pan of the tances, World Natural Heritage, and whereas the Island conserved for the enjoyment of this and future generations. Your peuuoners humbly pray that the members, in the House assembled, wdl take the most urgent 1. That the Australian Government uses its consututional powers to prohibit the expon of any mineral sands from Fraser Island, and 2. That the Australian Government uses its consututional authority to assist the Queensland Government and any other properly constituted body to develop and conserve the recreational, educational and scientific potentials of natural environment of Fraser benefit of the people of Australia. And your petitioners as in duty bound wdl ever pray. by Mr Fry, Mr Jarman, Mr Keogh, Mr Kerin, Colleges, Mr Mathews, Mr Morris, and Mr Oldmeadow. Petitions received. To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of undersigned citizens of Australia respectfully showeth: that implementation of the Report on Housing by the Priorities Review Staff wdl not ensure that the Australian community can secure living accommodation of its own choosing appropriate to its needs; that many of the proposals positively discriminate against home ownership; that the proposals if implemented would not encourage thrift and initiative but would funher advance the philosophy of dependence upon basic services; that the proposals are concerned with redistribution of income than providing accommodation for the tralian community. Your Petitioners therefore humbly pray that the will request the Government to take no further measures which wdl make home ownership unattractive to those who revenue have a home and unachievable for those who have not. And your petitioners as in duty bound will ever pray. by Mr Hodges, Mr MCLeay, Mr MCVeigh and Mr Eric Robinson. Petitions received. Metric System To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The petition of the undersigned citizens of Australia respectfully That the plan to obliterate the traditional weights and measures of this country is causing and wdl cause widePETITIONS spread inconvenience, confusion, expense and distress. That there is no cenainty than any significant benefits or any benefits at all will follow the use of the new weights and measures. That the traditional weights and measures are eminently Fraser Island satisfactory. Your petitioners therefore pray that the Metric Conversion Act be repealed, and that the Government take urgent steps to cause the traditional and familiar units to be restored to those areas where the greatest inconvenience and distress is are occurring, that is to say, in meteorology, in road disin spon, in the budding and allied trades, in the printshould being trade, and in retad trade. And your petitioners as in duty bound will ever pray, steps to ensure: by Mr Corbett and Mr Jarman. Petitions received. Prahran College of Advanced Education To the Honourable Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned students and staff of the Prahran the College of Advanced Education and citizens respectfully Island for the long term showeth: That the undersigned believe that: The freezing of capital grants by the Victorian Institute of as a direct result of education expenditure cuts in the 1975 budget, wdl stop the Prahran College of Advanced Education maintaining even the present standard of education. Home Ownership We believe the Prahran CoUege of Advanced Education is in jeopardy. The minimum requirement to save this situation is that the Number Eight buUding project proceed as planned. And your petitioners as in duty bound will ever pray. by Mr Crean. Petition received. Access Radio Stations To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia the Government for respectfully showeth: (1) That it is a fundamental principle that the non-English speaking residents of Australia have therightto use the pubAusUc means of communication in their mother tongue, (2) That radio Ucences for ethnic language broadcasting House should not be granted to commercial interests, (3) That independent radio stations, funded from public and managed by a Committee appointed by the Minister for the Media and elected by ethnic minorities, should be established in each major city of Australia, (4) That all submissions to the Government on the future of radio broadcasts in ethnic languages should be discussed with and agreed upon by the ethnic communities before they are presented to the Government, (5) That existing temporary ethnic language broadcasts through radio stations 3ZZ and 3EA should be assisted to broadcast dady and to employ bilingual staff and that ethnic minorities should participate fully in the programming and management of 3EA. Your Petitioners therefore humbly pray that (1) an independent radio station, funded by public revenue and managed by a committee elected by ethnic minorities, be established in each major city in Australia to broadcast the languages of ethnic minorities and (2) that those stations currently making ethnic language broadcasts be assisted to do so dady and to involve ethnic ming and management where they do not now do so. And your petitioners as in duty bound will ever pray. byDr JF CAIRNS. Petition received. To the Honourable the Speaker and Members of the House tives of Representatives in Parliament assembled. petition of the undersigned citizens of Australia respectfully showeth: That the undersigned persons believe thatThe $300 limit on income tax deducibility in respect personal residential land and water rates is unrealistic and a discriminatory income tax penalty. Your petitioners therefore humbly pray that the Government will take steps to see that the aforesaid limitation is removed entirely or substantially increased. And your petitioners as in duty bound wdl ever pray, by Mr Connolly. Petition received. Australian Government Insurance Corporation To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of undersigned citizens of Austraha respectfully showeth: That the establishment of an Australian Government Insurance Office will: (1) Further shrink the flow of funds avaUable for finance for private enterprise in Australia. (2) WUl eventually lead to nationalisation vate enterprise in Australia. (3) Cause serious unemployment in the private industry throughout Australia. Your Petitioners therefore humbly pray that the House Representatives rejects completely the Australian Governby ment Insurance Office Bill 1975. And your petitioners as in duty bound wui ever pray, by Mr Connolly. Petition received. Australian Government Insurance Corporation To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned employees and agents of the Australian insurance industry respectfully showeth: (1) That Parliament should reject the Bill currently before it to establish an Australian Government Insurance Office. (2) That whUe there is a need to estabUsh in Australia a Natural Disaster Fund to provide compensation for property damage and other losses resulting from disasters such as earthquakes,floodsand cyclones, such a Fund can be established, as in other countries, using the medium of the existing private enterprise insurance offices. (3) That there is already intense competition between the existing 45 life assurance offices and between over 260 general insurance companies now operating in Australia, and that further competition from a Government Office dady in would only be harmful at this time. Your petitioners therefore humbly pray that the House will reject the Bill. minorities fully in programAnd your petitioners as in duty bound wdl ever pray, by Mr Macphee. Petition received. Woodchip Industry Income Tax To the Honourable the Speaker and House of Representaassembled. The humble petition of the undersigned citiThe humble zens of Australia respectfully showeth: 1. That Australia is not well-endowed with natural forest areas only amounting to 4.5 per cent of the total land area. 2. That very Utde of this forested area, is reserved in of national parks, most of the remainder being directly (as is State forests etc.) or indirectiy (as Crown lands, over which forestry exercises timber extractionrights)under forestry control. 3. That most of this remainder is liable to be totally destroyed by woodchip projects, due to sod erosion, nutrient loss, fire damage to young saplings in artificial forest regeneration projects. 4. That many forms of arboreal wUdlife are thus threatened with extinction. 5. That grossly inadequate consideration has been given to the process of recycling packaged paper. 6. That it is not in the long-term interest of the Australian people that these forests are converted into material for short-term use of excessive packaging. 7. That it is a severe abuse of democratic lights to subsidise forestry practice with public money without adequate consultation of pubUc interest. We, your petitioners, therefore humbly pray that you wdl: 1. Immediately cancel aU current woodchip export of much of prilicences. 2. Immediately provide more funds into research for the insurance recycling of used packaged material. 3. Ensure that any future appUcations for woodchip leases of be preceded by an environmental enquiry, to be conducted a panel of environmentalists and public-spirited conservation bodies independent of the Australian Forestry Council or any State Forestry Commission. And your petitioners as in duty bound will ever pray. by Mr Kerin. Petition received. Income Tax To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of undersigned citizens of Australia respectfully showeth: That the existence of a system of double taxation of personal incomes whereby both the Australian Government and State Governments had the power to vary personal income taxes would mean that taxpayers who.worked in more than one State in any year would(a) be faced with complicated personal income taxes between States; (b) find that real after-tax wages for the same job vary from State to State even when gross wages advertised as being the same; and (c) Require citizens to maintain records of income earned in each State. Your petitioners therefore humbly pray that a system of double income tax on personal And your peuuoners as in duty bound wdl ever pray, by Mr Morris. Petition received. Shire of South Gippsland To the Honourable the Speaker and Members of the House tions of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfuUy showeth: (i) The Rural economy of the Shire of South severely disadvantaged by the current prices being paid for cattle; (ii) The Council of the Shire of South Gippsland is exsteps as may tremely concerned with thefinancialcrisis which is rapidly roadway overtaking its finances; (iii) Non-replacement of outdoor staff has been introduced since early 1974 because tion in funds for road maintenance and construction caused by inflation; (iv) Continually increasing wages and salaries as a result of indexation cannot continue to be passed on to the ratepayer. Your petitioners therefore humbly pray that the House take steps to(1) grant to the Shire of South Gippsland an amount of $200,000 to enable it to provide the same standard it provided in 1972; (2) increase this grant annually in line with the inflation rate. And your petitioners as in duty bound will ever prayby Mr Nixon. Petition receiyed. To the Honourable Speaker and Members of the House of Representatives in Parliament assembled. The petition the undersigned citizens of Australia respectfully showeth: That the decisions of the Australian Government(a) To depart from its 1972 election promise that pensions would be related tb and never be allowed to fall' below 25per cent thereof, and (b) To increase postage costs and and annual rental of telephones, will seriously add to the economic burdens now borne by those citizens who are wholly or mainly dependent on their pensions. Your petitioners are impelled' by these facts to caU upon the Australian Government as'a matter of urgency to review the above-mentioned decisions (a) and (b), and to mine1. That pensions be related to average earnings as promised by the Prime Minister in his 1972 poticy speech, variations in his or her and 2. That no charge be made for installation or rental on the would telephones of those pensioners entitled to a PMS card. were And your petitioners as in duty bound will ever pray, by Mr Oldmeadow. Petition received. Whyalla: Recreation Facilities incomes be not reintroduced. To the Honourable, the Speaker and the Members of the House of Representatives assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: 1. That whereas the city of WhyaUa suffers a lack of convenient recreation areas, in particular a lack of good swimming beaches, scenic drives, and picnic areas; 2. That whereas the Point Lowly area has natural attracwhich could fulfil this need; 3. That whereas the access road to the Point Lowly area, part of which traverses an Australian army controlled area, is Gippsland is in an extremely poor condition. Your petitioners therefore humbly pray that the House of Representatives in Parliament assembled should take such be necessary to provide a properly maintained to Point Lowly, to ensure basic recreation facilities for the citizens of the city of Whyalla. And your petitioners as in duty bound will ever pray, of the effective reducby Mr Wallis. Petition received. The Prime Minister To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of cenain citizens of Australian respectfully showeth: 1. That your petitioners are suffering from unemployment of service or other distressing circumstances. 2. That your petitioners have reason to believe that their current sufferings are not due to any fault of their own, but arise from the disastrous poUcies pursued by the present Commonwealth Government. 3. That your petitioners believe that there can be no relief from the sufferings which afflict them in common with so many other Australian citizens until the present Government is replaced by another whose poUcies will be different and diPensions rected to the advantage of the Australian people. Your petitioners therefore humbly pray that your Honourof able House will withdraw its confidence from the present Prime Minister, in order that there may be a speedy election and that the people of Australia may be given their proper opportunity to pass judgment on the Government responbasic sible for the present level of unemployment and other average weekly earnings national losses. And your petitioners as in duty bound will ever pray. the costs of installation by Mr Wentworth. Petition received. NA NA",15
3,Mr WHITLAM,ARRANGEMENTS,"Werriwa-Prime Minisdetert e r - Mr Speaker, I inform the House that this morning His Excellency the Governor General accepted the resignation of the Hon. R. F. X. Connor as Minister for Minerals and Energy. His ExceUency subsequently directed and appointed Senator the Hon. K. S. Wriedt to hold the office of Minister for Minerals and Energy. In this House the Minister for Minerals and Energy wdl be represented by the Minister for Overseas Trade, Mr Frank Crean. I also inform the House that in the absence of the Minister for Administrative Services and Leader of the House, Mr Fred Daly, the Minister for Manufacturing Industry, Mr Lionel Bowen, wdl represent him and act as Leader of the House. NA NA NA",17
4,Mr MALCOLM FRASER,MINERALS AND ENERGY,"I ask the Prime Minister a question. In view of the events which led first to his former Treasurer, Dr JF CAIRNS, being dismissed and now his former Minister for Minerals and Energy, Mr Connor, resigning, does the Prime Minister now consider his own participation in the same events obliges him to resign also? If not, why not?",18
5,Mr WHITLAM,MINERALS AND ENERGY,"Mr Speaker, no. NA",18
6,Mr CLAYTON,MELBOURNE SEWERAGE SERVICES,"Has the attention of the Minto ister for Urban and Regional Development been drawn to recent reports that the Victorian Minisis ter for Conservation attaches great importance the elimination of the sewerage backlog in Melthere bourne as a means of reducing pollution in Port Phillip Bay? In view of this, can the Minister what assistance he intends to give to the Viche torian Government in this program?",18
7,Mr UREN,MELBOURNE SEWERAGE SERVICES,"My attention has been drawn to the reports. Of course the pollution into Port Phtilip Bay was a legacy inherited by this Government. As honourable members know one in 6 families in Melbourne lives in unsewered areas and most of the flow from the catchment area of Melbourne goes into Port Phillip Bay. regard to assistance, this Government made $13m available in thefirstyear. In the last finanfinal cial year it made $34m available. In this financial year it has allocated $35m. In that legacy of neglect, a debt burden has been built up by the Melbourne and Metropohtan Board of Works. ing The authority pays 58c of every dollar in servicthe ing the debt loan. Therefore the solving of this problem will take a considerable period Government will do everything in its power to co-operate with the of Government to try to overcome the legacy that we inherited. NA NA",18
8,Mr LYNCH,MINERALS AND ENERGY,Why did the Prime Minister mislead the House on 9 October with an assurance that all communications of substance between the Minister for Minerals and Energy and the original Government intermediary were tabled on 9 July.,18
9,Mr WHITLAM,MINERALS AND ENERGY,I regret to say that I myself was misled. NA,18
