speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"House of Representative* Friday, 11 November. 1982.",9
1,Mr SPEAKER,Unknown,"Hon. 9. H. Mackay) took the chair at 11.30 a.m., and read prayers. QUESTIONS WITHOUT NOTICE.",9
2,Mr LYONS,Unknown,"As the Government is anxious to press on with the the bill arising out of the Ottawa conference, I ask honourable members to give notice of questions which, in other circumstances, they would ask this morning without notice. On the motion for the adjournment this afternoon there will be an opportunity to discuss matters of urgency. NA NA AGREEMENT BILL . SECOND READING . Debate resumed (vide page 2266), on motion by Mr GULLETTThat the bill be now read a second time. Upon which Mr Scullin had moved by way of amendment That all the words after "" That"" bo omitted with a view to insert in lieu thereof the following words:-""the bill be withdrawn and negotiations opened for a new agreement embodying concessions to Australian producers and .preferences to Great Britain on specified items without endangering our protective policy or depriving Parliament of its power to give effect to the will of the people on general tariff policy. ' 1",9
3,Mr DEIN,AUSTRALIA TRADE,"Lang) [11.33] - This bill is one of the most important that has been brought before this chamber for a number of years. As one of the new members of the House, I regard myself as somewhat fortunate, because the excellence of the speeches of members representing the various political parties has made it easy for me to mark out the course which I propose to. follow. For over two years Australia, in common with all other countries, has been passing through a most critical period in its history. Many remedial measures have been proposed to meet the pressing economic and financial problems that have beset us. The failure as the individual nations within the British Empire to rehabilitate their industries and solve their unemployment problem led to the conception of a cooperative effort, with the result that, in July of this year, an Empire conference was held at Ottawa. After protracted discussion of the many proposals submitted by the representatives of the Mother Country, the self-governing dominions and Crown colonies, an agreement was reached, and we are now asked to ratify that made between the United discussion of Kingdom and Australia. Members of the Labour party, as so often is the case with regard to .proposals introduced hy this Government, have shown unremitting hostility to the measure. They have offered no worthwhile reasons for their attitude, but have submitted a number of excuses why the hill should not be passed. By devious means, they have endeavoured to cloud the issue. They have provided themselves with an abundant supply of red herrings which they have used with a liberality characteristic of a party that has lost its soul only to find itself foundering in the depths of a political morass.",9
4,Mr RILEY,AUSTRALIA TRADE,"I regard the statement that the party to which I belong has lost its soul as offensive to me, and ask, therefore, that it be withdrawn.",10
5,Mr SPEAKER,AUSTRALIA TRADE,"As the honourable member declares that the expression is personally offensive to him, I ask the honourable member for Lang to withdraw it.",10
6,Mr DEIN,AUSTRALIA TRADE,"I withdraw it. The right honourable the Leader of the Opposition (Mr Scullin), in opposing the bill, made the amazing statement that the agreement would shatter Empire unity. All the delegates to the Ottawa Conference were actuated by one ideal only-the preservation of the unity of the British Empire. Their one purpose was the adoption of proposals which would cement the bonds of Empire, and we know that, throughout the entire proceedings, the best of good feeling prevailed. Eventually, there emerged from the conference, an agreement steeped in the spirit of unity, and this House is now asked to ratify, the proposals as they affect the Commonwealth and Great Britain and the Commonwealth and the sister dominions. Opponents of - the agreement, to suit their own ends, have endeavoured to minimize the benefits which Australia will receive from Britain, and, to suit their own ends, have magnified the concessions which Australia is making to Britain. It is, however, significant that the British Labour Party, or what is left of it, is opposing the agreement because under it Australia is getting too much, and the Australian Labour Party . is opposing it because it is giving Britain too much. The clouded visions of the Labour parties in these countries led to their decimation less than twelve months ago. Mr SPEAKER,-Order ! The honourable member's remarks are not relevant to the bill.",10
7,Mr DEIN,AUSTRALIA TRADE,"""When the conference was decided upon about twelve months ago, the Scullin Government, which was then in power in this Parliament, endeavoured to have the sittings fixed for a date earlier than July, so that it might choose the delegation to represent Australia. But the hand of fate prevented that. I u an appeal to the people, the Scullin Government was defeated, with the result that the Lyons Government was charged with the responsibility of apppointing the delegates to represent Australia. If the attitude of the Labour Opposition in this debate may be taken as an indication of what the attitude of the previous Administration would have been, had it, unfortunately, been able to choose the delegation, I dread to think what the result of the conference would have been. Honourable members opposite also contend that the acceptance of the agreement will result in many manufacturing concerns closing down, with the result that thousands of employees will be thrown on the labour market in this country. Apparently those statements have been made without considering the effect of the policy adopted a couple of years ago. In their innocence, members of the Labour party thought, when they were returned to power, that all that was necessary to' provide employment was to impose a prohibitive tariff. This the Scullin Government proceeded to do, the consequence being that some mythical hundreds of thousands found employment, but, unfortunately, a few real thousands lost their jobs. Under the agreement, as I see it, Australian industries will Great be protected and given every opportunity to develop. Although our great natural industries were established under an unreasonably low tariff, they made satisfactory progress, and when increased protection was given to them under the Greene and Pratten tariffs, they prospered to a remarkable degree. But there has been practically no development during the last two years. The honourable member for Darling (Mr Blakeley) suggested, as one reason, that this Government, or the party supporting it, favours a policy of free trade. He must know that that there is no foundation for such an assumption. During the last few months sevRral members of the Opposition have been touring the different States making wild and irresponsible sta.temeuts as to the consequences to Australia of the acceptance of the Ottawa agreement. Possibly this is considered good politics, but I contend that they are doing a very grave injustice to the workers of this country and a disservice to Australia. The honourable member for Capricornia (Mr Eorde) made special reference to the textile industries, and predicted disaster for them if the agreement should be accepted. He stated that the agreement, as well as the tariff schedule previously introduced, adversely affected our textile industries. The honourable member's opinion is not supported by some figures which I have obtained within the last few days, from the secretary of the Textile Employers Federation, concerning the position of seven of the nineteen woollen mills in the metropolitan area of Sydney. chosen these seven because I have been able to obtain, in respect of them, comparative figures for May and October of last year. These show that in May, 1931, the seven mills employed 2,190 persons, and in October, 2,641, an increase of 20 per cent. Three of the largest mills are in my own electoral division, and from inquiries which I have made. I am satisfied that the figures furnished to me are accurate. On Monday last, I was advised that, owing to the volume of work, it has been necessary for the management to approach the State Government for permission to increase the amount of overtime in the mills. This proves conclusively that the statement made by the Deputy Leader of the Opposition (Mr Forde) was very wide of the mark. The following extract is taken from The Tailor and Mercer, the only trade journal in Australia which is devoted entirely to men's wear:OTTAWA, AND ITS AFTERMATH. THE MTLLS AND How THEY ARE (Specially written by N. F. Wilson, Manager of the Globe Worsted Mills Limited, The great majority of Australians will breathe a sigh of relief. We are granted what we so sorely needed-security of tenure. still masters in our own house. The Commonwealth Government deserves the gratitude of all parties. They have defied the lightning of the free trader on the one hand, and the thunder of the European exporter on the other band. The importance of the secondary industries has Mr Dein. not been lost sight of. As a field for employment of our growing population they have been protected; the fence is still secure. As an avenue of investment, they remain a road to prosperity. In view of the criticism of the agreement by some honourable members and also the unjustified and contemptible remarks applied to the right honourable member for Flinders (Mr Bruce), let me also quote a statement of Mr Robert Vicars, the president of the New South Wales Textile Manufacturers Association, who has now returned from the Ottawa Conference at which he was an unofficial representative - of the Australian Textile Manufacturers. He said I am satisfied that good will come out of ' the conference, and I look forward with optimism. Admittedly there are some difficult things in the agreement, but I believe that everything will work out satisfactorily in the long run. Our own delegation stood up well I have at the conference, and were conspicuous even at such a gathering. Undoubtedly Mr Bruce ranked among the best men there. Whatever was done for Australia was done by men of excellent capacity with no thought of individual' glory. The opinions of those two gentlemen need no elaboration. If the manufacturing industries of Australia, and particularly the textile industry, had been adversely affected by the agreement, such favourable comments would not have been made by them. Several articles in the agreement have been adversely criticized during the course of the debate. Article 10 has been bitterly attacked because of the phrase ""Reasonable competition "". There are two kinds of competition-reasonabl e and unreasonable; and I do not think that honourable members who are opposing the agreement would prefer the word "" unreasonable"" substituted for "" reasonable"". What would be meant by ""unreasonable coinpetition "" ? It would be either extremely high competition to the degree of excesAFFECTEO. sive tariff protection such as that given Marrickvillc. by the Scullin Government, or extremely Sydney.) low competition to the degree of free trade as advocated by some misguided enthusiasts in this chamber who represent the We are scattered population of the continent. Between those two extremes of unreasonable competition is the reasonable cpmpetition for which this Government and most of the Australian manufacturers stand, which is provided for in article 10 of the agreement. I am satisfied that the Australian manufacturer does not desire anything more than reasonable competition. There are two methods of protecting industries, one hy tariff protection and the other by the removal of some of the restrictions which are crippling them. That aspect of the matter has, up to the present, been neglected, because it does not furnish a good political cry. It is the duty of the Government to remove some of the restrictions that are at the moment hampering Australian industry. Article 12 has also been adversely criticized. It provides that no new protective duty shall be imposed and no existing duty shall be increased on United Kingdom goods without the consent of the Tariff Board. It was to be expected that that article would be strenuously opposed by the members of the Labour party, because they wish to keep the Tariff Board and the fiscal policy of this country under the . control of the Parliament. If the Parliament is more competent than the Tariff Board to make recommendations in respect of duties, then the board should be abolished and the expense of its administration saved; but if the Tariff Board is the more competent body to carry out that, 1 function, its decisions should stand. Of course the members of the Opposition contend that as the Tariff Board is the creature of the Parliament, its recommendations should be subject to veto by Parliament. Yet what is their attitude to the Public Service Arbitrator, who is also the creature of the Parliament? fortnight ago the Leader of the Opposition (Mr Scullin) moved the adjournment of this House in order to protest against the Government's action in procuring the disallowance of an award of the Arbitrator. The right honourable member protests on the one hand against any interference by the Government with the decisions of the Public Service Arbitrator, and on the other hand against the non-interference of the Government with the recommendations of the Tariff Board. His attitude is inconsistent. As was pointed out by the honourable  the Leader of the Opposition will not be satisfied until the Parliament has control of the Commonwealth Bank Board. Of course, I can quite understand the desire of the Leader of the Opposition that Parliament should be the supreme body. Article 12 will act as a safety valve and a guard against any rash actions on the part of an inexperienced and over-enthusiastic honourable member who may suddenly and unexpectedly be placed in charge of the Trade and Customs Department. It is in the initial stages of industry that great care must be exercised to avoid tariff mistakes. It is therefore necessary that an independent tribunal, composed of experienced men who have as their object the future well-being of Australia and its industries, should investigate and report on industries which are seeking protection. The recommendations of the board should be final, and it is amazing to me that this Parliament has, in some instances, seen fit to vary or veto them. Article 16 provides that the term of the agreement shall be five years. The members of the Opposition say that one parliament must not tie the hands of the following parliaments, yet last year the Sculliu Government entered into an agreement which bound this Parliament, and so unjust were its terms that the parties affected by it have since voluntarily agreed to review it.",10
8,Mr MARTENS,AUSTRALIA TRADE,That is absolute moonshine.,12
9,Mr DEIN,AUSTRALIA TRADE,"No doubt honourable members opposite find that action hard to Only a defend. Por his action, the Leader of the Opposition has made the miserable excuse that the agreement 'entered into was between the Commonwealth Government and.the Queensland Government. To me, an agreement is an agreement, whether the parties to it are two governments, two parliaments, or two countries. There is neither logic nor reason in the argument of the right honourable member. It is immaterial to me whether the term of the Ottawa agreement is two, five, or ten years. Provided that the agreement is in the best interests of this country, I shall support it. Honourable members opposite say that if , before the end of five years, they hold the reins of government, they will alter rt»« agreement, but they fail to take into consideration the likelihood of it conferring upon Australia within that period, benefits which will be appreciated by every section of the community. For political reasons, they now say that, if they are given the opportunity, they will alter the agreement, but I might point out that between them and the agreement staud the Australian electors. I have been astonished at the attitude of several honourable members, particularly those representing the northern States, not only on this measure, but also on other measures before the House. When I entered Parliament I believed that Queensland was a State in the northeast of Australia. Since I have been here an effort has been made to impress it upon me nnd other honourable members that Australia is a little spot to the of Queensland, and that even that little spot may slip out of sight on a banana skin. That is the characteristic attitude of some of the Queensland representatives in this chamber. The operation of this agreement will mark the beginning of that degree of co-operation which is necessary not only among the British Commonwealth of Nations, but also among all nations if we are to bring about the rehabilitation of the world. We hope that the acceptance of the agreement will result in the acceptance of a more far-reaching agreement at the impending World Economic Conference. I support the bill, and trust that it will be carried by an overwhelming majority.",12
