speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"House of Representatives. Friday, 29 August, 1952.",12
1,Mr SPEAKER,Unknown,"Hon. Archie Cameron) took the chair at 10.30 a.m., and read prayers. PAPUA AND NEW GUINEA.",12
2,Mr GRIFFITHS,Unknown,"In view of the published reports that Soviet submarines have frequently been seen in waters adjacent to the Territory of Papua and New Guinea, will the Minister say whether the - development of .that territory is important to the defence of Australia? If so. is it a fact that many people will not remain in Papua and New Guinea longer than is necessary, because there arc no facilities for secondary school education there, and that other residents incur undue exDeuse by sending their children to Australia to complete their education? Is at .true that Australia's present representative in the United States of America, while a Minister of the Crown, promised to have a high school built at Wau, and did he actually order and purchase, in .New Zealand the necessary crockery for the school ? If that be so, will the Minister say why the school has not been built, and will he indicate when it is likely that a start will be made with it, so as to encourage the more rapid development of this most important possession?",12
3,Mr HASLUCK,Unknown,"I think that I ought to observe tiiat the premise on which the honourable member's question is basod was yesterday stated by the Minister for the Navy to be false. As for secondary education in the Territory of Papua and New Guinea, the position is that the Government provides a subsidy m respect of children who need to go to Australia to be educated. There is a division of opinion in the territory as to whether the best way is to allow the children to come down to Australian schools, with the assistance of the subsidy, or to provide for their education in local secondary schools. My own opinion is that we need both methods. The provision of a secondary school at Wau has been under consideration, and we hope that something can be done about it , but the project must take its turn with the many other urgently needed works in the territory. CIVIL DEFENCE.",12
4,Mr HAWORTH,Unknown,"Does the Minister for the 'Interior know that the Australian Medical Congress now sitting in Melbourne expressed the opinion that Australia was unprepared to deal with the consequences of an atomic attack!! In view of the fact that ""Brigadier Wardell",13
5,Mr SPEAKER,Unknown,Order ! Names of outside persons must not be mentioned in the asking of questions.,13
6,Mr HAWORTH,Unknown,"In view of the face that an Australian representative was sent to the United Kingdom to attend staff schools on civil air defence in order to gain information on this subiect, will the Minister say whether it is intended to assemble a corps of instructors capable of disseminating information on the subject to recognized bodies,, such as the lied Cross and St. John's Ambulance, which would be in a position to serve the community in time of national trouble?",13
7,Mr KENT HUGHES,Unknown,"I have seen something of the report of the Australian Medical Congress that is being held in Melbourne, and T have also read some of the comments that have been made by certain individuals attending that conference. However, such matters are by no means simple. Thoy are most shout complex and are a part of the general defence scheme which is under constant consideration and appreciation by the Defence Council and also by the Governmust ment. I have no further comment to make, on the matter at the present time. position. COMMONWEALTH CONTRACTS.",13
8,Mr CREMEAN,Unknown,"Is the Minister (nr Snpply aware that recently tenders were invited by his department for the supply of many thousands of yards of I special carpet \ If he is aware of the; faet, wil l he name the departments fori which the carpet is intended ? Is he also; aware that the conditions on which,' tenders are to be made, as stated in the specifications, make it almost impossible for Australian firms to submit tenders? Will he arrange for the . conditions governing the submission of tenders to be altered so that Australian firms can submit tenders?",13
9,Mr BEALE,Unknown,"T have no personal knowledge of the calling of such tenders, but I shall have the matter investigated. I doubt whether the conditions of tender were such that they made it impossible for Australian firms to tender, but if they were I - shall certainly consider having them' reviewed. I do not know which departments are involved. T imagine that the carpet is probably intended for one of the defence services, but, of course, that may not be so. Certain carpeting is necessary, of course, for use in establishments for national service trainees and others. I shall have the whole matter investigated and let the honourable member have a full reply. NA FINANCE.",13
