speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,occurred on odd occasions- I suggest that the Leader of the House will agree that this is the case,82
1,Mr DEPUTY SPEAKER,Unknown,Order ! Is the honourable member for Lyne suggesting .that I have misled the House? Mr Lucocfe-The Chair has put the question again for the second reading and allowed the debate to continue.,82
2,Mr DEPUTY SPEAKER,Unknown,There is no point of order.,82
3,Mr REYNOLDS,Unknown,"Mr Deputy Speaker, I rise on a point of order. I might not be very popular for saying this but frankly there has obviously been a technical error here tonight. I do not see any reason why the ordinary processes of Parliament should be frustrated by the absence of a person to take the call when' he was intending to take the call. I ask the Leader of the House to condone the recommital of the second reading.",82
4,Mr DEPUTY SPEAKER,Unknown,"Order ! I want to make this quite clear. I have already said that when the question was put 'that the Bill be now read a second time' I hesitated for some time looking for somebody to rise. Nobody rose from the centre table or from the Country Party benches, as was mentioned by the honourable member for Angas. I have already indicated to the Deputy Leader of the Australian Country Party who is in the chair at the centre table now, that the matter can be quite easily rectified by going into Committee, when honourable members may speak on the Bill, or they may speak in the third reading debate. I would suggest that the Deputy Leader of the Country Party should indicate which way he wants to do it.",82
5,Mr SINCLAIR,Unknown,"May I speak on order? Mr Turner-On the point of order, Mr the Deputy Speaker, you have said that you looked for the honourable member for owra because his name was on some list.",82
6,Mr DEPUTY SPEAKER,Unknown,I did not say that. ' Mr Turner-How did the name of the honbeen ourable member for Berowra come into the debate?,82
7,Mr SINCLAIR,Unknown,"The Leader of the House said that. Mr Turner-Ver y well. I accept, Mr Deputy Speaker, that you did not mention the 'honof ourable member for Berowra. 16754/73-R-[76 ]",82
8,Mr DEPUTY SPEAKER,Unknown,That is right. I do not know of any list. Mr Turner-This is the point I want to make: Mr Speaker does not take cognisance of any list.,82
9,Mr DEPUTY SPEAKER,Unknown,That is quite right. Mr Turner-Therefor e if he looks around believing that someone ought to be there because he was on the list and does not see that person this is no reason why he should not therefore,82
10,Mr DEPUTY SPEAKER,Unknown,"There is no pomt of order. It is not a point of order. Mr Turner-The second point I want to raise, Mr Deputy Speaker",82
11,Mr DEPUTY SPEAKER,Unknown,"Look , I did not mention the honourable member for Berowra. I know of no list of speakers. I mentioned that nobody rose from the centre table or from either side of the House. Mr Turner-So I move on to my second point. You said then, Sir-ther e is no question about this-that nobody rose from the centre table. There is no particular priority that somebody has at the centre table. It was your duty, Sir, I submit, to see if any member rose anwhere, whether someone you expected to rise because he was on a list, someone who happened to be at the centre table or someone who happened to be on the front bench. It was your duty, Sir, plainly, I submit, to see if anybody on this side of (he House rose. Quite obviously the honourable member for Cowper did rise.",82
12,Mr DEPUTY SPEAKER,Unknown,Order ! There is no point of order. The honourable member a point of will resume his seat. Mr Turner-We are making a travesty of,82
13,Mr DEPUTY SPEAKER,Unknown,The honourable Bermember has not made a point of order. Mr Turner-This is a travesty.,82
14,Mr DEPUTY SPEAKER,Unknown,The honourable member will resume his seat. Leave has not granted to proceed to the third reading forthwith and accordingly the House will now go into Committee.,82
15,Mr SINCLAIR,Unknown,"Mr Deputy Speaker, can I raise a point of order? I put this proposition to the Leader of the House: The normal practice this House is that there should be a second reading debate. There are a number of speakers from the Government side as well as from the Opposition who want to speak on this debate. I accept, Mr Deputy Speaker, that you have made your judgment on this matter. I believe that it was perhaps unfortunate that you were not able to see the honourable member for Cowper rise. I ask the Leader of the House",82
16,Mr DEPUTY SPEAKER,Unknown,Order! The honthat. ourable member for Cowper did not rise when the motion was put. The suggestion from the Deputy Leader of the Country Party is that the Deputy Speaker did not see the honourable member rise. I ask him to withdraw it.,83
17,Mr SINCLAIR,Unknown,"I withdraw that, Mr Deputy Speaker. I suggest that perhaps the Leader the House might be prepared to permit a reply second reading debate to take place as it the belief of members of the Opposition that there would be a second reading debate and in view of the fact that there seems to be understanding on the order of speakers.",83
18,Mr DEPUTY SPEAKER,Unknown,"You were a bit slow, that was your problem. I call the Leader of the House.",83
19,Mr DALY,Unknown," I am quite certain, Sir, that your ruling is correct. We were waiting for the debate to continue and nobody on that side rose to take it. The Leader of the Australian Country Party, instead of approaching me the first place, came in on the bounce on the hop, and said that the honourable memOrders. ber for Cowper did rise. He said that you did not see him, Mr Deputy Speaker, and that you should have called him. And then later on the course of discussion he said perhaps you did not see him; perhaps he did not rise. I not influenced by death bed confessions. Conand sequently, Mr Deputy Speaker, I do not ask you to resubmit it. The Opposition, which is saying that it is to be the next Government, ought to be awake and alert. If its members are asleep when these things come on that is their business. For part this debate now is in the Committee stages and instead of wasting the time of this House, use up the time available to debating it in Committee as you should. Mr Deputy Speaker, I suggest that you stand by the decision which has been justly given and wrongly challenged by every honourable member opposite. It was a just one and a proper move: one and the Opposition can now debate this in Committee.",83
20,Mr SINCLAIR,Unknown,"Mr Deputy Speaker, I move dissent from your ruling.",83
21,Mr DEPUTY SPEAKER,Unknown,What is my ruling?,83
22,Mr SINCLAIR,Unknown,You r ruling is that the second reading speech is concluded and that we should go into Committee. You have already ruled,83
23,Mr DEPUTY SPEAKER,Unknown,"My ruling is that the question that the Bill be now read a second time has been carried by the House. The question we are now discussing is whether or not leave is granted to proceed to the third reading forthwith. I have asked whether leave of is granted but you have not replied. If your is in the affirmative we will proceed to was the third reading forthwith and the debate will then continue. AH the honourable members you are worried about will get their misopportunity to speak. Alternatively, we can go into Committee and they will still have the opportunity to speak.",83
24,Mr SINCLAIR,Unknown,"I submit that you have just given your ruling, Mr Deputy Speaker, and from that we dissent.",83
