speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"®ousr of Krjjrcsnuatibrs. my Wednesday, SO May, 191k. Mr SPEAKER book the chair at 2.30 p.m., and read prayers. HOME RULE.",11
1,Mr MATHEWS,Unknown,"I ask the Prime on Minister if he will give me an opportunity tomorrow to move the motion standing my name for that day. It deals with the the question of Home Rule, and I desire that a vote may be taken upon it without discussion ?",11
2,Mr JOSEPH COOK,Unknown,Is the honourable member able to assure me that every member of his party desires that a vote shall be taken on the motion without cussion %,11
3,Mr MATHEWS,Unknown,I have not consulted my party.,11
4,Mr JOSEPH COOK,Unknown,"I suggest that rhe honourable member should consult his party, and give me an assurance on the matter. ENFRANCHISEMENT OF WOMEN.",11
5,Mr HIGGS,Unknown,"I ask the Prime Minister if he has-received from the Women's Political Association of Victoria a copy of the following resolution, and if he proposes to give the House an opportunity to place it on its records:Tbat this meeting .of citizens urges the Prime Minister to introduce in the Commonwealth Parliament a resolution to be cabled to Mr Asquith, on the eve of the Women's Deputation to the King, testifying that the enfranchisement of Australian women, on equal terms with men, is warmly supported by all parties after twelve years' experience.",11
6,Mr JOSEPH OOOK,Unknown,"I have received a communication on the subject, and have instructed that a reply'be sent to .the effect that the Government does not see its way to comply with the request. DEFENCE EXPENDITURE . Mr KING O'MALLEY - I wish to ask the Prime Minister a question without notice, and, to lead up to it, I shall read a telegram which was published in the Melbourne Argus of the 18th inst.",11
7,Mr SPEAKER,Unknown,"The honourable member would not be in order in doing that. Mr KI NG O'MALLEY - The substance of the statement on which I base question is that in Mexico recently an uirship, hanging over a warship, was able almost to smash her decks, and drove her out to sea. In view of the fact that this warship had to put to sea to save herself from the attacks of a hawk-of a little bit of an airship- I ask the Prime Minister will he see that no more money is spent vessels of war, or other craft, or engines of destruction, or economic waste; in until a Royal Commission has gone into whole expenditure of the Defence Department?",11
8,Mr JOSEPH COOK,Unknown,I shall consider the matter. PUBLIC WORKS SCHEDULE.,11
9,Mr FLNLAYS ON,Unknown,"I ask the Assistdisant Minister of Home Affairs when' we may expect the bi-monthly schedule of his Department, which is now overdue?",11
10,Mr KELLY,Unknown,"Ver y shortly. PAPERS. The following papers were presentedAudit Act-Trimsfer s of Amounts approved by the Governor General in Council-Financia l year 1913-14 (dated 8th May, 1914). Defence Act-^Militar y Forces-Financia l and Allowance Regulations Amended (Provisional)Statutory Rnles 1914, No. 39. Military Forces of the Commonwealth nf Australia-Repor t on an Inspection of, by Oeneral Sir Ian Hamilton, G.C.B., D.S.O.,"" General Officer Coramanding-in-Chief, Mediterranean, and Inspeotor-General of the Oversea Forces, 1914. Privy Council's JudgmentsAttorney-General of the Commonwealth v. The Adelaide Steamship Company and others (Coal Vend Case). Attorney-General of the Commonwealth' and others v. the Colonial Sugar Refining Company Limited and others (Sugar Case). NA RAILWAY. A LLEG ED DISMISSAL OF WORKMEN PREFERENCE TO UNIONISTS .  in the rumour published in the Adelaide newspapers that 200 men who were engaged at the Port Augusta end of the east to west railway have been discharged by the Government? - - Mr KELLY - Not so - far as I am aware.",11
11,Mr JH CATTS,K ALGOORLIE TO PORT AUGUSTA,"Will the Minister in charge of the Home Affairs Department lay on the table a copy of the agreement entered into by him, on behalf of his Department, with a brancli of the Australian Workers Union, which, as reported in the Adelaide daily newspapers on the 24th A p r i l last, provides for preference tb unionists in the case of those employed on part of the east to west railway?",12
12,Mr KELLY,K ALGOORLIE TO PORT AUGUSTA,"The r e is no justification for the assumption that the agreement provides for anything in the nature of preference to unionists. It is ment with a certain union that its members will work at certain rates of pay as far as Tarcoola, but its scope is limited to the members of the union ; it cannot bind any other persons who are not parties to it . The statement that the agreement provides for preference, or anything in the nature of preference, to unionists is without foundation.",12
13,Mr JH CATTS,K ALGOORLIE TO PORT AUGUSTA,"Will the Minister lay a copy of the agreement on the table, so that honourable members may be able to see for themselves whether preference has been given?",12
