speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Wednesday, 24 September 1997",13
1,Mr SPEAKER,Unknown,"Hon. R. G. Halverson OBE) took the chair at 9.30 a.m., and read prilyers. NA NA First Reading Bill presented by Mr Anderson, and read a first time. Second Reading",13
2,Mr ANDERSON,DEVELOPMENT FUNDING LEVY,"Gwydir-Minister for Primary Industries and Energy) (9.31 a.m.)I move: That the bill be now read a second time. The purpose of this bill and the Ballast Water Research and Development Funding Levy Collection Bill 1997 is to enable a research and development levy to be collected from certain ships arriving in Australian ports. The Ballast Water Research and Development Funding Levy Bill 1997 will introduce a levy on certain ships to provide funding for the strategic ballast water research and development program. This is to fund research and development aimed at minimising the risk, and in the longer term possible prevention, of the introduction of unwanted marine pests and disease pathogens transported in ballast water and on ships' hulls. The Ballast Water Research and Development Funding Levy Collection Bill 1997 will provide the framework for collection of the levy. For the last 10 years Australia has led the world in developing ballast water management strategies aimed at minimising the risk to Australia's marine environment, ies and aquaculture industries, and on human health, posed by unmanaged ballast water discharge in Australian waters. In 1990, Australia was the first country in the world introduce national voluntary controls to apply . to the discharge of shipping ballast water and sediment from overseas vessels entering Australian territory. This initiative was subsequently adopted by the International Maritime Organisation when, in 1991, it incorporated the principles of the Australian arrangements for international application. Australia has also been at the forefront of the development within the International Maritime Organisation of a new annex to the Marpol convention-the International ConBILL 1997 vention for the Prevention of Pollution from Ships-specifically for ballast water. It is hoped this annex will be internationally agreed by the end of this decade. Australia as an island nation and a major exporter of minerals and agricultural products is heavily dependent on shipping. Some 98 per cent of all cargo moved into and out of Australia is by ships. As such, we are also a major importer of ballast water from other countries. Each year, approximately 120 million tonnes of ballast water is discharged from over 6,000 vessels arriving at Australia's 40 ports. While ballast water has been used by shipping for around 100 years, it is only recently that the extent of the problem has become known. As shipping traffic increases, as ships become faster, and as many of the ports with which Australia trades become more polluted, then the threat to Australian waterways has increased enormously. It has already been established that at least 15 unwanted aquatic species and organisms, including fish, molluscs, worms and a toxic algae, have been transferred to Australia and established here. The most likely source of transfer is ballast water. A number of these species and organisms have the potential to cause serious diseases which are harmful to humans, animals, plants and seafood production and the marine environment. These unwanted marine pests and disease pathogens are carried in ballast water and can establish in our harbours and waterways after the our fisher- ballast water is discharged. Ballast water management is recognised internationally as an important global issue, to and Australian scientists were among the first to recognise the risks posed by ballast water. It is for these reasons that, in 1995, Australia developed its ballast water management strategy. The strategic ballast water research and development program, which is a key component of the strategy, was subsequently developed by the Australian Ballast Water Management Advisory Council. The recent review of Australia's quarantine arrangements by Professor Malcolm Nairne recognised that this was not only an important issue but one that is an international issue of environmental and quarantine concern. He recommended that Australia maintain an international leadership role in relation to ballast water management. The government fully agrees with this recommendation, and through the coasts and clean seas initiative recently announced by the Prime Minister, has demonstrated its commitment by allocating $1 million for the strategic ballast water research program for 1997-98. In so far as ballast water is concerned, the coast and clean seas initiative also provides for: the reduction, management and local eradication of introduced marine pests; a rapid response capability to manage and eradicate marine pest outbreaks before they become established in new locations; and the implementation of management arrangements and guidelines to prevent the spread of pests transferred by coastal shipping. While a modest research and development program has been in place for some years, it has been funded largely on an ad hoc basis, primarily by the government but also with some industry assistance. In 1997-98, as noted above, it will be almost fully funded through the coasts and clean seas initiative. Funding is required, therefore, beyond 1997-98. The Australian Ballast Water Management Advisory Council, which includes shipping and bulk exporting representatives, has had this matter under consideration for some time. The council supports the introduction of a levy on shipping to fund the strategic ballast water research and development program. This agreement by industry to the implementation of a levy on shipping for two years to fund the research and development of effective ballast water management is an indication of their commitment to resolving the risks posed to Australia from ships' ballast water and hulls. This industry is to be complimented on their cooperation and support in establishing this funding mechanism in the endeavour to develop technically and environmentally acceptable solutions. Current major research projects include the development of a decision support system, an information and communications system to monitor and support decision making concerning the risk of individual vessels and required ballast management arrangements; port baseline surveys, to ascertain existing port conditions; and heat treatment of ballast water, as a possible means of killing unwanted marine pests and pathogens. Future projects will include further evaluation of techniques for the detection of cholera in ballast water, identification of high risk vessels and routes, and the implementation of protocols for ballast water sampling and testing. Collection of the levy is to commence on 1 July 1998 and will operate for a period of two years, ceasing once the agreed amount has been collected. The amount to be collected is $2 million, with a 10 per cent variation to allow for fluctuations in collection, and interest accrued on the fund account will be added to the fund. The amount of the levy is $210 for bulk carriers and $140 for all other ships, including tankers, with a length of 50 metres or longer. This legislation has the full support of not only those directly affected by the ballast water issue, but those who will pay the levy in the shipping industry. They have not only agreed to the levy but have been a party to all aspects of the proposed administration of the levy, including the purposes to which it is to be allocated-that is, to enable the conduct of research and development aimed at minimising the risk, and in the longer term possible prevention of the introduction of unwanted marine pests and disease pathogens found in ballast water and on ships' hulls. I commend the bill to the honourable members and present the explanatory memorandum. Debate (on motion by Mr Martin Fergu- . son) adjourned. NA NA COLLECTION BILL 1997 First Reading Bill presented by Mr Anderson, and read a first time. Second Reading",13
3,Mr ANDERSON,DEVELOPMENT FUNDING LEVY,"I move: That the bill be now read a second time. This is the second of two bills that will enable a research and development levy to be introduced on certain ships arriving in Australian ports. The Ballast Water Research and Development Funding Levy Collection Bill 1997 provides the mechanism for the collection of the levy. It provides information and explanations of liability for the levy. The ship's owner, master, agent or consignee are liable to pay the levy on behalf of a ship, and this levy is payable on the first day of each quarter on behalf of ships arriving at Australian ports. These categories include both coastal and international shipping. This bill also provides emergency categories for situations when a ship is exempted from paying the levy. The levy must be paid to an authorised person as defined in this bill, and is to be paid into the Strategic Ballast Water Research and Development Fund. This fund is to provide the resources for research and development of solutions to the risk posed by exotic marine organisms found in ballast water and on ships' hulls. I commend the bill to honourable members and present the explanatory memorandum. Debate (on motion by Mr Martin Ferguson) adjourned. NA IMPLEMENTATION BILL 1997 First Reading Bill presented by Mr Williams, and read a first time. Second Reading",15
4,Mr WILLIAMS,NA TIONAL FIREARMS PROGRAM,"I move: That the bill be now read a second time. The Australian firearms buyback, which has been a central part of the implementation of the nationwide agreement on firearms regulation, comes to a close in a few days on 30 September 1997. To date, about 570,000 firearms have been surrendered in the various states and territories. The National Firearms Program Implementation Act 1996, which appropriated the funds required to reimburse the states and territories for the compensation paid fOJ"" surrendered firearms, followed the letter of that nationwide agreement. It applied, however, only to those firearms which were expressly prohibited by that agreement. There have in addition, of course, been historically prohibited weapons, including submachine guns, heavy machine-guns and other similar weapons in the community. It was certainly the intention of the Australasian Police Ministers Council that these weapons should also be surrendered for fair and proper compensation. To ensure that this compensation can be properly reimbursed, it is necessary to provide authority for the Attorney-General to certify that the surrender of particular firearms or other weapons is consistent with the spirit of the national program and to allow the Attorney-General to authorise payments for the purpose of providing compensation to firearm owners and dealers. The bill is of major importance in the implementation of the national firearms program. It is, therefore, extremely important that the bill be passed as quickly as possible. The national firearms program has had bipartisan support throughout, and I ask that that support continue. I commend the bill to the House and I present the explanatory memorandum to the bill. Debate (on motion by Mr Martin Ferguson) adjourned. NA AMENDMENT BILL (No.5) 1997 Second Reading Debate resumed from 3 September, on motion by Mr Ruddock: That the bill be now read a second time.",15
5,Mr MARTIN FERGUSON,MIGRATION LEGISLATION,"In speaking on behalf of the opposition, I would indicate that it is our intention to oppose this migration bill. From our point of view, we believe that the House of Representatives has before it today a bill which, if passed, will bring dishonour to this nation. It is a bill which undermines cherished legal principles based on the right of appeal to the courts of this nation. It is a bill which undermines the important principle of checks and balances in our society. It is a bill which will inevitably set the stage for another showdown between the government and the High Court. I know that is not an issue in the minds of some members of the government not only with respect to this bill but also with respect to legal proceedings generally in Australia at the moment. If anything, more and more there is a tendency on the other side of the House to hold the independence of our judicial system in Australia, including the High Court, in contempt. More importantly, I do not believe that the Minister for Immigration and Multicultural Affairs (Mr Ruddock), in his heart of hearts, wants to go down in our legislative history as the person who pushed this most dishonourable law through this parliament. I suggest that in his heart he knows better. But neither the minister nor the Attorney-General (Mr Williams) seems to have the political muscle to convince cabinet colleagues that there is something inherently wrong in this bill. The principal aim, indeed the only aim, of this bill is to restrict access to both the Federal Court and the High Court.. This is done by the mechanism of introducing so-called privative clause decisions relating to visas of all classes. In effect, under this bill there be no review of decisions of the Refugee Review Tribunal or the new Migration Review Tribunal. In my view, even the very best administrative tribunals need the oversight of the courts. Tribunal members are not always lawyersnor should administrative review tribunals be made up solely of lawyers. It reminds me of myoid days in the industrial arena: we sought to go out of our way to ensure. that the legalistic approach to dealing with people was taken out of the conflict situation. Non-lawyers can and do bring important and valuable insights and knowledge to the work of administrative tribunals. They tend to be better than lawyers in dealing with people and personal situations. If we accept that it is not a condition of membership of a tribunal that you have legal training, let alone that you have a great legal brain, then we should not be contemplating removing the right of appeal and the right of scrutiny by the courts. Whether the tribunal decision is straightforward or complex or even whether the tribunal is good or bad, we should maintain the principle that all tribunals must be subject to the review of the courts. To my way of thinking, that is a fundamental principle. Review of .legal procedures has historically been the approach of this great nation. In any event, the Refugee Review Tribunal, as it is at the moment, is a case study in why a watchful court is needed to ensure they do not overstep their jurisdiction. As an example of the apparent inability of the tribunal--or at least its principal member-to understand its own legislation, I cite a recent report in the Australian newspaper of Friday, 22 August of this year. The principal member of the Refugee Review Tribunal requested the minister to sign off on appointments of acting senior members which he did not have the jurisdiction to make. If the principal member, a so called expert on these issues, was not aware of the legislative limits on his power and the minister's power in this regard, it is clear that he and his tribunal need a watchful court to ensure that they do not overstep their jurisdiction. On the other hand, if the principal will member knew he did not have the jurisdiction to act as he did with regard to the appointments and still made the request to you, then it is even more important and clear that he needs the oversight of a watchful court. I would also suggest to the House that there is a fear amongst those interested in civil liberties that the privative clauses in this bill are a trial run. I do not think the importance of that view can be underestimated by the House. If the government is successful here, the worry is-and it is a widespread worry not just among civil libertarians but also amongst lawyers irrespective of their political persuasion-that similar provisions may be introduced in another area of administrative review. I also suggest to the minister that all tributions nals need courts to watch over them. For example, the Superannuation Complaints Tribunal recently purported to make a new appointment, which took to three the number of community representatives. Unfortunately, the legislation only allows for two such members. Again, this is an example of a tribunal head who does not understand the limits of his power as set out in his legislation. The minister is basing the need to remove the right to appeal to the Federal Court on a perception that all those who are unsuccessful at the tribunal stage are in some sense rorting the system. We have heard a lot about rorting the system in recent days, be it waterside workers or, perhaps a bit closer to home, ministers of the Crown. It is about time we came clean on some of these issues. The intent of the legislation, in the minister's mind, is that by these changes we would not be allowing such people to keep rorting the system. The minister knows that this is simply not the case for asylum seekers. An applicant can be unsuccessful because the tribunal does not correctly apply the relevant law. The law to be applied to refugee matters can be very complex and requires an understanding of international conventions and Australia's obligations under those conventions, as well as of Australian law. I will refer to one appeal, the Yesus case of 1996. The judge, Justice Madgwick, said that this particular applicant faced the possibility of being arrested and detained for some significant period of time should he return to Ethiopia. The judge ruled that this amounted to persecution. Therefore, the tribunal member had misapplied the basic test for deciding whether a person was a refugee or not. It is the minister's intention that, under the new privative clauses, this could not have been looked at by any court. If this bill becomes law, there is a real possibility that Mr Yesus would have been deported and possibly 'disappeared' on his return to his home country. I do not think that is an issue that should be dismissed lightly. This would clearly be a breach of our obligaunder the refugees convention and a blot on Australia's claim to be a humanitarian nation. I do not think the minister, in his heart of hearts, wants to be associated with such an approach to the handling of these sensitive and important issues. These issues not only are important domestically; they go to international standing. As the minister and I know, Australia has had good standing internationally-irrespective of who has been in government-for many years with respect to these issues. My only concern now is that others in the cabinet have other views on these matters. The truth of the matter is that the minister may have been rolled with respect to what he regards as fair play on these issues. The intended end result of the, privative clauses will be that only in very exceptional circumstances will a tribunal decision be reviewed. Unfortunately, those very exceptional circumstances will not be related to the seriousness of the possible error as regards the applicant for asylum. If there is a major flaw in a Refugee Review Tribunal decision, such as a misunderstanding of persecution as in the case I have cited, that would not be reviewable. But, under the examples given by the minister in his second reading speech, a decision could be challenged, even on a minor technicality, if it is found that the person making the decision had not been validly appointed-for example, if the principal member of the Refugee Review Tribunal had not validly appointed the senior members. I understand the minister's frustration about the number of asylum seeker applications. It is understood on both sides of the House. However, on this issue it may be useful if the minister asked his department to check, and I would hope he would report to the parliament whether it is not the case that from the same countries where his government has now relaxed visa requirements we have now seen the greatest increase in onshore refugee applicants in the last 12 months. Minister, if your government had a well run visa system it would screen out some of the shonky applicants well before they arrived in Australia. In his argument for these privative clauses, the minister has relied on the fact that a substantial minority of applicants withdraw their applications to the court prior to the hearing. Without more information this parliament cannot say this is real evidence that these people were not genuine applicants. Minister, some of these people may have withdrawn because they could not afford to continue the action. There could also be other legitimate reasons that applicants have chosen to withdraw. What the opposition finds distasteful is that the government's aim in the privative clause is to exclude almost entirely the High Court as well. However, the coalition will probably fail in this objective. The jurisdiction of the High Court cannot be totally excluded and, to a large degree, how much it can be excluded will depend on the High Court itself. As the minister would know, the courts have viewed privative or ouster clauses with distaste, fearing that the right of the judiciary to insist that legislation is correctly interpreted and validly applied will disappear if they, the courts, are not vigilant. Privative clauses of the type in this bill invariably lead to complex and expensive cases to interpret what exactly is included in the restrictions. The minister knows this because he made reference to it in his second reading speech. The minister should desist from the attempt to oust the jurisdiction of the High Court and avoid the very real risk that applicants who truly fear persecution would be denied a chance to put their case to the courts. If this bill is enacted lawyers will have a field day before the High Court. They will argue that privative clauses may, for example, take away the court's constitutional powers, provide the tribunals with broader powers than they legitimately should have, breach our international obligations and, finally, breach natural justice. Let us go through some of the basics of each of these legal arguments. Firstly, let us go to the question of the court's constitutional powers being taken away. The High Court could read the privative clauses in the bill in the literal meaning of the words. For example, section 474(l)(c) states: A privative clause decision is not subject to prohibition, mandamus, injunction, declaration or certiorari in any court on any account. The courts could say that such a paragraph is a direct attempt to take away powers given the High Court by the constitution, which states at section 75 that the High Court has original jurisdiction in all matters in which a writ of mandamus or prohibition is sought against an officer of the Commonwealth. There are several High Court decisions which have interpreted these clauses in this way and have therefore said that they were invalid or had only limited operation. Secondly I go to the issue of providing tribunals with broader powers than they legitimately should have. The privative clause can be read as giving the tribunals broader powers than they would otherwise have rather than as a direct attack on the jurisdiction and powers of the court. The minister, in his second reading speech, indicated that in his view the success of this bill depends on the High Court taking this second view, the so called Hickman view of the privative clause. However, even the Hickman principle of expanding the jurisdiction of the previous will decision maker will not necessarily lead to a valid decision, even when there is no constitutional invalidity. Justice Brennan, as he was then, indicated this in the Richard Walter case. If there is an inconsistency between the privative clauses and those parts of the legislation which limit the power of the decision maker, the provisions must be read together in an attempt to give effect to each. Perhaps more importantly, in the Richard Walter case, Justice Brennan indicated that the privative clause was valid in part because the taxpayer had a right to challenge the assessment in a judicial as well as an administrative tribunal. Thirdly I go to the question of the potential breach of international obligations. I would draw the minister's and the House's attention to another principle of statutory interpretation, which is that the courts should favour that interpretation of Australia's law which accords with Australia's obligation under a treaty or convention to which Australia is a party. A privative clause in its present form may be read down by the High Court in conformity with the Hickman principles and others so as to not place Australia in breach of its international obligations. The minister appears to contemplate that Australia may be in breach of its international obligations and that he may be asking the High Court to accept and condone this. Fourthly I go to the issue of breach of natural justice. From the statements of High Court judges Deane, Gaudron, MCHugh and Dawson in the 1991 O'Toole case on privative clauses it is not at all certain that the High Court would accept them because they condone a breach of natural justice. Recently your colleague Senator Vanstone, the Minister for Employment, Education, Training and Youth Affairs, who is one of the real stars of the coalition government-I wonder if she gets the same going over in the coalition caucus that the Minister for Family Services (Mrs Moylan) received yesterday-acting in your position it seemed got herself into some legal hot water with the High Court on this very issue, with a breach of natural justice involving American radical Mr Ervin. When this issue came before the Chief Justice of the High Court, Justice Brennan, he said: It is a matter of the gravest constitutional ance to think that the proposition would be advanced on behalf of the minister that this court does not have the jurisdiction to control unlawful acts committed by the minister. I suggest on the basis of these comments it is not at all certain that these privative clauses would be accepted by the High Court. Minister, I go back to where I started. The opposition has not lightly considered our position today. We understand some of the concerns with respect to the issue of refugees, but for us this is an issue of principle and one on which we will not take a backward step. I question whether the objective of stopping a cherished legal principle, the right of appeal to a court of this nation, is an honourable decision. I question whether the objective of allowing tribunals to act in breach of the requirements of natural justice is an honourable decision. Minister, the opposition will not agree to this bill as it stands. We will oppose it; we will not seek to amend it. I also suggest that the government is heading for another expensive brawl with the High Court. That is for the government to decide. If that is where we end up then we will not be making any progress with respect to the handling of these difficult issues.",16
6,Mr BROUGH,MIGRATION LEGISLATION,"In rising to speak on the Migration Legislation Amendment Bill (No.5) 1997, I must say I am very pleased but disappointed-mixed emotions, you might say-at the closing comments by the member for Batman (Mr Martin Ferguson), who said that the opposition will be opposing this legislation. It really does draw yet another line in the sand on where the Labor Party stands, with their failed legislation. They are not willing to own up to and admit mistakes, which we all make, and move forward with the process; they want to remain in a system which has proven to be against the best interests of Australians. I just want to make it very clear why this amendment bill has in fact been moved forward. It really stems from a commitment by the government before the last election to address what is seen by the overwhelming number of Australians as an appalling situaimporttion, where people either illegally arrived or illegally remaining in Australia are able to prolong for inordinate periods of time their stay in this country, tying up enormous amounts of resources for no real outcome. This is simply because the system which we currently have has failed. If you really want a stark situation to be outlined, I have been informed that there is one gentleman who arrived in Australia in 1986 on a one-month visa who is still here today and who has been abusing the process, the courts and the associated situations which are available to him under the current legislation to ensure that he can remain in Australia illegally. I am sure that all members' offices would be aware that we have numerous cases of people wishing to migrate to this country who genuinely have a reason to do so and want to use the correct process, and they are frustrated cases. because Australia has a very small migration program at this stage in our history. They get extremely frustrated when they see people abusing the system-a system set up by the previous government which it will not admit the failings of. This ensures that these people are using resources which could be better used throughout Australia. Let us look at some statistics. In 1994-95, there were 398 cases in the courts; in 1995courts. 96, there were 630; and in 1996-97not remembering it is under the previous government's legislation-it is over 640. In Australia. 1995-96, approximately 65 per cent of the Federal Court's entire administrative case load was on migration matters. The 1995-96 budget shows that litigation cost taxpayers $7.4 million; and that does not include the cost of legal aid or running the courts. Currently there are 590 active cases before the courts, and from experience about 40 cent of those will actually withdraw, so they really do not have a case. In 90 per cent of the remaining 60 per cent of cases the governbeing ment will be successful in fighting their 1992. applications. That means that out of 590 cases we will end up with some 23 successful more applicants, at an enormous cost in time, money and resources to the Australian taxpayer. From 1993-94 to 1995-96 the average number of days from the date of application for judicial review to the handing down of decision trebled, for Refugee Review Tribunal decisions, from 107 days to Immigration Review Tribunal decisions Allegedly, doubled from 259 to 488. All of these are very good reasons why this legislation must be amended to make way for legislation which will meet the Australians. The estimated cost of keeping a person at an immigration detention facility in 1996-97 is $137 a day. As at June 1997, there were 643 in detention facilities, with the detainee days being 84,741, at an estimated cost to you, the Australian taxpayer, of million. That is why we should only allow people who have come to this country in many cases illegally or have overstayed their visas to have access to the courts in extraordinary",19
7,Dr THEOPHANOUS,MIGRATION LEGISLATION,What? Does a refugee come here illegally?,20
8,Mr BROUGH,MIGRATION LEGISLATION,"Don't get excited, Andrew. When a refugee comes to Australia, I believe that their case should be handled fairly and quickly, and there really should be an emphasis on the speed. We do not want to see people tying up resources, whether it be in detention centres or whether it be in the What good does it do them? They are getting on with their lives. It is no good for them and it is no good for the rest of This came to a head last year when it was revealed that boat people who had been detained for some 700 days were in fact granted Australian taxpayers' money for having been detained here in excess of the allowable time. I quote from the Age of 5 November 1996. I am sure most of the people per in the gallery will recall this. It read: The 56 asylum seekers were held in Immigration Department detention centres for 700 days, after found on the Mitchell Plateau in January Earlier this year the Federal Court ruled that under Australian law they could not be held for than 273 days. Thirty-eight of the group then sued the Government. I think that is the thing that most Australians find disturbing and appalling, that they come to Australia illegally and then they sue us. I a, just could not see that happening overseas, but under the law that still stands to this day 354 days. The they could do that. they were deprived of their liberty and suffered mental and bodily pain and anguish. They settled for an undisclosed amount. That is proof positive that it is essential, we needs of address this situation. To put this into context, once again drawing a line in the sand between the current legislation-which is supported by the member for total Batman and his colleagues-and that of the response by the Minister for Immigration and $10 Multicultural Affairs (Mr Ruddock) in this amendment bill, the analogy I would like to draw is that of industrial relations and the unfair dismissal laws. There has been an enormous amount written and spoken about unfair dismissal laws. Under the old law, if someone was found thieving from their employer, in some cases they would go before the court-which is what it was: a legal court-and it would be found that the employer did not cross every t and dot every i. He was morally correct and correct in every form other than the fact that he had missed some small administrative detail. As a result of missing some small administrative detail, in some cases employers were forced to reinstate employees or pay them some form of compensation! Could anything be more hypocritical than that: saying that that system-where someone steals from you and then you have to pay them for the privilege-is good? That situation is very similar to this one, in that a person whose case, on whatever basisoverstaying a visa or not being of refugee status-has been found to be failing, has been able, through a court of appeal, to find that there has been some administrative glitch. There was nothing fundamentally wrong with the decision, but not every t had been crossed and every i dotted. As a result of that, we find Australians having to put up with detention costs, court costs and a sense of frustration that the Australian concept of a fair go is not being attained. For those members opposite, I want to make it very clear that I am not one of the people who believe that you put a shell under the waterline or tum the boats around when people try to land in Australia. As I have stated in many public meetings in my electorate-where those views are held by somethese people should be allowed to land and to prove their case in a short period of time. When you look at some of the events in our region of late-where leadership challenges have caused people great consternation and perhaps lives have been put at risk-I would hate to think that we, as a compassionate nation, would tum those people away and send them back to either death or detention. At the same time, the figures prove quite conclusively that those people are a very small minority. I do not have the exact figures, but everyone will recall the crew of approximately 160 'designer boat people' - as I think they were called-who arrived only a few months ago in a steel hulled boat. Under the previous law, you could have expected nearly 160 of those people still to be here today. The minister may correct me, but I believe there are only four of them remaining in Australia today. That is not widely reported in the press. It means that 156 had no legal right, no humanitarian right and no right as refugees-no refugee status-to be in this country, and they quite rightly were returned whence they came. The other four are still being investigated to see whether or not they can justify being here. Mr Ruddock-No they aren't.",20
9,Mr BROUGH,MIGRATION LEGISLATION,"My apologies. Mr Ruddock-We want to charge them: There are further investigations taking place, with a view to charging them for people smuggling.",21
