speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"House of Representatives* Thursday, SI November, 1948.",13
1,Mr SPKAKSB,Unknown,"Eon. J. S. Bosevear) took the chair at 10.30 a.m., and read prayers. MR. A. M . BLAIN SWORN. ADAIR MACALISTEK BLAIN made and subscribed the oath of allegiance asmember for the Northern Territory. COMMONWEALTH DISPOSALSCOMMISSION. MOTOR VEHICLES.",13
2,Mr HARRISON,Unknown,"I hold in my hand a photograph published in the Brisbane Telegraph of the 12th November, which shows a number of motor trucks and cars arriving in Brisbane aboard the vessel Eastern. The letterpress states that a number of these vehicles were bought by a Melbourne dealer at an islands disposals sale for £1 18s. each. Is the Minister representing the Minister for Supply and Shipping aware that army vehicles were sold to dealers by the Commonwealth Disposals Commission in the islands at £1 18s. each ? If so, can he explain why vehicles which must have cost the Australian taxpayers thousands of pounds were sold for a mere pittance? Will he also state what margin of profit above the freight and repair charges the dealers who have purchased such vehicles will he allowed to make?",13
3,Mr DEDMAN,Unknown,"I shall ask the Minister for Siipply and Shipping to prepare for me a statement giving the information which the honourable member desires. When I have received it, I shall place it before honourable members. ARMED FORCES, AUSTRALIANS IN JAPAN.",13
4,Mr HAYLEN,Unknown,"A paragraph concerning the Australian force in Japan, published in the press this morning, headed "" Australians accused of worse behaviour"", and under a London dateline, readsBritish troops are the best behaved and Australians are the worse behaved in the Tokyo area, according to a high Japanese police official who is quoted by the correspondent - of the Daily Mail. The official alleged that crime statistics in Tokyo jumped in May and September when two Australian units were on guard duty in the city. Will the Prime Minister inquire from the General Officer Commanding, Australian Force in, Japan, as to the truth of this allegation, and ascertain who was the high Japanese official who made i the appears to me to he a war criminalalso, whether the reporter checked the information before giving world release to such a h u r t f u l statement, which is calculated to cause a r if t in the good relations of Empire forces in Japan? If the accusation against Australian soldiers in, Japan is as untrue as that made against our Victory Contingent in Gibraltar",13
5,Mr SPEAKER,Unknown,Order ! The honourable gentleman may not debate the matter.,14
6,Mr HAYLEN,Unknown,Will the Prime M i ister make a protest to the British Prime Minister against this continualand irritating belittling of Australian servicemen by a section of the British Press?,14
7,Mr CHIFLEY,Unknown,"My attention has been drawn to a news item somewhat similar to that quoted honourable member. I have no knowledge of the existence of such a state of affairs, and have had no reports to that effect. I shall inquire into the matter. I shall assume, in the first place, that the best authority to consult as to the behaviour of the Australian troops in the British Commonwealth sector is the commanding officer, Lieutenant-General Robertson. I shall make all possible inquiries, and let the honourable member know the facts. SECOND SECURITYLOAN . NATIONALQUIZ COMPETITION .",14
8,Mr FADDEN,Unknown,"In view of the fact that the Government has expended a considerable sum of money on campaigns designed to attract cash to Commonwealth loans, will the Treasurer in for m the House why the winners of the National Quiz Competition held in connection with the Second Security Loan received cash instead of bonds? ' Mr Chifley - I must confess that I have not given a great deal of thought to the matter from the aspect mentioned by the right honourable gentleman. I understand that the cost of raising the present loan in proportion to its amount will be much less than that of previous loans. The fact that a conservative newspaper like the Sydney Bulletin, which is a great supporter of the honourable member for Barker, said it regarded the quiz contest conducted by the Commonwealth loans organization as an excellent idea, is evidence that the competition was generally appreciated. I shall inquire why cash was issued as prizes instead of bonds, and shall advise the honourable member of the result. SALE STAX . TURPENTIN E.",14
9,Mr GULLETT,Unknown,"It has been held by the taxation authorities in Melbourne that turpentine, in respect of which a n - reduction of sales tax has been announced, includes only mineral turpentine, such as that marketed by the (major oil companies, but does not include a substitute which fills the same purpose and is produced in Australia. Will the Prime Minister give consideration to the in clusion of the locally-made substitute in by the the list of goods on which the sales tax is to be reduced ?",14
