speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"House of Representatives - by Friday, 31 August, 1946.",15
1,Mr SPEAKER,Unknown,"Eon. J. S. Rosevear,) took the chair at 10.30 a.m., and read, prayers. SPECIAL ADJOURNMENT. Motion, (by Mr CHIMNEY) agreed That the House, at its rising, adjourn Wednesday next; at 3 p.m. - council. ADVISORY WAR COUNCIL.",15
2,Mr CHIFLEY,Unknown," li y leave I inform the House that the Australian Advisory War Council has ceased! .'torendered exist. The council was established in October, 1940, when the right honourable member for Kooyong (Mr Menzies) was Prime Minister and the late John Curtin appointed. was Leader of the Opposition. After a meeting of the council last night, the non-Government members intimated that they considered' that the purposes for which it had been established had now been, achieved. I desire to place on record the Governof ment's appreciation of the services of non-Government members of the couneil, first to the CurtinAdministration, latterly,, to my Administration. They have always given of their best, and have-' contributed greatly to the conduct Australianwar. effort. I add my personal thanks for the courtesy and considerarights, tion which members of. thecouncil extended to me, both as Acting Prime Minister and as Prime Minister. During that period,, our deliberations, have always been of the most friendly and helpful character. Many quite importto ant matters of. policy, although not important as had to be considered in critical days of the war,, but generally relating to the war, have been dealt under my chairmanship,, and I am will deeply appreciative of the assistance I have received, from the other. memberB of, the council.",15
3,Mr FADDEN,Unknown,"Darling Downsment. Leader of the AustralianCountry party). leave-On behalf of the nongovernment members of the Advisory War Council, I express appreciation! of the sentiments voiced by the Prime Minister (Mr Ghifley). The - non-Government members consider that theAdvisory War Council, being as its title denotes, a wartime institution, and the war having terminated, its purposes have been completed and it should eease to function. We, too, desire to place on record, our appreciation of the frankness, tolerance, understanding to- - and friendliness which have always: to characterized the deliberations of the Having been both the leader and a member of the council, I shall always be grateful for that collaboration. I am sure that those sentiments are shared by thu other members of the council who sit on this side of the House. I think it can be said that the council a useful service in the interests of Australia during the distressing times through which we have passed. It has 1 accomplished the task for which it was PETROL AND OIL.",15
4,Mr WILSON,Unknown,"In view of Australia's dependence on outside sources for its vital supplies of fuel oil, and having regard to the great efforts and sacrifices tbeAustralian fighting f orces in re; the conquering considerable areas of enemy^ held territory where abundant supplies and, of oil. exist, will, the Government direct its delegates to the peace settlement talks to seek, in the name of the of the Commonwealth Government - and the people of Australia, appropriate oil as has already been done by cerhave tain other belligerents?",15
5,Mr CHIFLEY,Unknown,"The honourable member can rest assured that the government representatives will do all they canensure that the best interests of this socountry shall be protected. We do not the want any nation to secure undueadvantages as the result of the peace settlement, with but we hope that the arrangements made be such that Australia's essential oil that requirements shall be met. The matter of oil rights will, I assume, have to be discussed with individual countries, apart altogether from the final peace settleAs 'has been mentioned By the Minister for Defence, representing the Minister for Supply and Shipping, the oil position,' particularly in respect of petrol and lubricating oil, is now being examined. A proportion of the oil used in Australia now comes from the dollar area,' and a larger proportion of it is obtained from the sterling area. I do not know what the final arrangements may be in rcspeot of oil that we may be able to obtain from the Netherlands East Indies. Although there is a line-up at present with the dollar area, there may be a re-arrangement in that regard. . The point which the honourable member has raised will have every consideration. TRADE WITHITALY .",15
6,Mr BOWDEN,Unknown,"Prio r to the war, a favoured-nation agreement was entered into between Australia and Italy, under which we were obliged to receive as immigrants a certain number of Italian nationals annually. Can the Prime Minister inform the House whether Italy's declaration of war on Britain automatically cancelled that agreement? If the agreement still operates, will the right honourable gentleman take steps to have it cancelled?",16
7,Mr CHIFLEY,Unknown,"I cannot state offinformation:hand the legal position with regard to the matter. Any such agreement would obviously need close re-examination. I shall arrange with the Attorney-Oeneral to have the matter re-examined, and an answer to the question will be supplied to the honourable member. ARMED FORCES. ISSUE OF BADGES-CALL-TI P OF YOUTHSCAMPAIGN STABS-DEMOBILIZATION .",16
8,Mr DALY,Unknown,"Will the Prime Minister consider the issue of a badge to all members of the Australian Forces who have served in Australia during the war, but who were not given an opportunity to serve outside the country? This would bring them into line with those servicemen who receive a badge after their return from overseas.",16
9,Mr CHIFLEY,Unknown,I shall have the matter examined.,16
