speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Wednesday. SS September, 195%.",11
1,Mr SIMOAKKK,Unknown,"Hon. Archie Cameron > took the chair' at' 2.30 pim:, and' read?' prayers. SOUTH-EAST. ASIA.",11
2,Dr EVATT,Unknown,"Is - it theintention of the Prime Minister to make a full statement o£ the proposals nnder Seato in so far as they affect. Anstralia! If so,, when does the right honourable gentlemanpropose to-make sucb a statement?'",11
3,Mr MENZIES,Unknown,"I shall table the terms of the treaty tomorrow morning, and during the current sitting,. I shall introduce a bill for an act. to ratify the treaty, I . shall then,, of course, make a f u ll statement and facilitate a full debatron the subject. AUSTRALIAN MILITARY FORCES",11
4,Mr MCCOLM,Unknown,"I direct a. question, to the Minister for the Army, but hi doing so I should like to explain that I do not intend in any way to reflect, upon-, the efficiency of national servicetraining. Can the Minister inform the House of the percentage of national servicetrainees who;- on applying to jointheAustralian Army, are rejected on medical grounds? Mr FRA2TOIS - I regret that, oSh&ud, it is uot possible for me to give the information for which the honourable; member has asked. I shall give attention to the matter which will involve obtaining information from the various States:. However, I assure him that the percentage of trainees who are rejected on medical grounds' is low.",11
5,Mr JR FRASER,Unknown,"I seek from tht Minister for the Army amplification of an answer that he gave to a question that I asked yesterday. I would say, by way of explanation, if I may do so, that during World War J.1. the Army maintained in Sydney a unit known as a special, remedial wing at which recruits who were found lo be suffering from minorphysical defects, such as varicose veins and. fiat feet, were able to receive treatment to enable them to be modioally classified by the Army as A l . I ask the Minister whether sueh a unit at present functions for the treatment either of national service trainees or of recruits to the Permanent Army and, if not, whether a unit of that kind will be established ?",11
6,Mr FRANCIS,Unknown,"I clearly explained yesterday, in reply to the honourable member's question, that such a unit is not at present part of the Army organization. We. are able to obtain all our requirements of national service trainees from call-ups by the Department of Labour and National Service, and the matter of young men keeping fit or becoming physically fit is a matter for themselves outside the Army. If young men are unfit and receiving invalid pensions, my colleague, the Minister for Social Services, has an organization which can adequately deal with them. At present I do not see any need to implement the suggestion made by the honourable member, but I shall give the matter further consideration. NA EQUIPMENT POOL.",12
7,Mr GEORGE LAWSON,COMMONWEALTH HANDLING,"Can the Vice-President of the Executive Council say whether the report is correct that he recently attended a conference of State managers of the Commonwealth Handling Equipment Pool as the representative of the Department of the Treasury? Is it a fact that he submitted to that conference a report dealing with the future activities of the pool? As this matter is of vital importance to the employees of the pool and also to the business people of Brisbane, will the right honourable gentleman state definitely, whether his report was in favour of the retention of the pool or in favour of disposing of it?",12
8,Sir ERIC HARRISON,COMMONWEALTH HANDLING,"I am afraid that the honourable member has his facts mixed. I did not attend any conference of the kind that he has mentioned, ancl r gave no directions in respect of such a matter. Possibly, the honourable member has in mind the Minister for Supply. [ do not know what the honourable memhtr has in mind. NORTHERN TERRITORY.",12
9,Mr FAIRBAIRN,COMMONWEALTH HANDLING,"I direct a question to the Minister for Health in relation to the statement that he made some time ago that he was eager to attract doctors to take up private practice in the Northern Territory and that, in order to encourage them to do so, he would allow them to use the facilities available at hospitals in the Territory. Has the policy succeeded in attracting any private doctors to set up practice in the Northern Territory, and has a subsidy been offered to doctors to induce them to do so?",12
10,Sir EARLE PAGE,COMMONWEALTH HANDLING,A special list of payments that will be made in relation to medical benefits has been gazetted as an ordinance for the Northern Territory. A notice has also been inserted in the various medical journals of Australia to the effect that doctors are being sought for the Territory. NA - SERVICES.,12
11,Mr COSTA,HEALTH AND MEDICAL,"Will the Minister say why newgudine tablets have, been removed from the free medicine list? My reason for asking that question is that these tablets are consistently prescribed by doctors for aged people. Age pensioners have complained to me that a packet of 25 of these tablets costs lis., which is more than they can afford. I h view of the high cost of the tablets, which are needed by age and invalid pensioners whose pension rates are low, will the Minister examine the matter in order to see whether he could have the tablets, which doctors consider necessary for aged people, restored to the free medicine list?",12
12,Sir EARLE PAGE,HEALTH AND MEDICAL,I did not catch the name used by the honourable gentleman. Will he please spell it?,12
13,Mr COSTA,HEALTH AND MEDICAL,"It is spelt ""Newgudine "".",12
14,Sir EARLE PAGE,HEALTH AND MEDICAL,"I should like the honourable gentleman to give me his question in writing, because I think he has substituted a "" w "" for an "" m "" in the spelling of the name of the drug. I shall examine the position after he has given me his question in writing. GOLD.",12
15,Mr HAMILTON,HEALTH AND MEDICAL,"Las t week the Treasurer, in answer to a question asked by the honourable member for Kalgoorlie, said that he did not think it would be possible to introduce legislation this session to deal with the gold-mining industry. In the absence of the Treasurer I now ask the Prime Minister whether he can give the House any indication of when that legislation may be brought down ?",12
16,Mr MENZIES,HEALTH AND MEDICAL,"My attention has been drawn to this matter. I have examined it with the Treasury, and I am hopeful that the necessary bill will be introduced during these sittings. BROADOASTING.",13
17,Mr JOHNSON,HEALTH AND MEDICAL,"I ask the Prime Minister, in the absence of the Postmaster-General as a result of illnc3S whether he is aware that the han recently imposed by the Australian Broadcasting Commission on the broadcasting of interstate races has had the effect of penalizing country listeners in areas in which there is no reception of any programme other than the national programme. Metropolitan listeners still have the privilege of listening to interstate races over commercial stations, but this pleasure is denied to people who live in the out-back areas of Western Australia. ""Will the right honourable gentleman consider extending a similar privilege to country listeners as that enjoyed by metropolitan listeners ?",13
18,Mr MENZIES,HEALTH AND MEDICAL,"I shall direct the honourable gentleman's question to the attention of the Postmaster-General, without in any way subscribing to the words "" privilege"" and "" p l e as u r e I myself being entirely devoted to the principle of listening to broadcasts of football and cricket matches. PAPUA AND NEW GUINEA.",13
