speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"House of Representatives. Wednesday, S September, 1937.",10
1,Mr SMSAKJUI,Unknown,"Kon. Q. J. Bell) took the chair at 2.30 p.m., and read prayers. LING TINT} ISLAND. OCCUPATION BY JAPA N. Mr 'E. F. HAKEISOST - Has the Minister representing the Minister for External Affairs received confirmation of today's press statement of the .Japanese occupation of Ling Ting Island 1 Is this island twelve miles distant from Hong Kong? If the Japanese have occupied it , will that occupation affect the large trade which Australia does with Hong Kong? Mr ME'NZIES - I have no knowledge of such occupation having been effected, but I shall make inquiries immediately and furnish the honourable member with whatever information I may obtain. NA EANGE. Mr MAH02TEY - I have received a copy of the following telegram which the Mayor of Hobart has sent to the Prime Minister:Anxious finalize agreement for the removal of the Queenborough Rifle Range. Can you make definite statement on the position beiore Parliament adjourns. Can the Tight honourable gentleman make the statement sought ? Mr LY02S""S - The matter is receiving the attention of the Minister for Defence.",10
2,Sir AECHDALE PARKHILL,EEMOVAL OF SANDY BAY EIFLE,"by leave-The honourable member's question relates to the proposal to remove the Sandy Bay rifle range to another site. Negotiations in connection with this matter have been proceeding between the Defence Department and the Hobart City Council since 1922, and so have been somewhat protracted. Early in the negotiation's, the Defence Department stipulated the conditions under which it would be prepared to surrender the Sandy Bay rifle range, which is in a fairly populous part of Hobart, and accept another site - Incidentally, the department agreed to pay £1,500 towards the cost of acquiring a new site. The conditions governing the project were set out in detail; hut it is unnecessary for me to refer to them. The Hobart City Council agreed, in the main,' to these details, but intimated, on the l l t h 1935, that its financial position was such that it could not take action in connection with the matter at the time. It undertook to inform the department immediately it was able to do so. The matter then remained in abeyance for a considerable period. In the meantime, the Defence Department and the Department of the Interior, after consultation, made some amendments to the draft agreement, and it was again submitted to the Hobart City Council on the 23rd November, 193G. On several occasions subsequently the council was asked to expedite its reply to the proposals made, but it was. not until the 9th July, 1937, that it intimated its acceptance of the amended agreement, with minor alterations. These proposed alterations are now being discussed, and the deed of transfer should be completed at an early date. Yesterday the honourable member far Denison (Mr Mahoney) shoivod me a telegram which indicated that one of the outstanding points at issue was. the acceptance by the Defence Department of certain financial responsibilities. Owing to the pressure of parliamentary work, I have not been able to ascertain whether that particular point is at issue, but that aspect has been made the subject of a question in another place, and I am obtaining information upon it, which I shall convey to the honourable member. NA DEPARTMENTAL REPORTS.",10
3,Mr FAIRBAIRN,CIRCULATION OF,Severa l departmental reports which were received by honourable members in July of this year were signed by the heads of the departments concerned as early as August or September of last year. Oan the Prime Minister have inquiries made to ascertain the reason for the delay in their circulation?,11
4,Mr LYONS,CIRCULATION OF,I shall investigate the matter. COMMONWEALTH RAILWAYS. 40-Hotnt WOEKINO WEEK.,11
5,Mr DRAKEFORD,CIRCULATION OF,"Will the Attorney-General say whether consideration has been given to the statement made by March, the Public Service Arbitrator, when delivering his determination on the claims of the unions in the Commonwealth railways case for a 40-hour working week, namely, that "" while the granting of the claim was warranted, ns it was a national question the initiative rightly belonged to Parliament"" ? If so, does the Government intend to apply the 40-hour working week to those claimants who are in its service?",11
6,Mr MENZIES,CIRCULATION OF,"The honourable member's question relates to a matter of policy, on which I am unable to answer questions. MORTGAGE BANK LEGISLATION.",11
7,Mr FRANCIS,CIRCULATION OF,"Is the Prime Minister able to advise the House as to whether the Government contemplates implementing, before the dissolution of Parliament, any of the recommendations of the Royal Commission on the Monetary and Banking Systems, particularly the recommendation that a mortgage bank should he established to make available long term loans at low rates of interest to assist primary industries and those secondary industries that desire to expand their operations ?",11
8,Mr LYONS,CIRCULATION OF,"This is a matter of policy, upon which a statement will be made later.  Treasurer in his budget speech divulged the policy of the Government in the matter of a mortgage bank, can the Prime Minister say when, it is proposed to introduce this legislation?",11
9,Mr LYONS,CIRCULATION OF,In due time a statement will be made in regard to the matter. CANBERR A RELIEF WORKERS.,11
