speakerGroups,Speaker,Title,text,pageNumbers
0,NA,ZZZZZ,"Tuesday, 8 December 1987 Madam SPEAKER (Hon. Joan Child) took the chair at 2 p.m., and read prayers. NA",8
1,Mr HAWKE ,MINISTERIAL ARRANGEMENTS,"Wills-Prime Minister)-As a courtesy, I inform the House that the Treasurer, Mr Keating, will be absent from Question Time today on government business. Questions normally directed to the Treasurer should be addressed to the Minister for Employment, Education and Training, Mr Dawkins. NA NA",8
2,Mr SPENDER,TRAINING OF VANUATU POLICE,"I direct my question to the Acting Minister for Foreign Affairs and Trade. The Minister will recall that I issued a statement on 1 December on the subject of Libyan training of Vanuatu police. Has the Prime Minister of Vanuatu, Father Lini, authorised in response to an offer from Libya the recruitment and then the training in Libya of 35 police? Did the Vanuatu Government indicate to the Australian Government about three months ago an interest in training these recruits in Australia? Has the Government in fact failed to respond positively to this request, so increasing the risk that these recruits will be trained in Libya, with a considerable and dangerous increase in Libyan influence in Vanuatu and the South Pacific? If the Government has responded, when did it do so and what did it say?",8
3,Mr DUFFY,TRAINING OF VANUATU POLICE,"I thank the honourable member for North Sydney for his question. Extensive discussions have recently been held with the Vanuatu authorities about possible Australian police training assistance. A team of Australian officials visited Vanuatu in August to assess and report on training requirements. As a result of that visit, training recommendations are close to finalisation and will soon be sent to the Vanuatu Government. I understand that the honourable member for North Sydney was aware of the discussions that had taken place with the Vanuatu authorities and the assessment made in August when he made his accusation against the Government of inaction in this area. NA",8
4,Mr RONALD EDWARDS,DRUG USE IN SPORT,"I direct my question to the Minister for the Arts, Sport, the Environment, Tourism and Territories. Is the Minister aware of what actions individual athletes are taking to support the drug offensive? Can he inform the House of what the Government is doing to assist these athletes?",8
5,Mr JOHN BROWN,DRUG USE IN SPORT,"I thank the honourable member for Stirling for his question. I acknowledge very freely his very active part in the campaign against drug use in sport. I applaud him for his efforts. I am pleased to inform honourable members that, amidst all the spurious and unsubstantiated allegations about drug taking in sport made by a few disenchanted sports people, there are large numbers of elite sports men and women who are publicly and quietly taking an individual, positive stand against the use of illegal drugs in sport. Just last month in Western Australia, at the Margaret River drug offensive surfing thriller, the competition of around-the-world professional surfing champions, over 50 of the world's leading surfers signed the Government's sports against drugs register. I hold the register up for honourable members to see. This was organised by the honourable member for Stirling. Included in the list of people who siglled the register are Robert de Castella; Ann Sargeant, the captain of the world champion Australian netball team; Wayne Pearce, the Balmain foot bailer; Phil Smyth, captain of the Australian basketball team; Pat Cash, the Wimbledon champion; Wally Masur, a member of the Davis Cup team; Neale Fraser, the very distinguished captain of our Davis Cup team; Diane Holden, the Australian sprint champion; and Jeff Fenech, world bantamweight and featherweight boxing champion. I applaud all of thoses surfers, particularly, who signed up, for their positive action and the achievements they have made in their sport without taking drugs to try to improve their performance. Thousands of other athletes around Australia have also joined the Government's offensive against drugs in sport. Robert de Castella, whom I mentioned, slipped quietly into the Australian Institute of Sport last week and signed the register. The positive statements made by our top athletes are attracting insignificant public exposure and credence in comparison to the statements of the few negative and often disgruntled sports people who have spoken out in sympathy for drug use in sport and whose personal performances, they have admitted, have been reliant on artificial and illegal drug aids, often to the detriment of their long term health and well-being. I only wish that those athletes who are giving comfort and sympathy regarding the use of drugs in sport would realise that as elite sports men and women they are role models for hundreds of thousands of Australian kids. Last week in Surfers Paradise, in conjunction with the exPremier of Queensland, I opened a life education centre for Ted Noffs. I made the observation that it is a pity that people like Sue Howland, Gael Martin and a couple of others who were advocating the use of drugs in sport and condoning their use were not there to see the thousands of kids who are faced with all the pressures of life these days. They should realise the responsibility they have to those kids. For the information of honourable members, the Australian Sports Commission's sport against drugs register is just one of a number of constructive and effective measures which this Government is taking as part of its national program on drugs in sport and its strong policy against the use of drugs in sport. The program, which is funded by both the Australian Sports Commission and the Commonwealth Department of Health Drug Offensive, has been highly successful. We have now developed a systemic drug education program which includes the distribution of thousands of role' model posters of elite Australian sporting teams and individuals; the distribution of over 600 drug education resource kits to client groups; the production of a video on drugs in sport for school children; and the provision of funding for sporting events which do not promote drugs, such as the Margaret River drug offensive thriller.",8
6,Mr TUCKEY ,DRUG USE IN SPORT,"Is this the reading that you are going to stop, Mick?",9
7,Mr JOHN BROWN,DRUG USE IN SPORT,It is a pity the honourable member did not get off drugs. There is something wrong with his head.,9
8,Madam SPEAKER,DRUG USE IN SPORT,Order! The Minister will withdraw that comment.,9
9,Mr JOHN BROWN,DRUG USE IN SPORT,"I withdraw. We should be concentrating our efforts and our attention on spreading the message that drugs in sport not be condoned in Australia and are not necessary, as people can win fairly on talent and hard work alone. I notice the smile of satisfaction on the face of the honourable member for Perth who is probably the world's greatest hockey player. It strikes me as being very evil that people with influence in this community, people who are role models, heroes and heroines to thousands of Australian kids, should be condoning the use of drugs in sport. This Government, the Sports Commission, the Australian Olympic Federation and the Australian Institute of Sport condemn, out of hand, the use of drugs in sport. I am sure that all honourable members will support the Government in its decision that anyone in Australia who is involved in taking drugs in order to improve performance in sport will be barred for life. NA",9
