speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"House of Representatives. Wednesday, 7 September, 19SS.",10
1,Mr SPEAKER,Unknown,"Hon. 6. H . Mackay) took the chair at 3 p.m., and read prayers. NA CONTRO L BOARD. TRAVELLINO EXPENSES.",10
2,Mr NAIRN,DAIRY PRODUCE EXPORT,"Regulatio n 32 under the Dairy Produce Export Control Act provides that, when the chairman or any member of the board is engaged on any business of the board outside Australia he shall be paid his actual travelling expenses and a fee of £5 for each day he is engaged on such business. I ask the Minister for Markets whether the dailyfee was fixed by the Government, whether it will be payable for each day on which a member of the board now abroad istravelling, and whether the regulationdocs not lend itself to abuse at the expense of the dairy farmers?",10
3,Mr HAWKER,DAIRY PRODUCE EXPORT,"The regulation was not made by the Government. It does not apply to public moneys. It is made by the Dairy Produce Export Control Board, and relates to the funds of the board. I understand from the Govern-, ment representative on the board thai it. relates to cases which have not occurred until this yoar, when special investigations were carried out, where it was considered by the board to be necessary to enable members of the board to proceed overseas without expense to their employers, which are co-operative companies. The travelling expenses to which reference is made in the regulation are travelling expenses on the scale paid to members of the board when travelling to attend meetings of the board in Australia, for which they receive no fee; but when they are absent from Australia, and n'ot drawing their salary from their co-operative companies, the board considers that a fee equivalent to that salary should be' paid. In those circumstances I do not consider that there would be any question of exploitation of producers The producers have, through their cooperatives, a substantial majority of representatives on the board, and for the Government to lay down the way in which they shall manage their business would be a step towards interference with the producers in the management of their board, which has not been made in the past, and which, I do no't think it is necessary to embark on at present, when the producers have it in their own hands through their representatives to manage their own affairs. CENSUS. APPLICATIONS FOB EMPLOYMENT .",10
4,Mr GEOEGE LAWSON,DAIRY PRODUCE EXPORT,"A circular recently issued by the Acting Commonwealth Statistician contains instructions to applicants for employment in connection with the taking of the 1933 census, aiid states that candidates will be examined in Canberra, Sydney and Melbourne. Will the Prime Minister include Brisbane in the examination centres, and thereby give to the unemployed of that city the same opportunity as. bas been afforded the unemployed in other states to secure work in connection with the census ?",10
5,Mr MAKIN,DAIRY PRODUCE EXPORT,An examination should be held in Adelaide too.,11
6,Mr A GREEN,DAIRY PRODUCE EXPORT,In all capitals.,11
7,Mr LYONS,DAIRY PRODUCE EXPORT,"I shall investigate that suggestion, and if practicable it will be adopted. TELEPHONE CHARGES. .",11
8,Mr JENNINGS,DAIRY PRODUCE EXPORT,Will the PostAssembly master-General grant to subscribers who Geneva? have purchased telephone instruments of the new type ai. a cost of £4 each an adequate revision of rental'charges?,11
9,Mr FENTON,DAIRY PRODUCE EXPORT,"A number of subseas scribers having expressed the desire to use the hew type of telephone, permission was given to them to instull the instrugates, ments at their own expense, and I can see no prospect of concessions in regard to rental charges being made at the sent time. As an experiment, the ment is calling for tenders for the supply of 1,000 of the new instruments, and, if a satisfactory quotation is ' received, arrangements will be made to extend their ase. NA ' BONDS .  commerce columns of the Argus of the 17th August, contain this paragraphEASY PROFIT ON BONDS. Unwittingly the door haa been left open by the Loan"" Council to dealers in Commonwealth bonds to make quick and curtain profits. Lust week for a few hours the market prices of several of the 'Australian consolidated loans were quoted its Above par. The price, however, was inclusive of accrued interest, and par was not really attained. the value exclusive of interest exceeded £100, it would have been possible for to purcliase audi securities at par over the counter from any Stat* treasury, Oouncil having granted authority to State treasurers to deal thus' in Commonwealth securities. He could then have sold the on any Btock exchange and made a profit. I ask the Prime Minister whether the authority granted by the Loan Council to State treasurers to sell Commonwealth bonds at par "" over the counter,"" irrespective of their price on the market, is still current?",11
10,Mr LYONS,TRADING IN COMMONWEALTH,"Because of the enhanced value of the bonds, that authority has been withdrawn. LEAGUE OF NATIONS . EXPENSES OF AUSTRALIAN DELEGATES. M f . BEASLEY - Will the Prime Minister state what expenses, if any, the Government is meeting in respect to the trip overseas of the right honourable member for North Sydney (Mr Hughes), and the ex-member for Brisbane, Sir Donald Cameron, who are to attend the of the League of Nations at",11
11,Mr LYONS,TRADING IN COMMONWEALTH,"The Government is incurring no expense whatever se far as the travelling of these gentlemen overis concerned, but is meeting the ordinary expenses incurred by them while actually attending, as Australian delethe Assembly of the League of Nations at Geneva. Their expenses will be paid from London, or from whatever preother place in the United Kingdom they departleave for the conference. PUBLI C SERVICE. INCREMENTS . Mr HUTCHIN . ' - Will the Prime Minister state the number of officers in the Public Servioe in receipt of £400 a year or more who have had salary increases since the 1st January last?",11
12,Mr LYONS,TRADING IN COMMONWEALTH,"I shall obtain the in formation, and make it availableto the honourable member. STAR RBOWKETTSOCIETIES .",11
13,Mr WATKINS,TRADING IN COMMONWEALTH,H as the Government as yet come to any decision regarding the taxation of .certain moneys belonging to the Starr Bowkett Societies f,11
14,Mr LYONS,TRADING IN COMMONWEALTH,"No decision has been Had come to, but further consideration will be a speculator given to the matter. the Loan HOOPPINE FOR BUTTERBOXES .",11
15,Sir LITTLETON GROOM,TRADING IN COMMONWEALTH,There bonds is a rumour current in Queensland that the Commonwealth Government propose* to prohibit the use of hoop pine for munufacture of butter boxes. Will Minister for Comnierce state whether the there is any foundation for that rumour?,11
16,Mr HAWKEE,TRADING IN COMMONWEALTH,"My attention has involved? been drawn to a report which stated that the Minister fov Agriculture in Queensas land had expressed fear that the Comber monwealtli Goveniment might impose such a prohibition. I assure honourable members that no such proposal has been brought under my notice^ nor is the matter even being considered. On the could he undertaken. contrary, in conjunction with the Council for Scientific and Industrial Research, the Goveniment is making every effort to improve* the condition of hoop^ine as a wood from which boxes can be made for the export of Australian butter. NA ASSOCIATION.",12
17,Mr THOMPSON,PERFORMING RIGHT,"Will the Attorney-General state whether the terms of the inquiry to be conducted by a royal commissioner into the operations of the Performing Right Association in Australia are to be limited in any way, and, if so, in direction? Is the commissioner to take evidence in the capital cities only, and, if so, what steps does the Attorneythe occupants General propose to take to enable persons in the country to lay complaints before .the commissioner?",12
18,Mr LATHAM,PERFORMING RIGHT,"I stated in recently the precise terms of reference to .the royal commissioner, and I think .they cover all aspects of the matter. I there is any question which the able member thinks is not, but ought :be included, I shall be glad to brought uncler my notice. The Commissioner himself will decide the .at which evidence will be taken, and interested parties will be able to make representations to him for sittings held at particular places. It is desired, ""however, that the inquiry shall be as i u - expensive as possible. CONSTITUTIONAL REFORM. STANUIVR-D H o r n s AND WAOES.",12
19,Mr STEWART,PERFORMING RIGHT,"H a v in g regard to - the desirability of establishing an Au3- tralian-wide standard of wages and hours, - and in view of the general"" agreement on rthis matter by all parties concerned, will the the Prime Minister State whether it is the the intention of the Governmeut to allow electors at an early date to express their opinion on the constitutional issues",12
