speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Australasia to persons resident in Melbourne and Canberra, - will the tralian Treasurer see if it is not now possible to extend the scope of the scheme to include advances in other States?",19
1,Mr CASEY,Unknown,"The Government is still growers ? in communication with more than one organization in States other than toria, and there is still hope that the system inaugurated by the Bank of AusGreat Britain. tralasia may be extended to other States. WIRELESS BROADCASTING. REMOVAL OF STATION 2BL.",19
2,Mr JENNINGS,Unknown,"In connection with the decision to remove Station 2BL due from Coogee, and, in view of the fact that I have received complaints from local residents of interference with reception in receiving sets in the Coogee district, will the Postmaster-General say when this removal will be carried out? M i . ARCHIE CAMEBON - I shall their make inquiries and advise the member as soon as possible. EXPOBT OE IRO N ORE.",19
3,Mr CLARK,Unknown,"Is iron ore being exported from Australia at present; if so, how long is such export likely to continue, and what companies are engaged in exporting?  tity of iron ore is being exported at present, and any contracts not fulfilled the 31st December next will be cancelled. I am not aware of the names of the companies concerned, but the honourable member may rest assured that only small quantity is being exported. MORTGAGE BANK.",19
4,Mr GREGORY,Unknown,"Can the Treasurer state when the measure to provide for the relief"". establishment of a mortgage bank is likely to be introduced?",19
5,Mr CASEY,Unknown,"At a relatively early date, I hope. DISPOSAL OF WHEAT.",19
6,Mr SCULLY,Unknown,"Has the attention of the Minister for Commerce been directed to the fact that large quantities of wheat have been purchased hy the British Government from Roumania and Russia? Will the Minister inform the British [49] Government that large supplies of Auswheat are available at a low price, and in that way endeavour to effect sales in order to improve the present unfortunate position of many Australian wheat",19
7,Sir EARLE PAGE,Unknown,Every effort is Vicbeing made to ensure that a maximum quantity of Australian wheat is sold to SUBSIDIZED TRAINEES.,19
8,Mr HOLLOWAY,Unknown,"In view of the shortage of skilled labour in Australia, to a lack of apprenticeship facilities during the depression, will the Government consider the advisability of subsidizing the wages of trainees on the same basis as the wages of vocational trainee returned soldiers were subsidized, so that persons who are over the age of 21 when apprenticeship expired can continue honourable their apprenticeship ?",19
9,Mr LYONS,Unknown,The suggestion of the honourable member will be examined. WHEAT INDUSTRY. FORMAL MOTION FOE ADJOURNMENT.,19
10,The SPEAKER,Unknown," I have received from the honourable member Wimmera (Mr Wilson) an intimation that he desires to move the adjournby ment of the House for the purpose of discussing a definite matter of urgent public importance, namely, "" The perilous condition of the wheat industry and a of the wheat-growers, and the consequent imminent danger to all sections of the Australian community, and the necessity for a vigorous, well-directed and immediate governmental policy of Five honourable members having risen in support of the motion,",19
