speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"House of Representatives. 'Thursday, SI March, 1935.",10
1,Mr SPEAKER,Unknown,"Hon. G. J"". Bell) took the chair at 2.30 p.m., and read prayers. AUSTRALIAN TOBACC O CROP.",10
2,Mr HUTCHINSON,Unknown,"Has the Minister for Trade and Customs read the paragraph published in yesterday's Canberra Times which stated that the Australian tobacco crop this year is expected to show a decline of up to 1,500,000 - lb. compared with the production last year, and that he has entered into ail arrangement with the tobaeco manufacturing companies for its purchase at prices ranging from 43. per lb. for bright leaf down to 2s. Id. per lb. for dark leaf ? Has he yet received any authoritative report regarding this year's probable - production, and is the press statement correct that he has arranged for its disposal ?",10
3,Mr WHITE,Unknown,"The statement referred to by the honourable member was unauthorized. As I informed the honourable member for Echuca (Mr MCEwen) recently, it is yet too soon to estimate what may be done in regard to the disposal of this year's tobacco crop. On account of the ravages of blue mould the crop will be a small one of probably under 3,000,000 lb. The principal tobacco manufacturing company, however, has indicated that it will purchase all the bright mahogany and higher grades of tobacco produced. No arrangement has so far been made, in connection, with either the price to be paid or the disposal of the dark grades, and it is premature to indicate what is likely to happenin those regards.",10
4,Mr MCEWEN,Unknown,"In view of the fact that this year's tobacco crop is estimated to be only one-tenth the size of the crop of two years ago, will the Minister, when negotiating with the tobacco manufacturing' companies for the purchase of this year's crop, make arrangements also for the purchase of those stocks of tobacco which have been in the hands of the growersfor the last three years? If he does so will he see that the companies take into consideration the added value imparted - to the tobacco by maturation?",10
5,Mr WHITE,Unknown,"-Tho weight of a tobacco crop does not necessarily indicate its value. There is no difficulty in selling good Australian leaf. The carry-over from year to year is, in many cases, quite uneless, and it would probably he better to follow the Canadian practice, and dostroy all loaf not sold. This year's crop amounts to only 3,000,000 lb., while 4,000,000 lb. of Australian tobacco could be absorbed. How much of the crop will actually be sold depends upon the proportion of high-grade leaf which it contains. The usual proportion has been about 40 per cent. Mr RIOltDAN - I wish to direct a question, without notice, to the Acting Prime Minister (Dr Earle Page). In view of the alarming drop in the production of tobacco in the Commonwealth, will the Government give the growers sufficient protection to compel the tobacco monopoly to purchase all leaf of usable quality, instead of the Minister for Trade and Customs being placed in the humiliating position of having to - run, cap in hand, to the combine?",11
6,Mr WHITE,Unknown,"I shall reply to this question on behalf of the Acting Prime Minister. If the honourable member for Kennedy does not desire the Government to negotiate with the various tobacco buyers, let him say so. Each year the Government has endeavoured to sell the crop for the growers, because it realizes the plight in which they find themselves; but protective duties will not cure blue mould, the ravages of which, both this year and last year, were responsible for the smallness of the crop.",11
7,Mr MCEWEN,Unknown,"In view of the fact that the opinion of the Minister that most of the tobacco held by the tobacco growers, owing to their inability to dispose of it during the last three years, is worthless is contrary to that held by the tobacco-growers themselves, and that the opinion of the growers is substantiated by the fact that in many cases recently they have made sales of tobacco which the companies refused to purchase last year, will the Minister have a departmental inquiry made as to the value of the tobacco still in the hands of-the growers?",11
8,Mr WHITE,Unknown,"I am afraid that the honourable member has misunderstood mo, if he asserts that I said that most of the tobacco of past seasons still held by the growers is worthless. What I said was that much of it was worthless, and that is correct, because most of it is tobacco of a dark grade for which there is a sale for only a limited quantity each year. The honourable member for New England (Mr Thompson) is aware that representatives of the department have conducted a departmental inquiry, and' inspected the tobacco in the areas where carry-over stocks are still on hand. While some of the dark tobacco is saleable each year, it is obvious that it cannot all he sold when there is a stronger demand for the higher grades.",11
9,Mr RIORDAN,Unknown,"As my previous question referred to usable tobacco and not to leaf affected by blue mould, can the Acting Prime Minister give an undertaking that usable tobacco will be purchased during this season? Does not the Acting Prime Minister think that it is a coincidence that since the removal of the high duty blue mould has developed to such an extent that the tobacco combine will not purchase the whole of the tobacco crop, although it did so when the higher duty was in force? I should also like to know whether the right honourable gentleman, and the party which be leads, are still in favour of a duty of 4s. and a reduction of Is. in the excise?",11
