speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"House of Representatives. Tuesday, 9 April, 1946.",12
1,Mr SPEAKER,Unknown,"Hon. J. S. Kosevear) took the chair at 3 p.m., and' read prayers. HENTY ELECTORAL DIVISION. RETURN TO WHIT-MB . II . B. GULLETT SWOBN.",12
2,Mr SPEAKER,Unknown,"I .have to announce that I have received a return to the writ which I issued on the 25th February, for the election of a member to serve for the Electoral Division of Henty, in the State of Victoria; to fill the vacancy caused by the resignation of Mr Arthur ""William Coles, and that, by - the endorsement thereon, it is - certified that Henry Baynton Gullett has been elected ' in pursuance of the said writ. Mr GULLETT made and subscribed the oath of allegiance. WHEAT INDUSTRY. PAYMENT FROM NO . 1 Poor",12
3,Mr MOUNTJOY,Unknown,"The Government for hnving paid £3,500,000 into No. 7 wheat pool to balance sales of wheat, for stock feed/ can the Minister for Commerce Agriculture state how soon wheat-growers may expect to receive a.further dividend from that pool ?",13
4,Mr SCULLY,Unknown,"A notification from the Australian Wheat Board of the tr.noimt of the allocation is awaited. Immediately it is received, the. matter before Cabinet, and arrangements will he made for a payment to wheat-growers forthwith. AusTii.ir.iAcr REPRESENTATION.",13
5,Mr H ARRISC,Unknown,"N - I ask the Minister for External Affairs whether Mr W. Diirman, of Sydney, has been chosen by the Govermnent to fill the position Australian Minister to Eire. If so, has Mr Dignam been appointed as Minister and not ns tt High as hns been done in respect of tinother dominions 1",13
6,Dr EVATT,Unknown,"There has not, as yet, been an official announcement of any sucb appointment; but the honourable member having raised the matter, perhaps I ought to say that the Government has decided to r.oniplete the representation of Australia in' the two remaining British cuiintrics to which it . is not now accredited, namely, South Africa aud Eire. Tn each instance, the appointment, when announced, will-be that of a High Commissioner. NORTHERN TERRITORY, NA",13
7,Mr BLAIN,KATHERINE ABATTOIR AND FREEZING,"Can the Minister for to the Army inform me what the Government proposes to do with the ice works and freezing chamber about 2 miles down the Katherine River from the Katherine railway station, and with the abattoir and freezing chambers about 8 miles down the river, which wera used to supply local troops and also those in the islands during the war?",13
8,Mr FORDE,KATHERINE ABATTOIR AND FREEZING,"Because of demobiliiiiition, there is not now sufficient demand meat from these works to j u s t if y keeping . nn establishment of such size in operation, and they were closed. An and inter-departmental committee was set up to advise as to what should he dose. Tlije Government has decided to refer t l i* matter to the North Australia Development Commission, consisting of two representatives of Queensland, tworepresentatives of Western Australia Mr BI.AIN,-And none from the I shall plact Northern Teritory?",13
9,Mr FORDE,KATHERINE ABATTOIR AND FREEZING,"Yes , I think the Northern Territory also will be represented, bnt I am not. certain about that. When the report of this body is re - eived, a decision will be made. I EIRE. re-mind the honourable member that the abattoir had a killing capacity of 700 beasts a week, which was enough to meet J. the requirements of an army of over 50,000 men. The works are of a size, which of in likes it uneconomic to keep, them why working merely to supply the needs of a the small white population in the Commissioner, Northern Territory. .BUNNERONG POWERHOUSE . PIECEWORK DISPUTE.",13
10,Mr SHEEHAN,KATHERINE ABATTOIR AND FREEZING,Can the Minister for Labour and National Service say what is the present position regarding the Bunnerong .Power House dispute'? Is there any hope of reaching a permanent solution of this long-standing trouble?,13
11,Mr HOLLOWAY,KATHERINE ABATTOIR AND FREEZING,"The men are at work, and there has not heen any fl.oppngo. The parties have been called bt'fore the court, nnd will appear tomorrow morning. I hope that, as a result of the patient nnd persistent efforts of Judge O'Mara, a permanent solution will be found. HOUR OF MEETING . CHAMBKUS. Motion (by Mr Chifley) agreed Tliat the House, at its rising, adjourn to tomorrow, sit 10.30 a.m. NA AFTER 11 P.M. Motion (by Mr Chifley ) - by leave - agree d toThat Standing Order 70-1 1 o'clock rulelie suspended for the remainder of this week. E OYALAUSTRALIANAIR FORCE. I NTERIM ESTABLISHMENT - RETIREME NT O.F SENIOR OFFICERS : COMPENSATION. Mv. WHITE - H as the Minister for Air any .statement to make regarding the interim A i r Force which it is proposed to establish? Has the force been full y enlisted, and, if not, is it intended to make more permanent available in the Royal Australian A i r Force ?",13
12,Mr DRAKEFORD,NEW AND OPPOSED BUSINES S,"During absence of the honourable member for Balaclava (Mr White),. I made a brief statement about the interim A i r Force a week ago, when I said that the matter was receiving consideration. - No decision has been reached, but the matter is being investigated in relation to other proposed defence developments, so that Australia will have a balanced force.",14
13,Mr WHITE,NEW AND OPPOSED BUSINES S,Have sumcient enlistments been received?,14
14,Mr DRAKEFORD,NEW AND OPPOSED BUSINES S,"As no decision has yet been reached regarding the size of the force, it is impossible to say whether sumcient enlistments have been received. Many men have enlisted, and we hope that more will do so. We shall announce as soon as possible the number which it is proposed to enlist, and upon that will diepend the number of permanent commissions. Later:",14
