speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"PHouse of Heotesentatibcs. Tuesday, 24 September, 1912. . Mr SPEAKER took the chair at 3.0 p.m., and read prayers. IMPORT OF DODDER.",14
1,Mr FENTON,Unknown,"I wish to know from the Minister of Trade and Customs whether certain dodder-infected lucerne has been imported into Australia. If so, will he inform the House where it came from; and will he take steps to prevent the importation of dodder-infected lucerne?",14
2,Mr TUDOR,Unknown,"The honourable member was good enough to notify me of his intention to ask these questions, and I have been furnished with the following replies :It is understood that the seed was brought - from America by intending settlers who wished to grow lucerne, and had been told that good seed was not. available in Australia. Under the Federal Quarantine Act effective measures are adopted to prevent such dodderinfested lucerne seed from entering Australia. The lot of seed in question has been held up, and the importers notified that it must be either freed from dodder seeds or be re-exported. GOVERNMENT POLICY. PUBLIC BORROWING-STAT E DEBTS.",15
3,Mr ANSTEY,Unknown,"Has the Prime-Minister read in this morning's press the report of a speech by the honourable member for Ballarat, in which he stated that this Governmenthaving failed to meet all its engagements out of Tevenue, the Commonwealth would have to borrow, and the Government had, as a matter of fact, not disguised its intention to do so. Is it the intention of the Government to borrow ?",15
4,Mr FISHER,Unknown,"We have no intention to borrow, other than has been stated in this Chamber.",15
5,Mr ANSTEY,Unknown,"The honourable member for Ballarat is also reported to have said that the Fisher Government, which was the only Federal Government that had the power to deal with the question [of States debts] had virtually washed its hands of the question. I wish to know from the Prime Minister whether the statement is true; and, in connection with it, whether the right honourable gentleman has read the following statement, which appeared in the Age of 21st August:The States have now the power to refuse lo give up their right of independent borrowing, and the Commonwealth Government is practically powerless because of Mr Deakin's past surrender to the States. The speech was a very long one, and a very tedious one, and a reader of it will search it in vain for any light on Commonwealth problems or the way out.",15
6,Mr FISHER,Unknown,"My recollection fails me regarding the statement of the Age. It is not correct to say that this Government does not desire to take over ""the whole of the State debts. We are ready to deal with the States, now or at any time, regarding the consolidation of their debts, and nothing would delight us more than indication of their willingness to take adpress, thatvantage of the invitation which is open to them. We have no power to compel the from States in this matter. NA ORDINANCE.",15
7,Mr FULLER,NORTHERN TERRITORY LANDS,"In view of the statement made by the Minister of External Affairs on the motion for disallowing the Northern Territory Land Ordinance, can the honourable gentleman inform us when he proposes to deal with the matter, either by framing a new ordinance, or by introducing a Bill? t",15
8,Mr THOMAS,NORTHERN TERRITORY LANDS,I cannot at present name any date. COAL VEND JUDGMENTS.,15
9,Mr RILEY,NORTHERN TERRITORY LANDS,"Will the Attorney-General lay on the table a copy of the judgment of the High Court in the Vend appeal case, and a copy of Mr Justice Isaacs' judgment?",15
10,Mr HUGHES,NORTHERN TERRITORY LANDS,"I am not aware that the judgment of Mr Justice Isaacs has yet been printed, but if copies of these judgments are not available, I shall see if they can be made available and laid on the table.",15
11,Mr GLYNN,NORTHERN TERRITORY LANDS,"I suggest to the Attorney-General that, in regard to Mr Justice Isaacs' judgment, the best thing to be done is to obtain copies of volume 4 of the transcript prepared for the parties, which, I believe, would cost over £ 2 0 0 to print separately. There are possibly some copies still available.",15
12,Mr HUGHES,NORTHERN TERRITORY LANDS,I shall do that.,15
13,Mr CHANTER,NORTHERN TERRITORY LANDS,"Has the attention of the Prime Minister been drawn to the leading article in the Age, and to the recommendation - that an appeal be made to the Privy Council ? Does not the right honourable gentleman consider that the only cure for the evil of Vends and Trusts is for the people to alter the Constitution, so as to give this Parliament power to deal with them ?",15
14,Mr FISHER,NORTHERN TERRITORY LANDS,I read the article referred to. Consideration will be given to the suggestion it contains. My reply to the second question is that I have alreadyexpressed an opinion on the subject. POSTAL VOTING.,15
15,Mr BRENNAN,NORTHERN TERRITORY LANDS,"Has the Minister of Home Affairs read the statement attributed an to a lady elector, and published in the Fisher need not think he is going to stop me voting. I am going to vote if I have to. swim to the poll. Will the honourable gentleman make an inquiry concerning the breach of the law committed by a lady of such excellent capacity in voting by post? Mr KING O'MALLEY - I saw the statement. The lady is not sufficiently familiar with the sympathetic heart of the Prime Minister if she thinks he would prevent her from voting. He is the one man on earth who would furnish her with every facility for getting to the poll. OFFICIAL CORRESPONDENCE.",15
16,Mr SCULLIN,NORTHERN TERRITORY LANDS,"Has - the Prime Minister noticed the statement in a leading article of the Argus, that he or his capable of writing an official letter grammatically ?",16
17,Mr FISHER,NORTHERN TERRITORY LANDS,"- I saw the statement, which is rather an unfortunate one, the Argus writer, either wilfully or from want of knowledge, grossly misrepresenting the facts. That journal left a complete sentence out of my letter where it suited its purpose, and then commented on the construction. This is the third time within three months that the same thing has been done in its leading columns. NA RAILWAY. SLEEPERS.",16
18,Mr MCWILLIAMS,KALGOORLIE TO PORT AUGUSTA,"I wish to know from the Minister of Home Affairs if his Department, in testing timber for use for railway sleepers, will give a fair trial to bluegum, stringybark, and other hardwoods ? Mr KI NG O'MALLEY - We intend to see that Tasmania gets justice in this matter.",16
19,Mr MCWILLIAMS,KALGOORLIE TO PORT AUGUSTA,Sh e has not got it yet. INDUSTRIAL POWERS.,16
20,Mr MATHEWS,KALGOORLIE TO PORT AUGUSTA,I should like to ask the Leader of the Opposition a civil question if he would not mind answering it.,16
21,Mr DEAKIN,KALGOORLIE TO PORT AUGUSTA,I am sure that it would be civil.,16
22,Mr MATHEWS,KALGOORLIE TO PORT AUGUSTA,"I wish to know whether, after the refusal of the Premier of South Australia to surrender any legislative rights as regards industrial conditions, he still thinks it is possible to get the States to concede these powers to the Federation?",16
23,Mr SPEAKER,KALGOORLIE TO PORT AUGUSTA,Order ! It is not customary for one honourable member to put a question to another honourable member unless the latter is in charge of some business before the House. So far as I know the Leader of the Opposition is not in charge of any business just now. POSTMASTER-GENERAL'S DEPARTMENT. LEAVE TO OFFICERS.,16
