speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Wednesday, 6 October 1993 The House met at 10 a.m. NA",11
1,The Clerk,ABSENCE OF MR SPEAKER,"I infonn the House of the unavoidable absence of the Speaker. In accordance with standing order 14, the Chairman of Committees, as Acting Speaker, will take the chair.",11
2,Mr ACTING SPEAKER,ABSENCE OF MR SPEAKER,"Mr Jenkins) thereupon took the chair, and read prayers. NA Suspension of Standing and Sessional",11
3,Mr BEAZLEY,BUSINESS,I move: That so much of the standing and sessional orders be suspended as would prevent at this sitting: (1) the interruption of business required by standing order lOlA occurring at approximately 12 noon; and (2) questions without notice being called on at 3 p.m. The reasons for this are pretty obvious; they go to the visit of the President of Chile. Question resolved in the affinnative. NA Suspension of Standing and Sessional,11
4,Mr BEAZLEY,URGENT LEGISLATION,"I move: That, in relation to the proceedings on the following bills, so much of the standing and sessional orders be suspended as would prevent the Leader of the House making one declaration of urgency and moving one motion for the allotment of time in respect of all the bills: Appropriation Bill (No.1) 1993-94; Appropriation Bill (No.2) 1993-94; Appropriation (Parliamentary Departments) Bill 1993-94; Loan Bill 1993; States Grants (General Purposes) Bill 1993; Wool International Bill 1993; Australian Wool Research and Promotion Organisation Bill 1993; Wool Legislation (Repeals and Consequential Provisions) Bill 1993; and Wool Tax (Nos 1 to 5) Amendment Bills 1993. Honourable members will note that the relevant bills incorporated in this guillotine are the appropriation bills, which we are currently discussing, a loan bill and a series of wool related bills. All these particular manoeuvres are required of us by virtue of the timetable imposed upon us by the Senate. If we are going to get these materials through to the Senate by the end of October, as we must, then it is inevitable that we will need to guillotine these bills. This merely foreshadows Orders a fair amount of similar activity in the next couple of weeks of sitting. It is not the best way to do business, there is no question about that; but it is inevitable in the circumstances imposed upon us by the Senate.",11
5,Mr HOWARD,URGENT LEGISLATION,"The opposition totally rejects this motion and totally rejects the absolutely fallaciQus arguments that have been advanced by the Leader of the House (Mr Beazley). If he has trouble getting legislation through, he should sit the parliament next week. He should sit the parliament for longer periods. Why do we not demonstrate to the Australian people a willingness to work longer hours, to sit more frequently, and to create in the House of Representatives, which is the popular House Orders of the Australian parliament, evidence of our commitment to passing sensible legislation, in sensible hours, and in a civilised fashion? More than on most occasions the focus of the country is on the doings of this place because of the remarkably petulant performance of the Prime Minister (Mr Keating) yesterday. Perhaps there is no more appropriate time than now to say something about the way in which the affairs of this House are conducted. I know that the Leader of the House does have, above and beyond many of his colleagues, a concern for the way in which this parliament is conducted. I know how disappointed the Leader of the House was in the behaviour of his ,Prime Minister yesterday. I know how embarrassed he was, I know how embarrassed the Speaker was, I know how embarrassed the Minister for Finance (Mr Willis) was at the way the Prime Minister behaved yesterday. Yesterday the Prime Minister behaved in that petulant, rude, arrogant, authoritarian fashion because he was unable to get his own way. He demonstrated that very deep authoritarian streak which has always been a feature of his participation in the political affairs of this country. I ask the Leader of the House very genuinelyon behalf of the opposition: what is wrong with the parliament sitting for a longer period through the remaining months of this year? I know that the Leader of the House would say in reply, 'Back in 1968 X did something else, in 1975 somebody else did something else, and in 1983 the Fraser government did something else'. I think the Australian public is a little tired of those kinds of arguments. I think the Australian public recognises that there is something of a logjam at the present time so far as legislation is concerned. I think most of the people who elected us on 13 March would be saying to us, 'If you want more time to debate legislation sensibly and to prevent that build-up of legislation at the end of each session, why on el;lrth don't you people work longer hours in Canberra? Why doesn't the parliament sit longer so you can demonstrate your commitment to sensible debate by sitting more frequently?'. I do not mean sitting longer hours; I mean sitting more frequently. There is a very strong body of support on this side of the House for parliament to sit more regularly. There is no reason why the fewer than 100 days a year that parliament sits, and has sat on average over the last few years, should not, be increased by 30 to 50 per cent. If the House were to resolve to do that we would not only meet - he problems that are inherent in the fact that the government has to move a guillotine in order to get its legislament. tion through but also win some respect and support out in the broader community. It concerns me that every time there is a debate about the proceedings and the happenings in this House not only the culprits are diminished but the whole institution is diminished. What the Prime Minister did yesterday was to diminish not only his status-I do not care very much about that-but also the status of this House. That bothers me far more than anything else. One of the positive things we could all do for this place and fot the reputation of this place in the broader community is demonstrate to the Australian people a willingness to sit longer hours and to take our role far more seriously. I say very directly to the Leader of the House that through the various procedural devices that the government has adopted over the past few weeks it is denying us any reasonable opportunity to say anything of great substance and great consequence in this House. The government is guillotining legislation through and denying us the right to move censure motions. Any Treasurer who faced the sort of pressure that the Treasurer (Mr Dawkins) faced last week after the two weeks that the parliament had been up would have come back and faced the sharp end of a censure motion. The major business of this House at the beginning of last week's sitting would have been a censure motion of the Treasurer. Any Treasurer or senior minister on either side of the House who had been under that kind of pressure would have faced a censure motion, but he did not. We were denied that opportunity. Last week, as the Leader of the House is aware, the Speaker, in a very genuine attempt to do something positive about the proceed- , ings of this parliament, had a discussion with the Leader of the Opposition and me about ways and means of improving the way in which the House is being conducted. I put it to the Speaker. I now put it to the Leader of the House and to the parliament-very openly that one of the major problems we face at the present time is that there is no parliamentary safety valve for the expression of legitimate degrees of dissent and criticism of the governThe government has denied us all of those safety valves; it qas denied us MPls; it has denied us censure motions. YeSterday the Prime Minister brutally and unreasonably denied us a question time, and the government is repeating it again today by moving this guillotine motion. Those opposite cannot parade themselves as even beginning to believe in the way parliamentary democracy operates in this country. They are parading around the nation talking about a republic and, by their very actions, behaving in a very authoritarian fashion. They are not giving us the opportunity to debate things legitimately. The reply of the Leader of the House will be that it is because of the Senate's motion. MrBeazley-It is.",11
6,Mr HOWARD,URGENT LEGISLATION,"I have heard that before. Let me anticipate what the Leader of the House is going to say. My response to that is very simple: if the Leader of the House wants more time we will give it to him. If he wants to sit longer we are prepared to sit longer. If he wants to say this morning that parliament will sit next week to give us more time, good on him. He will get that motion passed without any dissent from the opposition. We are happy to sit every working day between now and the middle of December in order to have a rational level of parliamentary debate. We on this side of the House are perfectly happy to cancel other arrangements in order to fulfil our biggest duty: to sit in this parliament and to sensibly discuss tion for the benefit of the Australian people. Nobody, by the wildest stretch of imagination, could argue that what is happening in the parliament at present is good for Australian democracy or is good for the parliamentary system. The Leader of the House has it in his hands because he has got the numbers. He and I are good enough political realists to know that whoever has the numbers in this House ultimately gets his or her way. He has the numbers and he has it within his power and authority to do something to lift the reputation of this place. If the Leader of the House were to announce this morning a willingness to sit the parliament between now and the end of the year, he would win for himself the respect of this parliament and the respect and gratitude of the Australian people. The Australian people are not very impressed with what is happening at present. They were not impressed with the way the Prime Minister behaved yesterday. They were not impressed with that arrogant, petulant display of brutally unacceptable bad manners. They were not impressed with a man who holds the most responsible, sensitive position in the country so far losing control of himself that he looked as though he was a petulant bullyboy taking his bat home because he could not get his way. That is the Prime Minister of those opposite; that is their problem. Frankly, I do not care about the Prime Minister. I have no regard for him at all. I think he is a disgrace to this country. He distorts, deceives and misrepresents every issue. Yesterday, he went to a. press conference and said that, six or seven times during the term in office of the Fraser government, question time had been dispensed with in the manner in which he had dispensed with question time yesterday. That is completely untrue and the Leader of the House knows it. That is a complete and utter lie, distortion and deception.",13
7,Mr ACTING SPEAKER,URGENT LEGISLATION,Order!,13
8,Mr HOWARD,URGENT LEGISLATION,I withdraw the word 'lie'. Mr Chynoweth interjecting,13
9,Mr HOWARD,URGENT LEGISLATION,"I have withdrawn the legislaword 'lie', so do not get excited.",13
