speakerGroups,Speaker,Title,text,pageNumbers
1,The DEPUTY SPEAKER,Unknown,Hon.,169
2,Mr CHESTER,Unknown," Gippsland reason to trust the assurances by this Prime adequately compensated for the impacts of Minister who promised there would be no carbon fair, the Prime Minister has been partly true government she leads; there was a carbon Brown and now is led by Christine Milne. It forced this government into this position. The be the heart and soul of the Australian Labor inner-city latte sippers. These workers have polluters' and told that their jobs will go as for closure. With just days to go until the carbon tax been no guarantees whatsoever given by this government scheme, other than ministers claiming that they scheme aimed at shutting down power stations. at least three power stations in the Latrobe Valley. the negotiations are going absolutely nowhere. minister for industry and resources have not deadline would just add to the uncertainty simply no certainty for any power station Latrobe Valley. Those opposite like to say that the opposition hard working people in the Latrobe Valley are jobs under this government and its policy to regional Australia admitted recently there adjustment package, which is supposed to assist the carbon tax, regions like the Gippsland-Latrobe Valley families got when no-one knows if the no-one knows what the guidelines are for The Labor Party of old stood up for blue-collar power at all costs. It is doing these pathetic created a job in regional Australia and are a direct regional communities. There is an absolute including the Latrobe Valley, and it is directly created through its reckless decision to Those opposite like to claim that there are manufacturing and other industries in regional Wednesday, 27 June 2012 BC Scott) took the chair at 9:30. NA Gippsland Electorate: Carbon Pricing and Latrobe Valley families have no Minister and this government that they will be the carbon tax. This, after all, is the Prime tax under the government she leads. To be to her word. There is no carbon tax under the tax under the government that was led by Bob is this grubby deal with the Greens which has blue-collar workers in my region, who used to Party, know they have been sold out to the been vilified. They have been described as 'big the government implements its policy of contract cascades through regional economies, there have in relation to the contract for closure are sticking to the 30 June deadline. This is a There are currently negotiations going on with It is the worse kept secret in the world that Both the minister for climate change and the ruled out extending the deadline. Extending the in the Gippsland-Latrobe Valley region. There is worker in my community or their families in the is scaremongering on this topic. The scared. They are scared about the future of their shut down power stations. Even the minister for were no guidelines for the regional structural the regions which are adversely affected by Valley area. What hope have the Latrobe contract for closure scheme is progressing and the regional structural adjustment package? workers; now it simply stands for staying in deals with the Greens, who, I stress, have never threat to all of our traditional industries in crisis of confidence in regional communities, linked to the uncertainty this government has legislate for the world's biggest carbon tax. other factors at play in terms of the impact on communities, in terms of the downturn we are experiencing. I acknowledge that there are other why make it harder? Why make it harder world's biggest carbon tax during",169
3,Ms RISHWORTH,CONSTITUENCY STATEMENTS," I important work that was done by Australians Force between 1946 and 1952. I believe it contribution made by the British Commonwealth this opportunity to recognise all Australian Following the defeat of the Axis powers into enforce the conditions of unconditional devastating conflict. The British Commonwealth of overseeing the demilitarisation and disarmament Occupation Force occupied five Japanese prefectures primarily concerned with overseeing the demobilisation dismantling of Japanese war-making capacity, converting it to civilian use. Members of also involved with supervising elections and government in this nation. Although the British Commonwealth Occupation Britain, India, and New Zealand as well significant contribution proportionally in comparison 16,000 Australians served under the British deployment of Australians under the BCOF was the first time that Australia had participated which it had defeated in war. In fact, the commanded by an Australian officer, and for Australia who represented the force. It recognised for their contribution during Australians from the Air Force wing, the Hospital and Australians serving with It is clear that Australia played a significant Occupation Force, and it is important that we I would like to thank a constituent of mine He has been a big advocate for those who have represent these issues to the Australian government. a whole range of activities which are there Clark and thank him for bringing this to our the work they have done in this area.",170
4,Mr ALEXANDER,CONSTITUENCY STATEMENTS," On question was directed to the Minister for Sport: gold medals at the London Olympics?' The minister's factors at play, but I simply ask the question: for regional communities by implementing the an already difficult time? British Commonwealth Occupation Force am pleased today to rise to talk about the through the British Commonwealth Occupation is important to acknowledge the significant Occupation Force and I would like to take troops who served in that important force. World War II, the Allied forces deployed troops surrender which had brought an end to the Occupation Force was charged with the task of Japan. The British Commonwealth with a population of 19 million and was of Japanese troops as well as the including by destroying military equipment or the British Commonwealth Occupation Force were establishing the foundations for democratic Force consisted of 45,000 members from as Australia, Australia's participation was a to the other countries. A total of around Commonwealth Occupation Force. The main landed in Japan on 21 February 1946, and this in a military occupation of a sovereign nation British Commonwealth Occupation Force was two-thirds of the occupation period it was only is not only the infantry soldiers who must be this period of our history but also the 2,200 130 Australians from the Australian General the Royal Australian Navy in this region. role in the work of the British Commonwealth remember the contribution of those Australians. who brought this to my attention, Ronald Clark. served in this area and he has continued to There is also a collection of legacies and to serve our veterans. I wish to recognise Ron attention. I also thank him and his comrades for Sport this week's Q&A program the final audience 'What significance is it to Australia to win response was to talk of the tried and true trickle-down effect: that greater results inspiring a new generation of sporting At the 2008 Beijing Olympics taxpayers forked for each of the 13 gold medals that were won infrastructure development and state government times. Australia is a sport-loving nation, and developed through the achievements of participation numbers in rapid decline, childhood size of our televisions ever bigger, we must 75 per cent of national sporting and infrastructure It has been well documented that a much effect, where the provision of access opportunity immediate result of creating a greater pool the elite level as a by-product. The greatest physical, mental and social health in the activity. It has emerged overnight that Australia has 1933, when our Davis Cup team chose not to with the loss of tennis courts and participation, player development. This year we celebrate and 50 years since Rod Laver won for the second Then we invested no money in player development and the highest levels of participation in the country has before or since. The true value result of the broad-based community participation champions that we have played with, and then great achievements as fellow participants and the game. When we next return to this place the Olympics of us will join with our constituents in celebrating TV screens and then hopefully also join them future generations can also have something to celebrate.",170
5,Ms HALL,CONSTITUENCY STATEMENTS,"Shortland-Government Whip) valuable learning opportunities for students throughout the whole of the state. Unfortunately, elected TAFE colleges in my area have come deliver expenditure cuts, which has resulted Speaker, I seek leave to table those Leave granted.",171
6,Ms HALL,CONSTITUENCY STATEMENTS,"I thank the House. I am very making NSW number one, whish is going to be achieved at the elite level lead directly to participants to become future champions. out $16.7 million in direct federal funding by the Australian Olympic team. Include elite grants and the cost increases four or five much of our national culture and identity has our sporting heroes. Yet, with community obesity levels becoming epidemic and the question if we have struck the right balance when funding goes to elite development. more powerful policy response is the trickle-up for individuals to participate in sport has the of sportsmen to find talent from and progress to thing that a government can do to promote good Australian community is to encourage physical suffered its worse Wimbledon men's result since play in the UK. This result is commensurate despite the huge injection of funding into elite 60 years since Frank Sedgman won Wimbledon time on his way to winning the grand slam. but we had the largest number of courts world, and we dominated that sport as no other of a gold medal comes when elite achievement is a in sport. This is the history of our greatest they rose to the top. We could celebrate their competitors, understanding the complexities of will have come and gone. I know that all the international successes we see on our for a jog, a swim or play with a ball so that our Vocational Education and Training Workers Compensation (09:40): TAFE in New South Wales provides not only in my electorate but in electorates since the O'Farrell government has been under siege. They have pressure on them to in 35 courses being cut in the Hunter. Mr Deputy courses that have been cut in the Hunter. worried about the report Smart and skilled: released by the state government. It is looking at training expenditure, and trying to cut competitive market. I believe that TAFE in communities with skilled and trained workers system, which the federal government is supporting, the quality of training that is provided through that do provide training, but the quality and through TAFE have is second to none. I voucher system being introduced in New South electorate who are attending TAFE are also The final thing that I would like to put compensation system. As a person who worked the changes the New South Wales state counterproductive. Rather than injured workers going to be fewer workers who are going to risk of re-entering the workforce. From my initial is extreme concern for workers who are injured. together and support workers. (Time expired) Mrs PRENTICE (Ryan) (09:43): In a few carbon tax will come into effect in Australia. implications for our economy, household economic conditions it comes at arguably the which we were promised we would not get with made that promise five days before the last judgment on its success or failure The Ryan electorate will be hard hit by has been branded by this Labor Gillard government country. It is estimated that the carbon tax will 13 financial year, and this is set to increase Lord Mayor Graham Quirk has lobbied tirelessly decision to slug Brisbane's ratepayers, but ratepayers have already spent millions of dollars this tax comes into effect on 1 July council estimates $30 to ratepayers' average annual rates bill Council more than halved its annual carbon on the way to achieving its target for the council LNP council is purchasing 100 per cent green emissions from its public transport and vehicle trees and saved more than 550 hectares Yet, despite these genuine green initiatives Brisbane City Council does not meet the Gillard City Council is Australia's largest council Brisbane has greater responsibilities, including transport, than other councils. These are public further and move vocational courses into the New South Wales has provided industry and our that are second to none. The apprenticeship has been dominated by TAFE because of those institutions. There are private providers the knowledge that those students who are trained know that TAFE teachers are worried about a Wales, and I know that those people in my concerned about the implications for them. on the record is the change to the workers in rehabilitation, I am terribly concerned that government has pushed through will be re-entering the workforce I think that there are be prepared to undertake retraining and take the reading of the legislation I think that there I believe that all members should come Ryan Electorate: Carbon Pricing days time the world's biggest economy-wide As a significant new tax it will have massive budgets and jobs, and given current global worse possible time. This is the tax, of course, this government. Prime Minister Gillard, who election, now desperately wants us to pass on day one and then move on. this toxic carbon tax. The Brisbane City Council as one of the top 294 polluters in the cost the council over $15 million in the 2012when landfill liabilities come on line. Brisbane against this government's ridiculous those pleas have fallen on deaf ears. Brisbane achieving real green initiatives, but when that the carbon tax will add about $20 to every year. Between 1990 and 2010 Brisbane City emissions from 500,000 tonnes to 220,000 tonnes to be carbon neutral by 2026. Currently, the power for its buildings and offsetting all carbon fleets. In addition, it has planted 2 million of at-risk bushland from development. to reduce the council's carbon footprint, government's carbon tax criteria. Brisbane with over one million residents. This means that the operation of landfill sites and public services which should not be taxed under the carbon tax, particularly when council is making footprint. We all know that the next election will most tax. The coalition will seek a mandate to coalition government will have a contract tax can be repealed quickly, and if Labor repealed within six months. Only under a coalition cheaper with the scrapping of the carbon tax. National School Chaplaincy",171
7,Mr ZAPPIA,CONSTITUENCY STATEMENTS," Last night continuation of federal funding of the school required in response to the High Court decision process was invalid because it had The school chaplaincy program provides government and non-government, across Australia. inception, and I have argued for the continuation parliament. Thirty schools in my electorate Chaplaincy and Student Welfare Program. officers, I have spoken with school principals work of the chaplains and welfare workers with in school life for teachers and parents. For students, growing up in today's world pressure, parental expectations, bullying, studies, severe emotional stress. Particularly where students through these difficult times falls magnificently, but it should not be a teacher's albeit today most teachers have assumed many parents. School chaplains and welfare workers turn allow teachers to do what they do best. Access to a neutral person who will listen students with someone they can turn to during people feel comfortable talking to their parents School chaplains and school welfare workers fulfil that is vitally needed. I welcome the government funding of government for acting swiftly to restore the government recently provided funding so that can benefit from the National School Chaplaincy schools are in my electorate of Makin: Banksia School, Keller Road Primary School, Madison Catholic School and Para Hills West Primary the program, and I know that they will all such a significant effort to reduce its carbon certainly be a referendum on this toxic carbon repeal the carbon tax, and if we are elected a with the community to honour that mandate. This respects the outcome of the election it can be government will electricity prices be and Student Welfare Program the parliament passed legislation enabling the chaplaincy program. The legislation was last Wednesday that the existing funding not been authorised by legislation. support to more than 3,500 schools, both I have supported the program from its of it since being elected to federal of Makin participate in the National School I have met many of the chaplains and welfare and parents about them and I have seen the the students. They serve a very valuable role can be extremely traumatic and stressful. Peer social life and even drugs can result in both parents work, much of the burden of guiding upon teachers. To their credit, teachers respond responsibility. Their priority should be to teach, responsibilities that traditionally fell upon take much of the burden off teachers and into their needs without being judgmental provides difficult times in their lives. Not all young or their teachers about personal problems. this role, and in today's world it is a role the program, and I particularly commend the funding following the High Court decision. The an additional 1,000 schools across Australia and Student Welfare Program. Six of those Park Primary School, Golden Grove High Park Primary School, Our Lady of Hope School. I know that they will all benefit from be relieved that the funding has been restored.",173
8,Mr FRYDENBERG,CONSTITUENCY STATEMENTS," On of age. Paul is a giant of a man, a distinguished decent human being. No other living Australian than Paul Fitzgerald. His works include three only official portrait in the Silver Jubilee year of 1977. His other portraits include those of Prince of Wales; Pope John XXIII; two Australian ministers, Sir Robert Menzies and Malcolm Fraser; including Sir Henry Bolte; 14 Supreme Court Knox; four archbishops, including Daniel Germany; King Hisamuddin of Malaysia; and the 15 countries around the world. One doubts there subjects anywhere in the world. Paul's life is dotted with achievements was the second son of Frank Fitzgerald and Margaret journalist at the Argus and the Age and saw outstanding school in Kew, Xavier College. Paul's this day. Paul studied at the National Gallery and 1946-47, a period which was interrupted World War II. Paul founded the Australian Guild for seven years, and remains a life member of council. He had seven children-Fabian, Marisa, was fortunate to celebrate his 55th wedding of the late Lieutenant-Commander Michael Parker and Prince Philip. Mary is a graduate of Genazzano, career in her own right, having had been a as the 'first lady of Australian television'. I have been fortunate to get to know Paul deeply held values and ideals. I am very proud professional life as well as his lifelong connection significant contribution to the art world acknowledged and celebrated. His legacy and more years to come. I wish Paul and his family of a grateful community I say to you a very celebrations to come.",174
9,Mr BRADBURY,CONSTITUENCY STATEMENTS,"Lindsay-Assistant Treasurer (09:51): I rise to acknowledge residents of on the 2012 Queen's Birthday Honours List. Firstly, commended for his work with the NSW, I recognise James Broadbent, who Australia-AM. As an academic and researcher,  1 August, Paul Fitzgerald AM turns 90 years artist, a generous benefactor and a thoroughly artist has painted more notables and nobles portraits of the Queen, one of which was the Philip, the Duke of Edinburgh; Charles, Prince governors-general; two Australian prime six state governors; two state premiers, judges; two cardinals, including Cardinal James Mannix; Prince and Princess von Baden of list goes on. In all, Paul has painted in over would be a more impressive list of portrait which deserve to be retold. Born in Hawthorn, he nee Poynton. Frank was an art critic and fit with Margaret to educate young Paul at an strong connection with Xavier continues to School for five years in two stints, from 1940-43 by three years of service in the Army during of Realists Artists, where he was president Patrick, Emma, Edward, Maria and Frances-and anniversary to Mary Fitzgerald, who is the sister AO, former private secretary to the Queen also in Kew, and had a distinguished successful actress and TV announcer and is known over recent years and came to appreciate his of what he has achieved over the years in his with my electorate of Kooyong. Paul's and the Australian community deserves to be his works are bound to live on for many, many continued good health and joy, and on behalf happy 90th birthday. May there be many more Lindsay Electorate: Queen's Birthday Honours and Minister Assisting for Deregulation) the Lindsay electorate who were recently named National Trust and Historic Houses Trust of was appointed a Member of the Order of James has been recognised for his significant service to the preservation of Australia's housing and the significant contribution After almost 30 years of dedicated service Dianne Giblin has also been appointed a Member a significant contribution to the Federation variety of education boards. She has fought all children. I congratulate Honoured with an Order of Australia Medal, passion for humanitarian issues and improving contributor to our local community through organisations. I congratulate Lily on this currently in Italy representing Recognised for his service to the sport community, I congratulate Max Laughton OAM. well as dedicating much of his life to the show Our local community has much to thank Max Penrith Paceway. I congratulate After decades of community service, Harrison, have each been awarded a Medal of the couple have been described as 'community contribution to the Mt Druitt Hospital Auxiliary, building the Kingswood Neighbourhood Centre. recognition of their invaluable Finally, I wish to recognise Australian resident, Inspector Wayne Buxton. Wayne continues to serve Fire and Rescue NSW. He throughout his career. I congratulate Wayne the very best for the future. I wish to acknowledge all these outstanding beyond.",174
10,Mr KEENAN,CONSTITUENCY STATEMENTS," I would like North Little League baseball charter who have national championship for Western Australia since 11and 12-year-olds are the best players selected Coast Ball Club and, from my electorate of Stirling, to Taichung, Taiwan, to represent Australia in July. The boys will be given the opportunity people, which is an exciting prospect for the will go on to the Little League World Series States, in August. history. I congratulate James on this award he has made to this field of research. to public education, Werrington Downs resident of the Order of Australia. Dianne has made of Parents and Citizens Association of NSW and a for funding increases and a quality education for Dianne on receiving this honour. I congratulate Lily Cowen. Lily has a strong the lives of women. She has been a significant a range of charitable, arts and music achievement and wish her all the best. She is the Zonta Club of Nepean Valley. of harness racing and the broader Penrith Max had a long career as a police officer, as society and the Penrith Harness Racing Club. for, most notably his work to build our iconic Max on receiving this great honour. dynamic husband and wife duo, Max and Dulcie the Order of Australia. Married for 57 years, stalwarts'. Dulcie has made a significant whilst Max has dedicated much of his life to I congratulate Max and Dulcie on this service to our local community. Fire Service Medal recipient and Cambridge Park joined the fire brigade in 1967 and at age 65 has received this award for exceptional service on a long and dignified career and wish him all contributors to our local community and Little League Baseball Australian Student Prize to congratulate members of the Perth Metro recently captured their first Little League its inception in 2008. This team of talented from three clubs: Wanneroo Giants, North the Carine Cats. The team will now go on in the Asia-Pacific Little League Championships to play in front of crowds of up to 10,000 young players. The winner of this tournament in Williamsport, Pennsylvania, in the United It is great to see the dedication and commitment Despite normally playing for different clubs their on-field competitiveness and have instead sure that it is this new bond that has helped acknowledge the hard work of the team's Dean White and Alex Zahradnik, and all encouraged their children to lead The Carine Cats are the largest single T-ball enormously successful season across all age baseball and softball competitions. Congratulations National Championship team of Byron, Gyles, Mark, Tama, Jackson, Dawson, Zak and Chad. I and look forward to hearing of their future successes. I would also like to take this opportunity who were awarded the 2011 Australian Student excellence. Ryan Huynh, of Yokine; Clark Ellis Xanthis, of Carine, were each awarded the prize to put towards their future academic recognise the children's schools, which continue Modern School, Hale School and The prestigious award is given to the top four young people should be very proud Student Prize recognises the hard work, students have put into their studies. I wish ambitions.",175
