speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,10200,132
1,The DEPUTY SPEAKER,Unknown,Mr Jenkins),132
2,Ms ELLIS,Unknown,"Two years Wanniassa branch of the Commonwealth Bank nounced that it was going to close that branch, The good thing that came out of that rally in my electorate to consider very seriously having of that rally came a move to establish a community last Friday-two years to the day since that berra opened at the shopping centre at Calwell. next few weeks, and it will be in Wanniassa Many members in this place have stood up community banks opening in their electorates, excited about it. It is a fantastic initiative. Tuggeranong Valley Financial Services, which and run the Calwell Community Bank. In particular, the board and who was the chair of the original leagues-far too many to name. However, I want Ron Kingsbury, who is now also A wonderful celebration was held at Calwell new venture. Entertainment was provided by and other community groups who had come together Russell Jenkins represented the Bendigo banking solutions sector of the Bendigo Bank, tiative. I know that the community in the Tuggeranong ward to the opening of the Wanniassa branch, branch in Canberra. That will be operative January at the latest. Maria Porreca also played a very big role. shopping centre many times over the last two this initiative. People like Michael Lindfield, Hugh Charlmers, George Kelly and many others This is something which I am very pleased to it is, instead of rallying outside a bank because cause it is opening. I wish the Calwell Community expired)",132
3,Ms PANOPOULOS,Unknown,"I rise tralian Navy against the latest rantings and the member for Corio, who yesterday in his ‘MCHale's Navy'. I share the disgust of many MAIN COMMITTEE Wednesday, 11 December 2002 Wednesday, 11 December 2002 ----took the chair at 9.52 a.m. NA Canberra Electorate: Community Bank ago last Friday, I held a rally outside the in my electorate because the bank had anwhich it subsequently did three weeks later. was that it became the impetus for the community an alternative to one of the big banks. Out bank. You can imagine my absolute joy rally-when the first community bank in CanAnother community bank will open in the where the closure occurred two years ago. over the last couple of years and talked about and I now understand why they have been so I commend all the people in Canberra involved in has now been set up as a company to organise I commend Michael Lindfield, who is on steering committee, as well as all his colto pay tribute particularly to Michael and to on the board of the community bank. last week with the opening of this exciting Calwell High School, Calwell Primary School to celebrate this fantastic initiative. Mr Bank. He is from the community and business which is obviously connected to this new iniValley is also very much looking forwhich will be the second community bank within the next two to three weeks, or in early I have seen Maria sitting behind a table in the years garnering support and shareholders for Maria Porreca, Mike Crozier, Rob Yeomans, were involved in this wonderful initiative. bring to the attention of the House. What a joy it is closing, to be rallying outside a bank beBank great success in the future. (Time Defence: Royal Australian Navy this morning in defence of the Royal Ausravings of a member of the Labor Party. I refer to disgraceful remarks labelled our great Navy as constituents from my electorate who contacted NA Wednesday, 11 December 2002 MAIN COMMITTEE me yesterday and this morning who have sons over in the Gulf and in other parts of the world, job for their country. Perhaps this is no surprise. The Labor Party symbols and great Australian government policies-just to be tough on border protection. But the Australian and that the Labor Party, with the likes of Carmen be genuinely tough on border protection. When defence forces and want to build them up to a the Australian people out there know that, once never be genuine about this issue because they not like that great Australian document, the men and women. They mock our Australian Navy. I call on the member for Corio to apologise serving in our great Navy. Perhaps it is rather vious life, was a singer and guitarist with suggest that with his latest disgraceful comments embarrassing political rock bottom. He should ting there on the front bench of the Labor Party lian institutions. We know, and most Australians rious on border protection or building up the rally deserves.",132
4,Mr RUDD,REPRESENTATIVES MAIN COMMITTEE,"Today I to the House: from 718 citizens of the state of education minister Brendan Nelson to terminate in Australian schools; from 545 residents of the medical indemnity insurance and bulk-billing; state of Queensland, a petition in relation to impaired in my state. When it comes to these important questions, ties be given the right to reflect their views petitions. The petition which deals with the ister, to terminate funding for the teaching the heart of the teaching program for those languages Brisbane's south side. On the question of bulk-billing, we recently outlets in my electorate had gone from 36 down pattern of collapse in bulk-billing services, nation during the life of the Howard government. been a further five per cent drop. There is a crisis represent in this parliament and, beyond 10201 and daughters serving in the Australian Navy protecting Australia's interests and doing their always pretend to support great Australian as at the last election they pretended people knew that that was a great furphy Lawrence, could never at the end of the day the Labor Party say that they care about our level that is acceptable to the Australian people, again, the Labor Party are not serious and can do not like our defence forces-just as they do Australian Constitution. They mock our serving to the Australian men and women who are prophetic that the member for Corio, in his prethe Fabulous Rock Bottoms. May I respectfully he has reached a very unfabulous and very apologise, stop being smarmy and a spiv, sitmocking great Australians and great Austraknow, that the Labor Party will never be sedefence forces to the level that this country natuEducation: Asian Languages Health: Bulk-Billing Health: Hearing Impairment lodged the following petitions for presentation Queensland, a petition to overturn a decision by funding for the teaching of Asian languages state of Queensland, a petition on the crisis of and, from more than 2,000 residents of the the provision of hearing services to the hearing it is essential that the people of our communidirectly into the parliament-hence the value of decision by Brendan Nelson, the education minof Asian languages in Australian schools goes to in all of the schools in my electorate on established that the number of bulk-billing to 26, consistent broadly with the national which have gone down by 10 per cent across the In the last eight months alone, there has in bulk-billing in the part of Brisbane that I that, across the country as well. NA 10202 As far as cochlear hearing services are the members for Watson and Lowe and by others tary debate urging the federal health minister with cochlear implants and to give this matter see that action occur and occur now. Hence, their views with this parliament identifying petitions to the attention of the parliament. When it comes to how we take these matters on the problem with cochlear hearing services. per cent of them children, have been fitted until the decision is made by the government handled in the future. I find it somewhat absurd posal-cochlear implants being an Australian see fit to provide people with access to these lion people are hearing impaired, and of those my electorate of Griffith, many hearing impaired Howard government does in terms of subsidising processors. I commend these petitions to the House. The petitions read as followsTo the Honourable Speaker and Members We the undersigned people of Brisbane's Southside The crisis facing the Australian Medical Profession indemnity insurance; That medical practitioners are being forced to work causing many to fear for the future The national medical indemnity crisis is potentially Southside because of the impact The Howard government's response to this crisis to onstrate a long term basis for the restoration The further impact of this unresolved medical insurance Brisbane's Southside to continue to be able to afford community. We call upon the House to inform the Prime Minister need for the Prime Minister to develop as a matter solution to this ongoing crisis of confidence from 278 citizens. To the Honourable the Speaker and Members of the Students, parents, teachers, and Australian business-people damage the termination of the National Asian Languages (NALSAS) will have on Australia's future. This program is vital to the educational Moreover, its unnecessary termination will MAIN COMMITTEE Wednesday, 11 December 2002 concerned, in June I was joined by my colleagues elsewhere in the parliament in a parliamento make a long-term commitment to children the highest priority. These petitioners wish to we have more than 2,000 petitioners registering what action is now appropriate. I commend these forward, I would also like to add some points About 2,000 Australians, approximately 50 with bionic ears and now face an agonising wait as to how the funding of these services will be that we have the latest technology at our disinvention-yet the federal government does not devices. Across the country more than 1.8 milapproximately 72,000 are profoundly deaf. In residents are directly affected by what the the funding of hearing aids and speech of the House of Representatives: wish to draw to the attention of the House: because of the unresolved national crisis in medical under the strains of escalating insurance premiums, financial viability of their practices. endangering the health of residents on Brisbane's on the local medical profession. date has been short term and thus far does not demof confidence in the medical profession, and; crisis on the ability of General Practitioners on the provision of bulk billing services to our local of this community's deep concerns and of the of the highest priority a financially viable, long term and care within the medical profession. House of Representatives assembled in Parliament. draw to the attention of the House the major and Studies Strategy for Australian Schools and economic interests of our nation. further jeopardise Australia's standing in Asia. NA Wednesday, 11 December 2002 Your petitioners request that the House call on continue funding this valued investment from 718 citizens. (Time expired)",133
5,The DEPUTY SPEAKER,REPRESENTATIVES MAIN COMMITTEE,It mittee for the chair to be a little bit flexible. member for Ryan.,135
6,Mr JOHNSON,REPRESENTATIVES MAIN COMMITTEE,"I am delighted speak about the 2002 Ryan schools Christmas year and had the pleasure to present the winning wonderful electorate of Ryan. The competition reach out to young people, particularly to school in the community and to become more I was delighted with the tremendous number colourful and imaginative entries in this inaugural was very pleased that 10-year-old Harry Robinson was very delighted to go to the school and present for his festive and colourful depiction of which is a tremendous landmark in my electorate. greetings card to community groups and fellow ing those out in the days ahead. I want to thank is terrific that he got involved. I also had who attended the presentation ceremony, along kids present. I am pleased that Fig Tree Pocket State School is a wonderful idea and a wonderful competition. of Ryan; it is the first time in five decades competition. I also want to pay tribute to active in communicating this idea to their teachers that were very encouraging of the pliment them very warmly in the parliament. I also want to thank the principal of the school to make the presentation. We also had dents, teachers and also many of the parents great opportunity for me to personally meet make a wonderful contribution and who will It is very important that members of this electorate. I am sure that many do and I know member for Gilmore, is a member who promotes torate. I want to take this opportunity to compliment tive again next year and I encourage all the pired) MAIN COMMITTEE 10203 the Education Minister to reverse his decision and to in Australia's long-term national interest. may suit the convenience of the Main ComWithout setting a precedent, I call the honourable Ryan Electorate: Christmas Card Competition to rise in the parliament today and card competition, which I launched earlier this students at Fig Tree Pocket School in my was initiated in the electorate so that I could students, and encourage them to get involved active young people early in their lives. of responses I received. There were many Ryan schools Christmas card competition. I from Fig Tree Pocket was the winner. I him with a terrific certificate and a prize Indooroopilly bridge, the Walter Taylor Bridge, Harry's winning design is the feature of my colleagues in this parliament. I will be sendHarry for participating in this competition. It the great pleasure of meeting his mother, Melissa, with the parents of many of the other school encouraged their children to get involved. It It has not been done before in the electorate that the local federal member has initiated such a the grade 4 teachers of the school who were very kids. Helen Purcey and Rowena Tate were two students to get involved. I am delighted to comschool, Jenny MCIntyre, for inviting us to the a lovely morning tea afterwards with all the stuwho visited the school and stayed back. It was a some of these young kids of my electorate who be the leaders of our country in the future. parliament get involved in the schools of their that my senior colleague alongside me, the contact with the young people of her electhe school. I will be launching the initiastudents of the schools to get involved. (Time exNA 10204",135
7,The DEPUTY SPEAKER,REPRESENTATIVES MAIN COMMITTEE,"The chair, using a is approximately 10 a.m. and, in accordance statements has concluded. The chair emphasises precedent. NA NA Debate resumed from 4 December, on motion by Mr Anthony: That this bill be now read a second time.",136
8,Mr DANBY,TRAFFICKING,"With Crimes Legislation Amendment (People Smuggling, ures) Bill 2002. The bill before the Main Committee particular, people-smuggling. Under ‘Division 73.1 defines the ‘Offence of people smuggling'; ple smuggling (exploitation etc.)'; and 73.3 gling (at least 5 people)'. The member for Blaxland has just joined us. liberations and speak on the various issues",136
9,Mr HATTON,TRAFFICKING,"I holding the fort and give concurrent apologies elsewhere. That means that, substantively, I Crimes Legislation Amendment (People Smuggling, ures) Bill 2002 we have before us today. However, if you looked at the list of speakers in relation the shadow minister for justice and customs, one speaker for the government on the other side. On the core issues of the changes to the criminal professional ability of our shadow minister, shadow minister but has a long and serried Wales Bar. The depth and scope of his knowledge and indeed how well the opposition has been conjunction with Senator Faulkner and with gether Labor's policy in this area and a range Code and the changes that the This bill makes a number of changes, to terms of people-smuggling-primitive though trained-the effect is the same kind of effect in particular those offences where Australians we would find jailable in Australia. We have out Asia and, indeed, the rest of world, but particularly fences with under-age people. The effect of law is normally encompassed by the borders significant that we need to reach beyond our MAIN COMMITTEE Wednesday, 11 December 2002 very uncalibrated sundial, ascertains that it with standing order 275A, the time for members' that the events of this morning are not a (PEOPLE SMUGGLING, FIREARMS AND OTHER MEASURES) BILL 2002 Second Reading some difficulty I rise to speak on the Firearms Trafficking and Other Measdeals with various issues relating to, in 73-People smuggling and related offences', 73.2 defines the ‘Aggravated offence of peodefines the ‘Aggravated offence of people smugHe will be able to add to the Committee's dein the bill in much greater detail than me. thank the member for Melbourne Ports for for the member for Banks, who is delayed am up first in relation to this very significant Firearms Trafficking and Other Measyou would not think it was too significant to this bill: for the opposition there is me and the member for Banks, Daryl Melham, but only law made by this bill, I will defer to the who is not only professional in his approach as a career as a public defender at the New South is shown by just how well prepared he is prepared-with the shadow minister working in other members of the opposition-in putting toof other areas associated with the Criminal government has sought to make. some effect. On my reading of the changes in that reading may be, not being legally we have with other Commonwealth legislation, overseas on holiday participate in acts which extended Australian law to have effect throughin areas of Asia in relation to sex ofthose laws is to say that the reach of Australian of our nation but there are particular cases so borders in order to hold to account those people NA Wednesday, 11 December 2002 who are transgressing against local laws, particularly the cooperation of those jurisdictions, That extension of Australian law is to bring gal acts overseas. It is also to assist foreign gality they face-and we have seen a number of a number of Asian countries where Australia's made have been extraordinarily welcome. Does this bill operate in a similar way? Criminal Code to criminalise further aspects laws are against people-smuggling; two, what dealing with Australian citizens who organise does not cover overseas people smugglers at illegal sex acts or sex trade overseas. Here smuggling. The new provision in the ... the smuggling of persons from Australia to another a third country, with or without transit through Australia Let us look at that. Firstly, it says ‘from Australia', where in the world, so it could be Finland or those two countries or any of the other 180 country other than Australia to a third country'-for people from the United States to Sri Lanka, movement generally is not from any advanced are poorer and more dependent or Third World countries where there is an economic incentive country. People smugglers say, ‘You get entry that you want-jobs, pensions or whatever else.' Thirdly, it says ‘with or without transit passed within this bill? You have to make a necessary If you are dealing with people being smuggled from one country to a second country outside they might be routed through Australia either Australia may not be involved at all. This Australia is not involved at all. Two countries people were coming from Iceland through Australia needs to be covered in this bill. Further, the by the shadow minister, the ... the offences will apply where the person who organised that conduct in Australia or is Here the reach is similar. We are dealing with ising or assisting in people-smuggling. Wherever diction or in overseas jurisdictions-they $110,000 or 10 years in jail. Further, a case prisonment or a fine of $220,000. There is a series aggravated. I might go to that shortly MAIN COMMITTEE 10205 in a number of Asian jurisdictions. With we have put these laws into place. to justice Australians who are perpetrating illejurisdictions in their attempts to clean up the illeexamples in the past in the illegal sex trade in intervention and the legal changes we have If I am correct, it inserts new provisions into the of people-smuggling. One, we know that our is the particular element here? This element is or participate in the act of people-smuggling. It all; it covers Australians if they participate in it is transferred to the question of peopleCriminal Code Act 1995 criminalises: country, or from a country other than Australia to our jurisdiction, ‘to another country' anyIceland. It most probably would not be either of or so that we have. Secondly, it says ‘from a instance, if people attempted to smuggle that would be covered by this bill. We know the Western industrialised country to countries that countries. It is generally going to be from to get out of that context and go to a richer into this country and you will get everything through Australia'. Why is that provision encomor a contingent connection to Australia. from Australia or with people being taken Australia, this needs to encompass the fact that by boat or more likely by plane. Alternatively, condition might not be seen as necessary where may have no necessary association. However, if to Fiji, as unlikely as that might seem, it explanatory memorandum and the notes provided member for Banks, indicate that: or facilitated the smuggling either engaged in an Australian citizen or resident. Australian citizens perpetrating acts of organthey are-in Australia in our normal juriswill be held to account. There is a penalty of of aggravated people-smuggling is 20 years imof cases where it is a question of that being but I will divert for a moment. NA 10206 This bill covers a range of things. In some smuggling, the question of importing guns, cross-border other attendant measures. People-smuggling and my electorate of Blaxland, which is in the pacted by immigration, by activities involving ficking of arms. Over a long period we have people in Blaxland live but also One issue here that might be seen as political-it the fact that, if there is no control of your ment programs 10, 20 or 30 years down the track, your area can be destroyed. There is fear and what the Fraser government did in the late duced into Australia with no criminal checking country of origin or their association-no departmental operation. One travel agent was given the 14,000 people from Lebanon-from the war by the Fraser government. They simply",136
