speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Wednesday, 4 December 1996",13
1,Mr SPEAKER,Unknown,"Hon. R. G. Halverson OBE) took the chair at 9.30 a.m., and read prayers. NA",13
2,Mr SPEAKER,MEMBER FOR COWPER,"Yesterday the honourable member for Hotham (Mr Crean) asked me a question, which he had first raised on 21 November, concerning an incident involving the honourable member for Cowper (Mr Nehl) which occurred during a division on 19 November. In raising the matter on 21 November, the honourable member asked if I would instruct the member for Cowper to apologise to the House for moving from one side of the House to the other after tellers were appointed for a division. The honourable member for Cowper on his own initiative unreservedly apologised to the House on the same day and I considered the matter closed. Yesterday, the honourable member for Hotham asked me if the Votes and Proceedings need to be altered. It is not unusual for members to be still moving around the chamber when tellers are appointed. Indeed, yesterday, when a division was called on an amendment moved by the honourable member for Hotham, many members were still moving to seats after the chair had appointed the tellers. Whilst this is undesirable, it is not an infrequent occurrence. The honourable member for Cowper has unreservedly apologised to the House for moving late in the piece. As far as I am concerned, the matter is closed and I do not propose to make any alterations to the Votes and Proceedings.",13
3,Mr CREAN,MEMBER FOR COWPER,"On indulgence: if I understand what you have said, unless I had asked a further question yesterday, you would have considered the matter closed because the member for Cowper (Mr Nehl) had apologised. That was something that had not been conveyed to me. Mr Reith-It is not an apology to you person all y .",13
4,Mr CREAN,MEMBER FOR COWPER,"If I can respond to yet another intemperate interjection from the leader of government business, the commitment that the Speaker made was to come back and report to the House on this matter. It is not sufficient, in my view, for the member for Cowper to simply come in here, make an apology and then for it to be assumed that the matter is closed. There is an obligation to come back and report to this House on what has been a clear movement by not just any member of the House but the person who is the Deputy Speaker of the House. It is all very well to say that people move around the place and that people are slow, but this is a circumstance on which I took a point of order on the night. It was a very tense evening because we were being denied the opportunity to move amendments on which there had been previous agreement that we should be allowed to move. I was attempting to get the call to suspend standing orders to put what we believed we had an undertaking to enable us to put. I took the point of order in the division. I took it immediately. Therefore, I make the distinction between this and the point you made to me yesterday in relation to the Costello incident that I should have raised it at the time. I might say on that point that I was conscious of the fact that I was being held away from the dispatch box, but I viewed the video after I left the place that night-and you might recall that we did not sit on the Wednesday because the President of the United States was here. But I took the opportunity at the first available instance to draw your attention to the video because I think it demonstrates what was a clear attempt to prevent me from getting to the dispatch box. The Tuesday night was a very difficult period. All I am saying is that we believe that agreements were breached. It is in those circumstances that we are entitled to pursue every tactic and every interest that we are capable of. When the point was made to the Deputy Speaker of the House, he said on the night that he was not in breach. Not only did I take a point of order that night in relation to this,  Standing order 202 is quite specific. It says: On the tellers being appointed, every Member within the seats allotted to Members shall vote and no Member may move from his or her place until the result of the division is announced. On the night when you asked the member for Cowper to reflect, he effectively said he was in the place at the right time. I accept that you were entitled on that night to accept his word, but I invited you to view the video. What is clear from the video is that, once the tellers were appointed, the angle shot of this chamber shows the member for Cowper moving from his seat in complete contravention of standing order 202. It may be that others who are new to this place and others who have been in this place and do not read the standing orders because they are difficult to comprehendMr Reith-You have trouble with them.",13
5,Mr CREAN,MEMBER FOR COWPER,"All of us have difficulty with them, but my point is not the Deputy Speaker, not the person who aspires to office in this place, not the second most important presiding officer in the chamber, not that person. So let us not have any silly quips from your side. These people put themselves up for office to uphold the standing orders of this place, to enforce the procedures. The simple fact of the matter is that what the member for Cowper did was in contravention of standing order 202. I do not believe that there is any question about that. I do not believe that a simple apology is sufficient, although I accept that that is important. He gave you wrong advice, in my view, on the night. Had he given you the correct advice on the night, the issue could have been corrected at the time in accordance with standing order 208. You could have recommitted the division or asked the member to return to his seat. The fact of the matter is that that time has passed; the vote has been taken. What now needs to be done, in my view, is have the Votes and Proceedings corrected to reflect the fact that the member for Cowper moved from where he was sitting and he should not have been able to do it. I argue this very strongly, because I think we have had difficult circumstances in this place over the last few weeks. I know that tensions have run high, but I think that we have an obligation, if in fact anything is to be taken by the lifting of the standards, the independence of rulings and all of those sorts of things, to enforce standing orders where there have been clear breaches of them. Mr Speaker, because the time has passed for correction understanding order 208, I would suggest to you that what needs to be reflected in the Votes and Proceedings is where the member for Cowper was sitting when the tellers were appointed. I would urge you to reflect on that point. It is all very well to say that we are not going to enter into video replays and all those sorts of things. The simple fact of the matter is these are matters of record now. There are times when everyone can have different interpretations. In the heat of the moment people say things and then, after they have reflected on them, realise they were wrong and come back into the House and say so. I acknowledge the fact that the member for Cowper did the right thing at an early opportunity, but at the time when we could have corrected this under 208, either because of wrong information to you or because there was uncertainty about precisely what had been involved, we accepted what had been said. I know of in what detailed form you have gone through what was at issue yesterday in relation to the correction of the Hansard record for the Minister for Defence (Mr MCLachlan) and the member for Werriwa (Mr Latham). I say you have to go through the same level of detail here and you have to, as a consequence of that, correct the record in terms of the vote. The member for Cowper was not entitled to move. You know he was not entitled to move. The standing orders say he was not entitled to move. But, most importantly, the member for Cowper knew he should not have moved. He is the Deputy Speaker of this House. He, second to you only, has the responsibility to uphold the standing orders in this place. The fact that he did not do it I think is a sad reflection, but he has apologised. What is now needed is for the votes to retlect where he sat and be therefore altered accordingly.",14
6,Mr REITH,MEMBER FOR COWPER,"On indulgence, Mr Speaker, just to brietly respond to the remarks made by the Manager of Opposition Business, the member for Hotham (Mr Crean), and to add to the comments which you have made on this matter. I must say that I do think that the Manager of Opposition Business is attempting to make a mountain out of a molehill. The member for Cowper (Mr Nehl) acted entirely reasonably. The point was put that he apologised without reservation to the House. He could not have acted in a more appropriate way in accordance with the spirit of the forms and procedures of this House-unlike, I must say, one previous occasion when the Leader of the Opposition (Mr Beazley) withdrew but failed to apologise, which the Prime Minister (Mr Howard) reminded us of yesterday. But I do think just taking a common sense approach to this matter would lead us to the conclusion that the intent of the standing orders is that, when we have a division, a division is called, the bells are rung, people come into the chamber and everybody, as the standing orders basically say, has to take their seat so the tellers can work out who is on which side. Obviously, in that process we have people coming in late, they are not sure which side they are going to sit on and they are not sure what the division is about. Many a time we have seen people work out what is actually happening and finally take their seat in a proper way. This is human nature. This is a sort of practical, common sense outcome of the system we have. As you said, Mr Speaker, in your short statement-and a short statement, quite frankly, is all that is necessary to dispose of this matter, despite the long speech we have had from the member for Hotham: ... yesterday, when a division was called on an amendment moved by the honourable member for Hotham, many members were still moving to seats after the chair had appointed the tellers. What you say is perfectly right, a fair retlection. Even only yesterday we had such an example. It is not a big thing. In fact, there nothing in this. To make a song and dance about it as the Manager of Opposition Business does just makes me wonder why he should do so. Mr Crean-It is in breach of the standing orders.",15
7,Mr REITH,MEMBER FOR COWPER,"Okay; why didn't you get up yesterday and say that it is dreadful that all these experienced members on your side had not taken their seats at the time the tellers were appointed? Why didn't you say so? Because it would be an absolute absurdity for you to do so. Your claim that the member for Cowper is an experienced member, which he is-he is highly respected in the chamber for his experience, competence and the like-is not a strong point in support of your argument, because the reality is that the same could be said of a whole lot of people yesterday who were not seated at the point in time when the tellers were appointed. Quite frankly, what are you on about? Mr Crean-What are you on aboutdebasing the standards?",15
8,Mr REITH,MEMBER FOR COWPER,"What I am on about is the most you could say is that there was an inadvertent delayed move for which an apology has been made and the Speaker has ruled on the matter. That is basically it. That is the end of the game. I do not need to delay the House but to simply reinforce our view of the matter: the Speaker's statement is a sensible, common sense approach to the issue. On that basis, we would expect that the common sense approach to the standing order will continue to be applied by the chair.",15
9,Mr FILING,MEMBER FOR COWPER,"On indulgence, Mr Speaker, if I can just make a small contribution from an independent perspective. I agree with the Leader of the House (Mr Reith). If I may say so, the House of Representatives Practice, on my reading of it, entirely supports your statement. In fact, the member for Cowper (Mr Nehl), having apologised, probably was doing so in deference to the interests of the House. He perhaps has overreacted, in a sense. Quite clearly the House of Representatives Practice gives not only the precedent but also, is in my view, the theme of how a division should be counted or how divisions should be conducted, to the extent where on a couple of occasions the House has accepted members crossing after the appointment of tellers. As we all know, when there are errors in the counting of divisions, the errors are often corrected by agreement between, for instance, the whips of the respective parties or other interested parties to ensure that the Votes and Proceedings are in fact an accurate record of what took place in the chamber. I want to reflect on one aspect of this. Obviously the configuration of the House and the way in which divisions are conducted give rise often to difficulties in movement. Mr Speaker, you have obviously reflected on the point raised by not only the member for Hotham but also, I think, another member who felt that he was physically prevented from moving freely in the chamber. That is something of concern to me as a member. Mr Speaker, you were not present last night-the Deputy Speaker was-when I brought attention to the fact that the Chief Government Whip and the Leader of the House were moving around and speaking to members during a debate. I feel strongly that, in divisions in particular-given the size of the House and the fact that sometimes members come into the chamber at the very last minute, having arrived perhaps from the furthest point in the House, often the library or elsewhere-at times it is difficult to be able to ascertain how one ought to vote and to which side of the House one ought to go. I know that members of parties often walk in, look for their nearest friends or allies and them.",15
