speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Monday, 24 May 2004 ----",19
1,The SPEAKER,Unknown,Mr Neil Andrew) took the chair at 12.30 p.m. and read prayers. NA,19
2,Mrs DRAPER,PERSONAL EXPLANATIONS,"Makin) (12.31 p.m.)Mr Speaker, I seek leave to make a personal explanation.",19
3,The SPEAKER,PERSONAL EXPLANATIONS,If the member for Makin is very brief I will allow her to proceed. It is normally time for private members' business. Does the honourable member claim to have been misrepresented?,19
4,Mrs DRAPER,PERSONAL EXPLANATIONS,Yes.,19
5,The SPEAKER,PERSONAL EXPLANATIONS,Please proceed.,19
6,Mrs DRAPER,PERSONAL EXPLANATIONS,"I refer to newspaper reports and television promotions regarding my overseas study travel that I undertook in the year 2000. It has been claimed that it did not fall within the rules pertaining to MPs' travel entitlements. Such claims are false and defamatory. These claims have further been used to make personal attacks on me and my family which are again false and defamatory. I seek leave to table a letter from the Special Minister of State, Senator the Hon. Eric Abetz, dated 13 May 2004, outlining the guidelines. Leave granted. NA Agriculture, Fisheries and Forestry Committee Interim Report",19
7,Mrs ELSON,COMMITTEES,"For the last two years the House of Representatives Standing Committee on Agriculture, Fisheries and Forestry have been conducting an exhaustive inquiry into water supplies in rural Australia. This inquiry is close to completion and I expect to table the final report of the inquiry before the end of this period sittings. What I am tabling today is an interim report that was presented to you, Mr Speaker, on Monday, 5 April. During the inquiry, we received much evidence concerning the Living Murray initiative. This initiative seeks to increase flows to the River Murray. In November 2003 the Murray-Darling Basin Ministerial Council agreed to increase river flows by some 500 gigalitres over the next five years. Based on the evidence the committee received, we concluded that this commitment was premature. Indeed the committee were so concerned about this matter that we delayed finalising a full report on the inquiry in order to address this issue, and presented an interim report. The committee have recommended in the interim report that the commitment of additional river flows be postponed pending further evidence of a scientific nature. Members of the committee have all made it quite clear that we do not oppose flows. We fully recognise the need to have more water flow into the Murray-Darling Basin, but to be perfectly honest the evidence that we heard on how to go about this matter was all over the shopmostly based on opinion and not on sound physical data. Decisions to reallocate large volumes of water have the potential to create severe economic, social and environmental impacts. Vital industries will be disrupted, rural communities will come under yet more pressure and the effect on the river may be detrimental. The fact is that we just do not know what the impact of increased river flows will be, for the science underpinning the Living Murray initiative was not sufficiently robust to make a far-reaching decision. The committee believe that the science behind the Living Murray has paid insufficient attention to the natural variability and unpredictability of of the Murray-Darling Basin environment. And how do we know without this data that fluctuations in river conditions and species numbers are not just part of the natural ebb and flow of nature? The committee are aware of the historical evidence of extreme variability of flows in the River Murray. We know, for example, from the journals of Captain Sturt, that the mouth of the Murray was closed in 1830, before dams and before irrigation. The committee have identified a need for more comprehensive data on river flows. Without data on long-term trends, we simply cannot know to what extent the Murray has declined. The committee also believe that insufficient attention has been paid to the link tween river health and catchment health. Evidence shows that too much emphasis has been placed on sending more water down the river and not enough on other actions we can take to improve the river's health. More research needs to be contributed to solutions that do not involve taking more water from farmers to increase river flows. Evidence taken proves that alternatives exist and should be pursued as the first priority. The Murray is often portrayed by the media as a dying river. Such hysteria, unsupported by scientific evidence, serves no good purpose. Educating the community as to the true condition of the Murray is a vital first step in any decision to allocate water to increased river flows. The only way to address this problem is through the collection of comprehensive data on the ecological health of the Murray-Darling Basin over a period of time. Despite all the effort that has been into various scientific reports on the Murraydown Darling Basin, much of the evidence is based on expert opinion. This is not a sufficient basis for reaching decisions, and in all sion making we need more facts and fewer opinions. The committee have recommended that the Australian government ask the Murray-Darling Basin Ministerial Council to postpone plans to commit an additional 500 gigalitres to increase flows to the River Murray until a comprehensive program of data collection and monitoring has been completed; alternatives to increased flows have been thoroughly explored; and a comprehensive audit, based on the new data collected, has been undertaken. The committee believe that the opportunity is there to fund these tasks from the $500 million allocated to the Murray-Darling Basin by the COAG meeting in August 2003. Without such undertakings, the only result that can come from the Living be- Murray initiative is economic dislocation, social division and environmental failure. This is too serious an issue to be used as a political football. I am asking all parties involved to work together to find answers and resolve community concerns. Then and only then will we find the right course towards maintaining the health of the Murray-Darling River system. I would like to take the opportunity to sincerely thank our committee secretariat for their enormous professional support during the preparation of this report. (Time expired)",19
8,Mr ADAMS,COMMITTEES,"I have been involved with the House of Representatives Standing Committee on Agriculture, Fisheries and Forestry from its beginning. We have been taking evidence in relation to this water report for nearly 18 months, I think, and it has been a very good way of getting that information together. I put opposed the interim report that was brought and I then brought down a dissenting report. For members to wish to postpone the plans to commit an additional 500 gigalitres decito increase the river flows was a mistake. Some members said that the science underlying the plans was at fault, but there has been extensive research. Sixty scientists made a contribution to the interim report, yet the House committee, after having a round-table with five or six scientists-two of them, whom we had not had evidence from before, took a different view-then wished to change direction and to recommend that the 500 gigalitres not go down the river. I could not accept that as rational or logical and brought down an interim report saying as much. I do not mind changing the assessment tools that are used, finding new goals for looking at the river or making new assessments-whether that involves looking at how many bugs are in a corner of the river at such and such a time, looking at how many fish are there or looking at the plants that alongside or in the river. As we have gained more science and more knowledge the scientists seem to be working those up. But to deny that the river would be better with the 500 gigalitres was rather silly-really dumb-in my opinion. I opposed it, and unfortunately I was on my own in doing so. A lot has been learned over the last 10 to 15 years. Mr Speaker, I know you would understand this greatly. I think there has been a lot of politics since 1994, when COAG started their work. They thought it would be over in five to seven years. We know that that is not the case. The science we have learned has opened up more questions for us to solve. It has made it harder for us to solve the problem but given us more things to do. When the ministerial council on 14 November 2003 made that decision to put the 500 gigalitres down the river, they said it was an historic first step decision to address the declining health of the River Murray system. I agree with them. It is a first step; it is a way of getting on with it. But the committee have to get to a stage where we accept that this river system, the Murray-Darling Basin, is stressed in sections. There are stresses within that system. We have to come to grips with and address that. Increasing the flow will make this river healthy. If there is anything that this committee has reached a decision about, it is that we need to draw some pretty solid lines and to work towards some goals. Probably in the future those goals will be to work towards our rivers' health-not towards pristine or natural rivers, but towards rivers that are healthy. We will look to improve them, make them healthy, keep them healthy and use good science to do that, and not be taken up with one or two people who may want to push their own barrow or not face up to the fact that the system does need some help and live that we should get involved and help it.",20
9,The SPEAKER,COMMITTEES,The time allocated for statements on this report has expired. Does the member for Forde wish to move a motion in connection with the report to enable it to be debated on a later occasion?,21
