speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Wednesday, 9 October 1996",13
1,Mr SPEAKER,Unknown,"Hon. R. G. Halverson OBE) took the chair at 9.30 a.m., and read prayers. NA Membership",13
2,Mr SPEAKER,COMMITTEES,"I have received advice from the Chief Government Whip that he has nominated the member for Hughes, Mrs Vale, to be a member of the Standing Committee on Communications, Transport and Microeconomic Reform in place of Mr Bob Baldwin. I have also received advice from the Government Whip that he has nominated the member for Canning, Mrs Johnston, to be a member of the Standing Committee on Industry, Science and Technology and the Standing Committee on Legal and Constitutional Affairs in place of Mr Broadbent. NA Motion (by Mr Reith) agreed to: That for the sitting on Thursday, 10 October 1996 so much of the standing and sessional orders be suspended as would prevent the routine of business being as follows, unless otherwise 1. Members' statements. 2. Grievance debate (at 9.45 a.m.). 3. Notices, government business (at 11.05 a.m.). 4. Reports from committees. 5. Notices and orders of the day, government business. 6. Questions without notice (at 2 p.m.). 7. Presentation of papers. 8. Ministerial statements, by leave. 9. Matter of public importance. 10. Notices and orders of the day, government business. NA NA Motion (by Mr Cadman) proposed: That the following bills be referred to the Main Committee for consideration: CFM Sale Bill 1996; and Statute Law Revision Bill 1996.",13
3,Mr FILING,COMMITTEE,"In relation to the referral of bills to the Main Committee-and the Chief Government Whip (Mr Cadman) has just described the latest list of bills to be referred there-I wish to reflect on yesterday evening's disgraceful sequence of events in here. In the first instance, a motion was moved to effectively refer the private member's bill on euthanasia moved by the member for Menzies (Mr Andrews) to the Main Committee. In the second instance, a motion was moved by the member for Perth (Mr Stephen Smith) in relation to his dissent from the then Deputy Speaker's ruling. Then we had the situation where the substantive motion-a motion of great importance and one on which I would have thought a number of members would have had a particularly strong view, in many cases-was effectively gagged. A number of members in this chamber who wanted to speak to that motion were prevented from doing so. I want to make a couple of observations in relation to the referral of bills to the Main Committee. When the Main Committee was established after an inquiry and report by the Selection Committee it was determined that the Main Committee would discuss matters of ordered: non-controversial circumstances-in other words, bills that would not involve great differences of opinion or involve, for instance, divisions or other motions that may prevent the free flowing of the debate. I was a member of that committee and I recollect making at the time a number of observations to this House about my concerns about the way in which the Main Committee might be used. We have already seen the Main Committee used under this and the previous administration for the debate of the appropriation bills. I would have thought under the circumstances that appropriation bills were of such significance and importance that it would be critical that they be debated in this main chamber of the House of Representatives. Now we have the situation where probably one of the most important bills of this decade, Mr Andrews's private member's bill, has been moved to, effectively, the secondary chamber of the House of Representatives. In most cases this will be the only opportunity for majority of members to speak. I listened with great interest to the shadow minister's contribution yesterday, and I cannon fodder. consider that a number of the points he raised were absolutely right. There is no doubt my mind from the debates that occurred at time about the creation of the Main Commitexpectation tee that it was never designed to be a place where contentious legislation would be debatyour ed, and we never anticipated members being required to have split personalities, to sit two separate chambers to keep themselves abreast of the progress of the debate on bills before the House of Representatives. They may even want to speak on legislation in places. Not only is that illogical and absurd but it goes against the very nature of the purpose of debate in this place. As we know, debate in the House of Representatives has unfortunately evolved over many years into a situation where there is set piece debate. People effectively know at what time they are likely to speak and can therefore prepare a written speech. They walk into the chamber, give their speech and leave the chamber. That is their contribution to debate. At the end of the entire process we then have a division if that is required. most cases, the question is carried on the voices. To my way of thinking, that is precisely the opposite of what most people in the comsibility munity believe we should be doing. They believe that we should be in this chamber a debating the legislation and we should arrive at a point of view on the basis of the material that is presented to members during and before the debate in things like the explanaance, tory memorandum and other papers and from our own reading and then at the conclusion the debate vote accordingly. We all know that yearsin effect this place is the plaything of the executive. I want to make a couple of observations about the backbench of the government. most Having been a former member of the Liberal Party and a former deputy whip I am quite conscious of the processes of that party and I say to the large number of members of the backbench of the government, 'For God's the sake, do not allow yourselves to be used as cannon fodder for the executive.' There is no doubt in my mind that you are being used as On this particular matter you are being in required to toe the line on executive action the which is completely inconsistent with the of your electors. Your electors expect you to debate this matter to the best of ability, to listen to the debate and to come to a conclusion based on your conin science. How the heck can you do that when there are bills being debated in this House which require your attention, your participation and you to make a determination on as both the representative of your constituents. This is what executive domination of the House is all about-the bludgeoning of debate or the bludgeoning of any particular differences of opinion through the force of numbers. When it comes to the question of whetha er the constituents in your electorates are uppermost, the fact is that the executive could not care less about your constituents unless you happen to be in one of the most marginal seats that may be critical to them winning or the losing at the next election. Considering the enormous victory the coalition had at the last In election, chances are, in many cases, those interests have been discarded because of the large majority. At the end of the day, we all have a responto our constituents. We have to think, listen, read, participate and be able to make contribution that reflects their interests. How can this be so when we are required to participate in a debate on a piece of legislation at the same time that legislation of importpart of the government's program of legislation, is being debated in this chamber. of I have been a member for just over six Mr Rocher-A good member.",13
4,Mr FILING,COMMITTEE,"That is very kind of you. During the first six years I was one of the fervent critics of what I considered to be the very oppressive way in which the previous Labor administration ran this chamber. I considered that, for instance, the use of the guillotine, the use of the gag, the way in which the legislation was presented, the fact that we were presented with copious numbers of amendments at the same time as we were having second reading speeches on the same bill-in other words, we were debating a bill which we had just received enormous numbers of amendments to; how on earth can you effectively participate when you are asked to determine your view about amendments that have been put in front of you only five to 10 minutes earlier-was unacceptable. That, in my view, was not only incompetent and oppressive but also struck at the very purpose of this particular chamber. Now we unfortunately see, with the vast majority that the coalition has, the same traits appearing in the strategies being used by the coalition's tactical leadership. Unfortunately, we are seeing the opportunities for members to be able to make an effective contribution to debates being cut off and gagged on such an enormous number of occasions in the first six months that I worry considerably about the next 2V2 years. Some of the new members may not be aware that in the first period of generally there is not that considerable pressure that may exist in the latter stages of the parliamentary term or, for that matter, a parliamentary year. In the first six months we have seen examples of oppression and the cutting off of opportunities for people to be able to participate in debates. I worry about what is going to happen towards the end of this year and, more importantly, what is going to happen as the government starts to get towards the end of its first term and has still got legislation in the pipeline which it needs to get through in order to complete its program. The member for Curtin (Mr Rocher) and I have suggested on a number of occasions that one of the answers is for the House to sit more frequently. The object of the Main Committee was to keep the House's time relatively free by moving non-contentious legislation, often recurrent legislation, to Main Committee so that those members who wish to make a contribution in that debate can do so and they can represent the interests of their constituents while, at the same time, participate in the main chamber in the knowledge that there is no contentious legislation being debated in the Main Committee. Yesterday we were all gagged from contributing to the particular motion by the motion of the Deputy Leader of the House, the member for Gippsland (Mr MCGauran)-a member whom I have heard on numerous occasions extol the virtues of parliamentary democracy. He has frequently criticised the previous government's incompetence with their legislative program and on many other occasions has pointed out how the way in which the government managed its business was against the rights of individual members to represent their constituents. Unfortunately, the member for Gippsland has moved down the same path as the previous government. That is very disappointing to me, because I know that he is a good member who wishes to represent his constituents well. But, of course, he too is a victim of the oppression of the executive. He must abide by their decisions. He was sent in last evening to gag the rest of the debate and to prevent us from the parliament having our contribution. This government came to office promising to raise the standards of the House of Representatives. It went to the people saying that the standards had declined in recent years, and that the opportunity for the people to be represented properly had been taken away by the Hawke-Keating administrations and by their use of various tactics and instruments of the House to stop debate and to circumscribe those opportunities. Unfortunately, all those sentiments that were expressed during the election campaign and in the first stages of this parliament have started to dissipate. We are now seeing ourselves back to what the situation was before-I should really say back to business. In fact, to a certain extent, it is worse in that, because the Main Committee was a relatively late phenomenon in the term of the last parliament; the Main Committhe tee had not developed sufficiently for the previous government to be able to use it in the same way . We are now seeing similar traits appearing in the government's management of business now. In conclusion, I urge the government to reconsider the way in which it has moved to have debate on the euthanasia bill of the member for Menzies (Mr Andrews) referred to the Main Committee and return it to this chamber. I know that there are a number of members who are right now considering to boycott the debate because they consider that the matter has been treated in an offhand manner by being moved to the secondary chamber. I hope that does not take place; I hope that it does not come to that. But I can well understand the frustration of members who believe that, because they are not one of the first few speakers on the list, they are required to go and make their contribution in the secondary chamber and not here in the main chamber of the House of Representatives, which is where they ought to be making their contribution.",14
5,Mr STEPHEN SMITH,COMMITTEE,"I would also like to take the opportunity, which is provided by the government's motion to refer two bills to the Main Committee, to make some comments about yesterday's course of events in the parliament, about the way in which it diminished the standing of the parliament and about the way in which it, in my view, destroyed any sensible chance of a decent debate on the Euthanasia Laws Bill and also destroyed the basis of the Main Committee. The long-term implications of the conduct of this House yesterday, led by the Leader of the House (Mr Reith) and the Deputy Leader of the House (Mr MCGauran), is that the basis on which the Main Committee operated has been destroyed. It is my view that the Main Committee will no longer effectively operate in the way in which it has in the past. I take the opportunity to make some comments about the referral of the euthanasia bill to the Main Committee by way of suspension of standing orders. Let the House clearly understand the history of this matter. The Prime Minister (Mr Howard) actively, publicly and privately, solicited a private member's bill on this matter. He put his arm around the member for Menzies (Mr Andrews) and said, privately and publicly, that he would ensure an appropriate debate on euthanasia. What do we now see? Yesterday we saw the Prime Minister, who says that he attaches himself to the dignity of the parliament and who says that he attaches himself to the standing of the parliament in the community, conniving with the Leader of the House to gag debate on two separate occasions to send off the euthanasia bill to the Main Committee and overriding the basis upon which the House established the Main Committee; namely, that one member, one voice of conscience, one voice of dissent, could stop a controversial matter going to the Main Committee. The House should also understand that, through this conduct yesterday-led by the Prime Minister's proxy, the Leader of the House-the trust which this House has had in the Main Committee has been destroyed. I was one who, until today, had taken the view that it was actually appropriate at a particular stage of debate for the appropriation bill to be referred to the Main Committee. Once the main debate had occurred in this chamber and the clash of ideas and policy had been seized, I had the view that it was appropriate for the appropriation bill to be referred to the Main Committee. This was a view not shared by the member for Curtin (Mr Rocher), and he put this view to me. I have to say to the House today that, with hindsight and in light of what occurred yesterday, the member for Curtin was right. It is not appropriate for the appropriation bill to be referred to the Main Committee. As a consequence of the conduct of the House yesterday, the basis upon which the Main Committee has operated to date has been destroyed. I am afraid that what we will see is that the Main Committee will effectively cease to operate. So far as euthanasia and the reference to euthanasia is concerned, what do we have? When you look at the proposed list of bills to be debated in the course of the next couple of weeks, we have the Prime Minister saying to the House that he wants the Flags Amendment Bill to be debated in this House. I support that; I am happy to have a debate about the flag and the Flags Amendment Bill. But if it is all right for the Prime Minister to say to the House and to the community that the flag ought to be debated in the House, what is wrong with life and death? If the flag can be debated in this chamber, why can't life and death also be debated? The conduct of the House yesterday led by the Prime Minister and his proxy, the Leader of the House, diminished the standing of this parliament and destroyed any opportunity that this parliament had, as a matter of individual conscience, to debate the euthanasia bill with dignity. That has been destroyed; community expectations have been destroyed; and, in the process, the basis of the Main Committee, which has operated well for three or four years, has now effectively been destroyed. Members of this House should understand the implications of yesterday's debate. I say to members opposite-in particular, I refer to the Leader of the House and the Deputy Leader of the House-that I personally will leave no stone unturned as a matter of conscience, both as to substance and as to procedure, to do my best to ensure that the euthanasia bill is returned to this House. I will conclude by making a couple of points about some of the debate yesterday. In the course of the debate, the Leader of the House made the assertion that he had an agreement with this side in respect of the debate about the euthanasia bill. He also referred to a meeting that was held amongst interested parties. I was at that meeting; the Deputy Leader of the House was at that meeting-the Leader of the House was not. Let me tell the House the facts about that meeting. Firstly, there could be no arrangement with both sides of the House in respect of how the euthanasia bill would be processed because that matter was a matter of individual conscience, both as to substance and procedure. No-one spoke to me about those matters prior to the meeting that was held amongst interested members. At that meeting, I put the view strongly and firmly that this was a matter which was not appropriate to be dealt with by the Main Committee. I made it quite clear-the Deputy Leader of the House confirms this by nodding-that I would utilise the provision in the standing orders to refer it back to this chamber. As a direct consequence of that, we saw the Leader of the House table his motion. There was no attempt by the Leader of the House, or the Deputy Leader of the House or anyone else to. try to bring this matter to a full, appropnate or agreeable conclusion. The Leader of the House dropped a notice of motion in the dead of a Thursday night thinking that he could get away with it, and then proceeded to diminish the parliament, destroy the euthanasia bill and destroy the Main Committee by way of suspension. If the Leader of the House and the Prime Minister were serious in any way about trying to raise the standard and the dignity of this parliament, of trying to raise the manner and the appreciation of members of this House, then the Prime Minister ought to have fulfilled his commitment. He touted for the euthanasia bill. He told the member for Menzies that he would sponsor it; that he would make time available. Instead of making time available, what did he do? Through his proxy and agent, the Leader of the House, he gagged debate in this House on two separate occasions, he diminished this parliament, he destroyed any chance of a sensible parliamentary and community debate on euthanasia, and in the process he has destroyed the Main Commi ttee. He has done great damage to the opportunity that this House had in this parliament to raise its standards, to raise its dignity and to conduct itself in a manner which the community regards as appropriate.",16
6,Mr LINDSAY,COMMITTEE,"As a new member of this House, I have to say that yesterday I saw this House spend 4Y2 hours debating procedural bits and pieces and nothing moved forward. None of the business of this country moved on. That probably cost the Australian nation about $50,000 or so for no outcome. I think it is time we realised, as members of this place, that we have to stop delaying important government business. We have to get on with the job.",17
7,Mr MELHAM,COMMITTEE,We have. That's why you should get on with the job. This is a direct result of the bullying tactics of the Leader of the House.,17
8,Mr LINDSAY,COMMITTEE,"We have to get on with the job of solving the problems that you guys created. Let us have no more delay this morning. Let us get on with the business of the country, and let us certainly move forward and get the business of this nation back on track.",17
9,Mr HOLDING,COMMITTEE,"Like many members of this parliament, I have received countless letters, phone calls and delegations from citizens in my electorate who are urging me to take a position one way or another on this important legislation. I say to my colleague who has just sat down-the honourable member for Herbert (Mr Lindsay)-that it was the government's decision to bring this debate on. It was the government's decision to raise the question in this parliament for debate and to have a conscience vote. There is a real difference between a normal debate and a debate in this parliament which is broadcast and where each individual member can take his own position, express his view on behalf of his electorate, or express his personal or private view, and then vote. The importance of that is that, if we are going to carry out this process, we owe it to the people of Australia, our constituents, to let them know precisely what we stand for individually in terms of our responsibilities members of this House. I believe the government erred when it decided to refer this to a committee room where the processes that have been adopted unanimously by this parliament say, 'What goes there are non-controversial matters.' That process was established for what purpose? It was established for the very important purpose that, where parliament was agreed, there was a quick, simple process where members could express themselves if they so chose, and we moved items of legislation. It was never designed or conceived as an exercise to debate an issue of conscience which requires and enables each member in this place to express his own views or the views of his electorate and to take his vote on a non-party basis. That is an important process. For those of us who are members of political parties, for the purposes of this debate we say we are free. The Independents in this House also have rights. How many people are going to read the Hansard about what takes place in a room off this chamber? How many journalists are going to sit there to hear individual contributions? I believe this debate is serious and important enough for it to take place in the parliament-and this House is the parliament. The Prime Minister (Mr Howard), who brought this on, is now saying that he wishes he had never heard of it. If he wants to get rid of it, let him have the guts to come out and say so and take it off the Notice Paper. But if he does not want to get rid of it, let it be dealt with where it ought to be dealt with-in the people's house, and this is the people's house. Let us not go through this shoddy little backroom performance of saying: 'Now the Prime Minister has changed his mind we will shuffle it off so no-one can hear it or get involved in it. Then we will all come back in here and take our vote.' I have made my decision. I want to participate in this debate, and I want to participate in it in the parliament. If that right is not going to be accorded to me, I believe members of this parliament who respect this institution should say to the government: 'We will not participate in this debate. We will not as vote in this debate. We are not going to be party to your sleazy backroom deals. If you do not want it on, have the guts to pull it out.' Do not go through this shoddy procedure, which is a perversity for an institution representing the territorians. I have spent more hours with the Territory governments than probably any ex-minister of this place or most members of this place. They have made up their minds. They know what they want. In the Northern Territory they are entitled to hear the views of members of this House. If the government does not want to do the right thing and have it in this institution, it is the government's problem. They can deal with it in any way they like. I am not going to waste my time mucking around in a backroom chamber which is not available to the people of Australia or to the people of the Northern Territory with an issue in which people feel as morally involved as any member of this House. They are entitled to hear the views of their members. I say to the government: if you want this debate-you chose to have it-then bring it on where it should be. But do not demean this parliament, do not demean those members who are prepared to exercise their conscience vote and do not deprive the people of Australia, who are deeply concerned about this issue, of their right to hear the views of their members speaking on their behalf and the way those members express their conscience in what is one of the most important debates ever contemplated to come before this House.",18
