speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Igoiuu of i&Upresentattbes. Thursday, 11 November, 1916. Mr SEEAKEB took the chair at 2.30 p.m., and read' prayers. NA LONDON : ADJOURNMENT OF PARLIAMENT.",5
1,Mr HUGHES,VISIT OF PRIMEMINISTER TO,"West Sydney-Prime Minister and Attorney-General) [2.31]. - B y leave, I desire to inform the House that on Monday I received a communication from the Secretary of State for the Colonies conveying an invitation for me from the British Government to visit London to exchange views with Imperial Ministers. I waa informed-that a similar invitation had been extended to the Prime Minister of New Zealand, and I understand that the Prime Minister of Canada has also been invited. A f t e r consideration, I have decided to accept the invitation. I propose to ask Parliament to grant an additional two months' Supply, and to ask honourable members to agree to an adjournment until my return from England, with the proviso that should any occasion necessitate an earlier meeting, the House will be immediately called together by Mr Speaker.",5
2,Mr JOSEPH COOK,VISIT OF PRIMEMINISTER TO,"Parramatta) [2.33],-B y leave. I have heard with the greatest possible satisfaction the announcement which has just been made. To me it is peculiarly gratifying to learn that the Prime Minister of Australia has been called specifically to the counsels of the Empire. I heard the announcement with more than usual satisfaction, because on a number of occasions I have urged in this Chamber that the Government should appoint a responsible Minister to represent it in London. Since the war began I have felt that nothing but good could result to our war preparations from having a responsible Minister at the seat of Empire. An opportunity having now been furnished by the invitation of the I m perial Government, the Prime Minister has only done his duty by Australia and the Empire in cordially and promptly accepting it . Anything that will facilitate his arrangements to that end will bo readily agreed to by those on this side of the House. I hope that it may not be"" necessary for Parliament to re-assemble before the Prime Minister's return. Whatever will facilitate his trip , and make it of the greatest service to the Empire will , I am sure, be freely agreed to by honourable members generally. NORFOLK ISLAND. NA",5
3,Mr W ELLIOTJOHNSON,WIRELESS STATION AND SHIPPING,"Wil the Minister of External Affairs, in view of its obvious advantages, take into early consideration the question of establishing a wireless station at Norfolk - Island, amendment. either with or without the co-operation of the Pacific Cable Board ? Will the honourable gentleman also take into early consideration the advisability of getting an expert engineer's report on the matter of request. improving facilities for landing and other shipping operations at Norfolk Island?",6
4,Mr MAHON,WIRELESS STATION AND SHIPPING,"The desirability of establishing a wireless station at Norfolk Island has been accentuated by the determeningitis, mination of Messrs. Burns, Philp and Company to equip with a wireless instalhave lation the steamer with which they carry out the'contract for the conveyance of mails between Sydney, Norfolk Island, and other islands of the Pacific. the present time, however, our war exallow the public to visit them. penditure is so large that it is necessary to curtail our outlay in other directions.",6
5,Mr W ELLIOTJOHNSON,WIRELESS STATION AND SHIPPING,Doc s the present state of war emphasize the need for a wireless station at Norfolk land ?,6
6,Mr MAHON,WIRELESS STATION AND SHIPPING,"No ; because enemy's fleets have been swept from the seas. I am of opinion, however, wireless station at Norfolk Island would be of great service. I agree with the honourable member, too, that something should be done at an early date to provide better landing facilities at the island, and he may rely on it that the matter will not be lost sight of. STATE BORROWING.",6
7,Mr WEST,WIRELESS STATION AND SHIPPING,"I ask the Treasurer if the agreement or arrangement has been made with the States that any further State loans negotiated outside Australia shall be raised through the Commonwealth Government? If no such agreement or arrangement has been come to, will the Treasurer inform the House what would be the views of the Commonwealth Government if it were approached by the States with a proposal for increasing their loan indebtedness? Mr HUGHESI am unable to give the honourable member any information as to the proposed arrangements with regard to State borrowing. The matter is pending, and we are hopeful of the best results. The answer to this question will FACILITIES. serve as a general reply to a number of l others dealing with the same matter. RIVERMURRAY WATERS BILL . Bill returned from the Senate without SUPPLYBILL (No. 3) 1915-16. Bill returned from the Senate without CEREBRO-SPINAL MENINGITIS .",6
8,Mr FLEMING,WIRELESS STATION AND SHIPPING,In view of the in creasing seriousness of the outbreak of will the Minister representing the Minister of Defence say what steps been taken to cope with the disease J,6
9,Mr HIGGS,WIRELESS STATION AND SHIPPING,"I have seen the Minister of Defence, who informs me that instructions have been sent to all the States to At isolate all meningitis contacts, and not to The patients themselves are to be placed in special hospitals in which no other medinot cal cases are treated. Suspicious cases - case s of persons suffering from serious Iscolds, for example-ar e also to receive special treatment. Care w i ll be taken of the them until such time as the medical authorities are certain that they are not that a suffering from meningitis. SMALL ARMS FACTORY, LITHGOW.",6
10,Mr CARR,WIRELESS STATION AND SHIPPING,"Will the Minister of Home Affairs inform the House whether it is the intention of the Government to remove the Small Arms Factory from Lithgow, either now or at any other time? Mr KING O'MALLEY - There is no such intention at present. What may happen centuries hence I cannot tell.",7
11,Mr CARR,WIRELESS STATION AND SHIPPING,"I ask the Minister of Home Affairs whether I am right in assuming from his reply that, so far as he i? concerned, the Small Arms Factory will not he moved from Lithgow for a hundred years? Mr KING O'MALLEY - I cannot say that it will not be removed for a hundred years, hut there is at present no intention whatever of removing it. EXPEDITIONARY FORCES. RECBUITINO RETTJEHS-GIFT S FOE THE TBOOPS-PLACIN G OF TOBACCO, CIGARS, AND CIGARETTES ON RATIONS LIST:BELONGINGS OF DECEASED SOLDIEKS.",7
12,Mr FOWLER,WIRELESS STATION AND SHIPPING,"I wish to ask the Prime Minister whether he issatisfied with the present position of recruiting, and whether the Government propose to take any steps to make up the reinforcements to the strength that we were given to understand was desirable?",7
