speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Tuesday, 27tfa April 1965.",12
1,Mr SPEAKER,Unknown,"Hon. Sir John MCLeay) took the chair at 2.30 p.m., and read prayers. DISTINGUISHED VISITOR.",12
2,Mr SPEAKER,Unknown,"I have to inform the House that the Right Honourable Arthur Bottomley, OBE., M.P., Secretary of State for Commonwealth Relations in the Government of the United Kingdom, is within the precincts. With the concurrence of honourable members, I propose to provide him with a seat on the floor of the House. Honourable Members - Hear , hear! (Mr Bottomley thereupon entered the chamber, and was seated accordingly.) MINISTERIAL ARRANGEMENTS. - Sir ROBERT MENZIES (KooyongPrime Minister) - On 1st April I informed the House that I had asked the Treasurer (Mr Harold Holt) to pay a brief visit Washington to have talks with the United States Administration on the action being .taken by that Government to improve the balance of payments position of the United States of America. I now advise honourable members of the ministerial arrangements during his absence and also of arrangements during the absences of the Ministers National Development, Immigration and External Affairs, each of whom is underwith taking an overseas mission or will do so the near future. The Treasurer left for Washington 23rd April and will be away until 4th May. Until his return, I shall act as Treasurer. The Minister for National Development (Mr Fairbairn) is at present in New Zealand where, at the invitation of the New Zealand Government, he has been particiNational pating in ceremonies to commemorate the fiftieth anniversary of the Gallipoli landing. He will return on Thursday next. In the meantime, the Minister for Supply, Mr. Fairhall, is acting as Minister for National Development. The Minister for Immigraa tion, Mr Opperman, also left Australia 23rd April. He will be engaging in extensive discussions on immigration matters, mainly in Europe. He will return early in July. F.3537/65 - R -{34 ] Minister for Housing (Mr Bury) will take charge of the Immigradon portfolio while the Minister for Immigration is away. The tenth meeting of the Ministerial Council of the South-East Asia Treaty Organisation will be held in London from 3rd to 5th May. The Australian delegation to the meeting will be led by the Minister for External Affairs (Mr Hasluck) who will leave for overseas on 28th April. Until his return, I will act as Minister for External Affairs. ROADS.",12
3,Mr GRAY,Unknown,"Has the attention of the Minister for Shipping and Transport been drawn to Press reports over a considerable period advocating the construction of a road running north and south through western Queensland designed to drain the trade of the western portion of that State into New South Wales, thereby doing considerable damage to the economy of Queensland? Can the Minister inform the House whether or not he has considered this proposal and, if he has considered it, whether to he is sympathetic to it? In any case, will the Minister undertake to seek opinions from Queensland authorities and organisations concerned, particularly those organisations in the central and northern portions of the State, before arriving at any decision?",12
4,Mr FREETH,Unknown,"Some representations on for this matter have been made to me by a Government senator, I think in connection possible effects on one of the northern in Queensland ports, but I have had to reply that this does not really concern the Commonwealth Government at this stage. The on Commonwealth Government has assisted the States to build developmental roads, but until a State proposes the project mentioned by the honourable member, it can hardly be a concern of the Commonwealth Government. In any event it would be more properly within the province of the Minister for Development than in my province. NEW OPTICAL TELESCOPE.",12
5,Mr WENTWORTH,Unknown,"Has the Prime Minister noticed reports of remarks made few weeks ago by Sir John Cockcroft, on the Chancellor of the Australian National University, as to the desirability of providing a large optical telescope in Australia for The the observation of the southern hemisphere skies and to supplement the radio astronomy work now being carried out so ably in this country? Is it possible that the Governments of the United Kingdom and the United States of America will be helping in the provision and construction of this facility? In the meantime will the Australian Government give every encouragement and help in the programme of site testing which is being carried out under the auspices of the Australian National University to discover the most advantageous location for this telescope?",12
6,Sir ROBERT MENZIES,Unknown,"As the honourable member for Mackellar, with his constant interest in this matter, will know, the Australian Academy of Science and the Royal Society in London have had expert committees investigating this matter so that they may present the results of their inquiries to the Governments of the respective countries. The Australian National University, supported by us, has been carrying out a site testing survey which costs some thousands of pounds a year. The Carnegie Institute is. 1 gather, testing a site in South Australia. When the expert committees have arrived at their conclusions we expect that these will, as as they relate to us, be conveyed to the Australian Government. We will give them the most prompt consideration. NA WESTERN AUSTRALIA.",13
7,Mr WEBB,SHIP REPAIR FACILITIES IN,"Will the Prime Minister say what action, if any, is proposed regarding ing the provision of docking and ship repair facilities on the Western Australian coast? I understand that certain discussions involvof ing the right honourable gentleman have taken place recently concerning this matter.",13
8,Sir ROBERT MENZIES,SHIP REPAIR FACILITIES IN,"I am sorry, but I can throw no light on this matter. I will find out whether discussions bave been going on. They may have been going on at the official level and I may not yet have been informed of them. However. I will find out and advise the honourable member promptly. TELEVISION.",13
9,Mr BUCHANAN,SHIP REPAIR FACILITIES IN,"My question is directed to the Postmaster-General. What action is being taken to ensure that Austarama Television Pty. Ltd., the holder of the licence for Channel 0 in Melbourne, carries out the guarantee of performance given in its application for the licence, on the basis of which it won this extremely valuable concession from several other applicants? Is it a fact that this company promised a 58 per cent. Australian content in its programmes and that it is now barely achieving a figure of 15 per cent., and so is not living up to its obligations?",13
10,Mr HULME,SHIP REPAIR FACILITIES IN,"1 cannot be sure of the accuracy of the proportion of Australian content referred to by the honourable member. I do know that this company had had no experience of operating a television station when it made its application and that because the station concerned is a single unit operating without a network in association with it, the company has not been able to carry out the promises that it made when it submitted its application. The matter is constantly under the inquiry and supervision of the Australian Broadcasting Control Board, and I hope that when other new stations in Sydney, Adelaide, Perth and Brisbane come into operation-the Sydney station has already commenced operating-the new network facility will far then enable the company referred to by the honourable member to carry out the obligations required of it by the Australian Broadcasting Control Board. RURAL DEVELOPMENT.",13
