speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"3$Qtise of Rppresmtotitjeg. Wednesday, 10 July, 1901. Mr SPEAKER took the chair at 2.30-p.m., and read prayers. ELECTION PET r i TO N. ADCOCK versus E. SOLOMON (NO. 2).",14
1,Sir EDWARD BRADDON,Unknown,",., as Chairman of- - the Committee' of Elections and Qualifications, presented a report, upon the second petition-, ofWilliam Eddrup Uiat Adoock. against the return of Elias Solomon, which waa read, by the Clerk, as follows :The-Coromittee of Elections and Qualifications' have the honour to report as follows on the second petition of William Eddrup Adcock against the return of Elios-.Solomon for the-eleotoratdistrict of. Fremantle, in the State of Western Australia :Your committee find that the petition William Eddrup-Adcock, nowpresented; dated the 8th of May, 1001, is the same that dated the 7th of May, 1901, reported on by your committee on the 14th of June last, and as the - matter has already been heard and detersoon mined, your committee recommend that the petition be not entertained. Houso of Representatives,Committee-Boom, 10th July, 1901 Resolved (on motion by Mr BARTON)?That the report, be. adopted, and the petition dismissed. PETITION. - Sir EDWARD BRADDON (Tasmania) pmActs,, sented a petition-from citizens of Tasmania, asking that the 54th clause of the Telegraph Bill might not bo agreed to. Pdtition received. THE TABLET.  the Prime Minister give the House any prepare idea as to when the Government intend to introduce their Tariff proposals?",14
2,Mr BABTON,Unknown," It might be to'the interests of a few, but it will certainly-not be to theinterests of . the many,.that - I should'give the-infoi-mation. at this-time. INTEB-STATECOMMISSION BILL . . Sir MALCOLMMCEACHABN asked' the Minister for HomeAffairs,: upon*, notice- ' 1. Whether, in framing theInter-State Commission Bill, ho has taken into consultation any of the State Railways Commissioners, or any representative of steam-ship owners, or any representative-of carrier companies ? 2. If he has SO' consulted any of-the-above,whether.: they have given their opinions in writing;.? 3. If they have given opinions in writing, . whether he will cause such written opinions to be-placed-before the House for the-information of memberswhen-discussing .the Bill ?",14
3,Mr DEAKIN,Unknown,"for Sir WILLIAMLYN - B ) I am informed that there are a number of reports; but it is at present believed that they wereobtainedasconfidential.' In quiries-will, however, be .made as to whether condition'can be withdrawn. If it canbe '-withdrawn; I shall' be-very-happy to l a y them on the table. PACIF IC ISLANDS:- LABOWREBS BILL.  the Prime Minister, wpon noticeof Whether he will' inform the House of the E rotable date of the introduction of the Pacific in substance as ilands Labourers Bill?",14
4,Mr BABTON,Unknown,"I shall fix this date as as certain information has been received and circulated, whioh will, I have-no doubt, be useful to honourable members. I regard E. BRADDOX, this measure as of primary importance, Chairman. and it will not be unduly delayed'. - INDEX TO COMMONWEALTH ACTS. Sir MALCOLM ' MCEACHABN - asked the Prime Minister, wpon notice Whether he will' order an index of the"" various as'they are passed, to"" be made, the index' to be as complete as possible, showing especially by cross reference dectiousdealing with the samePost andoubject in different Acts ?",14
5,Mr BABTON,Unknown,"It is-, not consideredadvisable, in view of the time andtrouble that would be involved, and the unden sirableness ofmultiplying, theindices, to a separate indexfor each Act ' aspassed ; buti t is - intended, when the Acts of the session are'published'in book - form, toprepare an index tothevolume;, which will who be made as complete as. possible: - TRANSFERR ED OFFICEBS..",14
6,Mr ISAACS,Unknown,"In asking the Prime Minister, upon notice Whether, in view of the time that has elapsed since the establishment of the Commongirlstobe wealth and thetransfer of departments, the Government regard, the officers:of the transferred departments as. ""retained"" Avithin the meaning of the Constitution, I should like to point out the importance of this question.. Many officers in the departments are applying, for vacancies, they are not quite; sure tliey are to be considered Commonwealth officers, State Governments are anxious for information on thepoint,, so that they may arrange their Estimates accordingly.",15
7,Mr BARTON,Unknown,"In answer to the honorment able and. learned member's question,- as to importance of which I quite agree witli the Government-unles s there are some ceptional cases-and as to these I have particular information-no w regard the of officers' oftransferred departments as been "" retained"" within the meaning.of the Constitution. NA COMMONWEALT H. Motion (by Mr MCCOLL) proposed^That there be laid beforethis House a showing.1. The number of female employees in service of the Commonwealth, the departments in which they employed. 2. The average salary paid to female ployes,- and the total amount paid to them. 3. The number now receiving a salary of £110 per annum. 4. The additional amount that will quired to bring the salary of all employees to £\ 10 per annum. 5. The answers to the foregoing requests to give their application to each State separately.",15
8,Mr MAUG ER,FEMALE EMPLOYES OF THE, I shouldlike to' suggest to the honourable member that he should add another paraOrder graph to his motion asking for information as to the minimum - wage paid.. Information as to the average wage is always misleading.,15
9,Mr KIRWAN,FEMALE EMPLOYES OF THE," I m o v e - formallyexcept That the following paragraph be inserted in the motion, to follow paragraph 4:number of female employees acting on probation his are not receiving pay, and the length of time they have-been in the servioe.""",15
10,Mr MAUGER,FEMALE EMPLOYES OF THE,That is what I want-to get at..,15
11,Mr KIRWAN,FEMALE EMPLOYES OF THE,"In - theStatefromwhich I come, and I believe-in' otherStates now of the Commonwealth, it is customary - for 'employed in< the telephone de^ partment' - as' probationers - Tliey - aretaken on to learn the duties of the office, and no one would: object to their! being, employed foi; - acertain', number of .'monthswithout paji but it often-happens that, they are kept State onfor twelve or even eighteen months-, as without receiving..any payment'whatever: . Mr CROUCH (Corio) - I think J might and theask my honourable friend-^ ME. WATSON - I should, like to know if a motion moved by a.private member can be discussed-and the moving of an, amendinvolves discussion-in .time setapart the for Government business.. The< rule in the him, New South Wales Legislature is that a exmotion moved by a private member may. be no taken only before the Government business the day is called on f oraially without dishaving cussion or amendment. I taket he point because we have resolved to setapart a certain amount of time for Government business and to give up Fridays to private business, bufc it might happen, if a private member's motion is allowed to be discussed in this way, that a motion might be moved the disreturn cussion of which would take up the whole sitting. I therefore ask your ruling, Mr . the Speaker, as to whether it is in order for giving the honourable member for Echuca to do are more than formally move his motion. Peremsonally I do not object to the amendment.",15
