speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"House of Representatives. Thursday, 7 October, 19S0.",19
1,Mr SPEAKER,Unknown,"Hon. Sit Elliot Johnson) took the chair at 2.30 p.m., and read prayers. NA",19
2,Mr RILEY,ASSYRIAN IMMIGRANTS,"In view of the fact that Syria is now under the control of one of our Allies, .France having been given a mandate over it, I desire to ask the M in ister for Home and Territories whether it is intended to liberalize the provisions in relation to entry of Assyrians into this country ?  number of applications from Assyrians. Each case is dealt with on its merits. I do not know of any serious case of hardship having occurred. TELEPHONE COUNTERS.",19
3,Mr MARRS,ASSYRIAN IMMIGRANTS,":Now that the flat rate for telephones has been increased, and the charge per call has also been raised, I desire to ask the Postmaster-General whether he will have TBgard to the insistent demand of users of the old type of machines that counters to register calls should be affixed to such instruments?",19
4,Mr WISE,ASSYRIAN IMMIGRANTS,I will consider the matter. > TAXATION : POWERS OF TH E SENATE.,19
5,Mr TUDOR,ASSYRIAN IMMIGRANTS,"I wish to ask the Prime Minister what course the Government in tend to take in regard to the action nf another place in negativing yesterday the second reading of the Entertainments Tax Bill , and thus imposing taxation, although the Constitution specifically provides that the Senate has no power to i m pose taxation.",19
6,Mr HUGHES,ASSYRIAN IMMIGRANTS,"It would be premature for me to say what action the Go"" vernment proposes to take since it has not yet considered the matter. The Government, however, will act in such a way as is consistent and compatible with the spirit of the Constitution which vests in this Chamber alone the right to impose taxation. It will jealously uphold that right. I had the other evening to invite this House, very reluctantly, I admit, to agree to an amendment made by another place in a money Bill. During the last eight or ten days the Senate has made three such amendments in money Bills. I do not know the reason for those amendments, but I am a member of this House, and I should say exactly the same if I were sitting in Opposition. I am not going into the merits of this particular tax, but as a member .of this House I should take up the same attitude, whether I believed in the tax or not. The right of taxation is vested in this Chamber, and I hope that honourable members will uphold its dignity and rights. TARIFF. , AMENDMENT OF THE CUSTOMS AOT.",19
7,Mr GREGORY,ASSYRIAN IMMIGRANTS,"Will the Minister for Trade and Customs state whether a decision has yet been arrived at as to when the consideration of the Tariff will be resumed, and will he also introduce at once the amending Customs Rill, so that honourable members may know whnt is the desire of his Department in regard to the amendment of the .principal Act?",20
8,Mr MASSYGREENE,ASSYRIAN IMMIGRANTS,"I presume that the date on which the consideration of the Tariff will be resumed will depend upon the course of public business. As to the second part of the honourable member's ' question I am unable to do what he suggests. In introducing the Tariff, I set out fully the proposed provisions of the amending Bill, but I shall be unable to introduce that Bill until the schedule has been dealt with in the Committee of Wayj and Means. NA FOREST.",20
9,Mr GIBSON,TIMBER MILLS AT BEECH,Will the Acting Minwarra ister for Repatriation state under what method the newly purchased saw-mills at Beech Forest aro being operated?,20
10,Mr RODGERS,TIMBER MILLS AT BEECH,"The mills purchased ment. from Mr Nott are being worked under a direct contract with Mr Driver, one the most experienced timber men in the Commonwealth, who is operating the mills and has undertaken to supply specioff fied quantities at specified rates. DISTRIBUTION OF LINSEED.",20
11,Mr CORSER,TIMBER MILLS AT BEECH,"Can the Minister for Trade and Customs now furnish me with any particulars as to when linseed or flax seed for sowing purposes will be available, and under what conditions ?",20
12,Mr MASSYGREENE,TIMBER MILLS AT BEECH,"The honourable member informed me that he intended to ask this question, and I am able to furnish him with the following information:Linseed for sowing purposes can be procured from the Commonwealth Flax Committee, 314 Albert-street, East Melbourne, so Boon as it is available after threshing, which commences in January, and a supply is kept on hand practically until the end of the year. The price is fixed at the beginning of each year, and is dependent upon the market value of commercial linseed. The price fixed for this year was £1 per bushel, as linseed was at the time being sold for commercial purposes at £1 3s. 6d. per bushel. FEDERAL CAPITAL.",20
13,Mr WEST,TIMBER MILLS AT BEECH,Has the Minister for Home and Territories received from the Premier of New South Wales a request that the construction of the Federal Capital should be at once proceeded with?  the notice-paper a question as to that matter. BUDGET DEBATE.,20
14,Mr HECTOR LAMOND,TIMBER MILLS AT BEECH,Wi U the Treasurer inform the House of the approximate date of the resumption of the debate on his Financial Statement?,20
15,Sir JOSEPH COOK,TIMBER MILLS AT BEECH,"This is grievance day, and, as I need - Supply, I pro-' pose to ask for it today.",20
16,Mr TUDOR,TIMBER MILLS AT BEECH,You wish to kill two birds with one stone?,20
17,Sir JOSEPH COOK,TIMBER MILLS AT BEECH,We might as well grieve and pass Supply on the one day. The honourable member for Illawdll therefore have an opportunity of discussing the finances this afternoon.,20
18,Mr HECTOB LOMOND,TIMBER MILLS AT BEECH,I am referring' to the general debate on the Budget State,20
19,Sir JOSEPH COOK,TIMBER MILLS AT BEECH,"I hope that we of shall be able to continue that debate in the course of a few days. There are just two or three items which we wish to clear the 'business-paper before dealing with the Estimates. ""WAR SERVICE HMS.",20
20,Mr MCWILLIAMS,TIMBER MILLS AT BEECH,Will the Acting Minister for Repatriation lay on the table a copy of the contract entered into between the War Service Homes Department and Mr Driver?,21
21,Mr RODGERS,TIMBER MILLS AT BEECH,I have no objection to tabling the contract. NA LONG - SERVI CE LEAVE.,21
22,Mr CORSER,COMMONWEALTH PUBLIC,"the Prime Minister, upon notice I. Were the .public servants of the Commonwealth given to understand last year that six months' furlough would .be provided for each period of - twenty years' service? 2. If so, when will the regulation come into force?",21
23,Mr HUGHES,COMMONWEALTH PUBLIC,"The answers to the noticehonorable member's questions are as follow :1. It is the intention of the Government to make provision for the granting of additional furlough (or pay in lieu thereof) to officers of the Public Service in respect of service in excess of twenty years, but not exceeding .forty years. 2. The date from which the concession will take effect will be .provided for in the necessary amending Public Service Bill , which it is hoped to introduce very shortly. COMMERCIAL AVIATION . CARRIAGE OF MAILS-APPOINTMEN T OF",21
24,Mr GREGORY,COMMONWEALTH PUBLIC,"the Minister representing the Minister for Defence, upon notice I. Are not the aeroplanes partment built for climbing and speed without consideration for that useful load per horsepower so necessary for commercial aviation? 2. Should the Defence Department enter into arrangements with the Postmaster-General for the carriage of mails, w i ll the carriage of passengers and goods be also included in such Services ? 3. If so, will this necessitate the purchase or building of new machines?",21
25,Sir GRANVILLE RYRIE,COMMONWEALTH PUBLIC,"The answers to the honourable member's questions are as follow:1. Single-seater fighter aeroplanes in the possession of the Defence Department are built primarily for climb and speed. aeroplanes at present in the possession of the Defence Department are designed as bombing machines, and therefore are intended to carry a useful load whilst still maintaining a fair speed. 2. The primary object in recommending that the Defence Department should enter into arrangements with ,the Postmaster-General's Department for the carriage of mails was to enable the Government to collect sufficient data regarding the carriage of mails, to enable them to come to some definite decision as to the commercial possibilities of such service, and so to be able to consider, amongst other matters, propositions put up to them by various commercial companies. Passengers and goods may be carried within the capacity of the machine without alteration. SERVICE. 3. In this connection it is intended to use the machines in the possession of the Department. These machines are primarily intended for defence purposes, and it is not proposed that they should be altered in any way. The carriage of matter referred to in the reply to question 2 does not necessitate the .purchase or building of new machines, and it is not in tended to do so.",21
26,Mr MARRS,COMMONWEALTH PUBLIC,"* the Minister representing the Minister for Defence, wpon 1. Whether, in creating the position of Controller of Civil Aviation, the Government will afford an opportunity to the various Aero Clubs and Aircraft Owners Associations, to put forward the names of those who they consider possess the necessary qualifications for this position? 2. Is it a fact that the Defence Department intend running at r i a l aerial mail service in conjunction with the Postal Department? 3. Is it a fact that the only machines at present in Australia that could be used by the Defence Department for such trials are DH9A's of 400 horse-power, with their consequent high cost of running? 4. Will an opportunity be afforded civil companies, which possess suitable machines, of making trials with a given load of mails per CONTROLLER. day, carrying passengers and freight, thereby reducing the cost of the mails? i Sir GRANVILLE RYRIE - The answers to the honourable member's questions of the Defence Deare as follow:1. The question of the appointment of a Controller of Civil Aviation is receiving the personal attention of the Minister for Defence, and this matter will be brought to Ms notice on his return to Melbourne in the course of a few days. 2. It is a fact that the Defence Department at present intends running at r i a l aerial mail service for the Postmaster-General's Department. 3. It is not a fact that the only machines in Australia that could be used .by the Defence Department for such trials are DH9A's of 400 horse-power, nor is it intended to use these machines for the work. 4. Should the Government receive a definite Two-seater offer .from any civil aviation company, stating exactly the route over which they proposed working, a proposed time-table, the type of machine and engine to be used, the number of machines to be used in the service and in reserve, the places at which they will establish landing grounds and hangars and workshops, the amount of mail matter that they are prepared to carry, and the remuneration they desire for this' service, then I haye no doubt that the matter will be seriously considered. NA",21
27,Mr MACKAY,ELECTORA L ROLLS IN,"the Minister for Home and T e r r it o r i e s , upon not i c e 1. Whether it is a fact that the Commonwealth electoral rolls for Queensland show more than l>4,000 loss names than the State rolls to be used at the pending election, although the qualification is the same in each case? 2. Does the Minister regard thu present Federal electoral roll as being a reliable guide to the voting strength of Queensland?  honourable member's questions are as f o l low : 1. Yus. Tho number of names on the Commonwealth rolls fov the State of Queensland is 391.30(i, and ou the State Assembly rolls 455728. 2. Yes. WAR - TI ME PROFITS TAX..",22
28,Mr GREGORY,ELECTORA L ROLLS IN,"the Treasurer, upon notice I. Whether any or all of the woollen mills of Australia are exempted or partially exempted from taxation under the War-time Profits Tax Act? 2. What exemptions, partially or wholly, were granted under sub-section (/) of the Act?",22
29,Sir JOSEPH COOK,ELECTORA L ROLLS IN,"The answers to the lionorable member's questions are as follow:1. None of the woollen mills of Australia are exempted wholly or in part from the war-time profits tax. 2, I am obtaining this information, and will make it available when received. FEDERAL CAPITAL:",22
