speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Spouse of fteprescntatibea. Tuesday, 30 November, igog. Mr SPEAKER took the chair at 3 p.m., and read prayers. PATENT MEDICINES.",14
1,Mr THOMAS,Unknown,"I wish to know from the Minister of Home Affairs if he has obtained from the Minister of Trade and Customs, whom he represents in this Chamber, an answer to the question which I asked a few days ago respecting a patent medicine which is sold for 2s. 6d., though supposed to be worth only the one-fortieth part of a penny.",14
2,Mr GROOM,Unknown,"I have just received from the Department of Trade and Customs, the following memorandum on the subjectIn regard to this matter it is pointed out that the Department is taking every possible action allowed by law to properly control the importation of patent medicine. Every effort is made to see tnat all claims in regard to the medicines imported are not in any particular extravagant or misleading, and in this way the public are protected as much as possible. There are, however, grave objections to complying with the suggestion made to inform the House of the name of the patent medicine referred to in the accompanying slip. As a fundamental principle, it would be highly inadvisable to single out any particular item for special treatment in this way, seeing that the estimated cost of ingredients in manufactured articles is in many instances much less than the price at which the article is retailed; nor are patent medicines the only goods affected-the difference in price being pronounced also in many other lines. So long, then, as the Department sees, as f ar as.possible, that the article is properly described, it does not appear desirable that information which may have been obtained confidentially, or in the course of official inquiry, should be made public, more especially in any one particular instance only. LAND SETTLEMENT.",14
3,Mr FOWLER,Unknown,"It is stated in Saturday's Age, in regard to a debate in the House of Lords on the Budget proposals, that in dealing with Socialistic remedies for rural depopulation, Lord Lamington said the settlements set up by Australian Governments in the country districts had been unsuccessful, though the conditions were favourable and the land was given free. As land settlement in this country is conducted on more or less Socialistic lines, land in some of the States being given free to farmers, does the Prime Minister not think it necessary to take steps to correct the misapprehensions which may arise in the Old Country from statements such as this?",14
4,Mr DEAKIN,Unknown,The noble lord was formerly Governor of one of the States.,14
5,Mr FISHER,Unknown,"Hi s remark does not apply to that State. "" Mr DEAKIN - I have been told that there were some experiments regarding village settlements",14
6,Mr FISHER,Unknown,I should like to know who gave the honourable member the information.,14
7,Colonel FOXTON,Unknown,I did.,14
8,Mr FISHER,Unknown,It is not true. t,14
9,Colonel FOXTON,Unknown,I rise to order.,14
