speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Tuesday, 23 September 2008 ----",17
1,The SPEAKER,Unknown,"Mr Harry Jenkins) took the chair at 2 pm, and read prayers. NA",17
2,Ms GILLARD,MINISTERIAL ARRANGEMENTS,I inform the House that the Prime Minister will be absent from question time for the remainder of this week as he is attending the United Nations General Assembly in New York. I will answer questions on his behalf. NA Age Pension,17
3,Mr TURNBULL,QUESTIONS WITHOUT NOTICE,My question is addressed to the Acting Prime Minister. Does the Acting Prime Minister stand by her statement that it is impossible the single age pension?,17
4,Ms GILLARD,QUESTIONS WITHOUT NOTICE,"I thank the Leader of the Opposition for his question. On the question of pensions, which have been the subject of so much discussion in this House, let me make the following things perfectly clear. The government acted in the budget to make some moves to lift some of the pressure on people who receive the age pension and other forms of pensions and benefits. In particular, the opposition leader might like to note that we increased the utilities allowance to $500-$128 of that amount will be paid to pensioners this week. We provided a cash bonus of $500. Of course, I acknowledge and the government acknowledges that it is tough for pensioners. We understand that. We speak to pensioners. We understand how much pressure is on them. What the government has determined to do, above the budget measures which have already made a difference for pensioners, with $128 being received by them as part of the utilities allowance this week, is have the question the subject of a thorough investigation so we can look at the pension base rateMr Turnbull- Mr Speaker, I rise on a point of order. The question related to her statement that it was impossible to live on the single age pension, not that it was tough. Is it impossible? Do you stand by that? Mr Hockey interjecting",17
5,The SPEAKER,QUESTIONS WITHOUT NOTICE,Order! The Acting Prime Minister will respond to the question.,17
6,Ms GILLARD,QUESTIONS WITHOUT NOTICE,"I note the member for North Sydney plays the fool as usual. On the question of pressure on pensioners, we have said that this will be the subject of examination because, of course, the age pension is the bedrock of our pensions and benefits system. Its rate relates to a number of other measures, and consequently we want to work to live on through all the issues. Can I conclude with these remarks. There is always a stench about hypocrisy and it is in this room right now, because the Leader of the Opposition, who asked this question, was a member of a government and at the cabinet table that did nothing for 12 years on the basic rate of the pension. Indeed, he sat at a cabinet table where the then responsible minister suggested increasing the base rate of the pension. He must have said ‘no' because certainly the government said ‘no'. Then, earlier this year, when the shadow minister for ageing had the temerity to suggest that there should be an increase in the pensionMr Randall- Mr Speaker, I rise on a point of order. We want to know what the Acting Prime Minister said herself.",17
7,The SPEAKER,QUESTIONS WITHOUT NOTICE,Order! The Acting Prime Minister has indicated that she is concluding her answer.,17
8,Ms GILLARD,QUESTIONS WITHOUT NOTICE,"The Leader of the Opposition earlier this year in his capacity as shadow Treasurer slapped down any suggestion that there be an increase in the base rate of the pension. The hypocrisy of the opposition on this is manifest. Whilst they continue with their hypocrisy, with their cobbled together measures-measures that leave out more than two million Australians who receive a form of pension-the government will get on with the business of delivering practical measures, like the $128 this week, like the $500 utilities allowance, like the $500 bonus, and we will address the question methodically and comprehensively in a thorough-going review, and we will not be listening to those who had 12 years to act. Let us line them up: the Leader of the Opposition, the Deputy Leader of the Opposition, the Manager of Opposition Business, the new spokesman on the ETS-and the list goes on. None of them did anything in government to make a difference on this question, and that is how they will be judged. Economy",17
9,Mr HALE,QUESTIONS WITHOUT NOTICE,My question is to the Acting Prime Minister. Why is a strong budget surplus critical for Australia during this period of global economic uncertainty?,18
