speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Monday, 28May 1979 The House met at 2.15 p.m. NA",15
1,The Clerk,ABSENCE OF MR SPEAKER,"I inform the House of the absence of the Speaker who is on parliamentary business overseas. In accordance with Standing Order 14, the Chairman of Committees will take the chair as Acting Speaker.",15
2,Mr ACTING SPEAKER,ABSENCE OF MR SPEAKER,"Mr Millar) thereupon took the chair, and read prayers.",15
3,The Clerk,ABSENCE OF MR SPEAKER,"Petition s have been lodged for presentation as follows and copies will be referred to the appropriate Ministers: To the Honourable Speaker and Members of the House of Representatives in Parliament assembled the petition of the undersigned citizens of Australiarespectfullyshoweth: That restoration of provisions of the Social Security Act that applied prior to the 1978-79 Budget is of vital concern to offset therisingcost of goods and services. The reason advanced by the Government for yearly payments 'that the lower level of inflation made twice-yearly payments inappropriate' is not valid. Great injury will be caused to 920,000 aged, invalid, widows and supporting parents, who rely solely on the pension or whose income, other than the pension, is $6 or less per week. Once-a-year payments strike a cruel blow to their expectation and make a mockery of a solemn election pledge. Accordingly, your petitioners call upon their legislators to: 1. Restore twice-yearly pension payments in the Autumn session. 2. Raise pensions and unemployed benefits above the poverty level to 30 percent of average weekly earnings. And your petitioners in duty bound will ever pray. by Mr Burns, Dr Edwards, Mr Innes, Mr Jull, Mr MACKenzie, Mr Les MCMahon, Mr Martin and Mr Thomson. Petitions received. To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The petition of the undersigned citizens of Australia respectfully showeth: That the plan to obliterate the traditional weights and measures of this country does not have the support of the people; That the change is causing and will continue tc cause, widespread, serious and costly problems; That the compulsory tactics being used to force the change are a violation of all democratic principles. Your petitioners therefore pray: That the Metric Conversion Act be repealed to ensure that the people are free to utilize whichever system they prefer and so enable the return to imperial weights and measures wherever the people so desire; That weather reporting be as it was prior to the passing of the Metric Conversion Act; That the Australian Government take urgent steps to cause the traditional mile units to be restored to our highways; That the Australian Government request the State Governments to procure that the imperial and metric systems be taught together in schools. And your petitioners, as in duty bound, will ever pray,  Petitions received. PETITIONS Australian Capital Territory: Yarralumla Nursery To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia Pensions respectfully showeth: that the proposal to have the Royal Golf Club Canberra resume land occupied by the Yarralumla Nursery is not in the interests of the people of the area. Your petitioners therefore humbly pray that action be taken to prevent the Royal Golf Club Canberra fromresumingthe land occupied by Yarralumla Nursery. And your petitioners, as in duty bound, will every pray, by Mr Haslem. Petition received. Metric System To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The petition of the undersigned citizens of Australia respectfully showeth objection to the Metric system and request the Government to restore the Imperial system. And your petitioners as in duty bound will every pray, by Mr Hodgman. Petition received. Taiwanese Fishing Boats To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of undersigned citizens of Australia Metric System respectfully showeth-that , having concern at the persistent poaching and polluting of Australian waters by Taiwanese fishing boats, we call on the government to: (a) amend the Fisheries Act (1952) in reference to penalties as stated in Sections 13, 13A, 13AA, 14 and IS of the Principal Act, so that each fine is increased and each penalty includes a maximum fine as well as the option of imprisonment for a certain period, or both, (b) advocate greater use of existing maximum penalties, (c) undertake to inform the Taiwanese Government and Taiwanese fishing companies of Australia's strong opposition to illegal fishing in our waters. (d) investigate the use of 'mother ships' in the illegal Taiwanese fishing operation. (e) ascertain from other Pacific nations whether Taiwanese fishing companies transport quantities of raw fish, clams or other forms of marine Ufe through those countries to Taiwan, or sell quantities of the same to those countries. (0 investigate the possibility of applying trade sanctions against Taiwan. (g) amend the Continental Shelf (Living Natural Resources) Act (1968), in reference to Section 18 (3) (a) and (b), so each penalty is doubled. Your pedtioners therefore humbly pray that the House will request the Government to And your petitioners, as in duty bound, will every pray, by Mr Humphreys. Petition received. Nursing Homes Subsidies To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of undersigned citizens of Australia respectfully showeth: That, because increased fees at nursing homes throughout Australia are forcing patients to either draw heavily from their savings to meet fees above their aged pension, or leave their homes for alternative accommodation, we urge that the government: (a) review immediately the Commonwealth's contribution to the standard nursing home fee, (b) undertake to review the Commonwealth's contribution to the standard fee on a quarterly, or at least half yearly basis. Your petitioners therefore humbly pray that the House will request the Government to And your petitioners as in duty bound will ever pray, by Mr Humphreys. Petition received. Australian Heritage Commission To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The petition of the undersigned citizens of Australia respectfully showeth that: * There is a growing interest and concern in all sections of Australian society for the conservation of the environment, natural and man-made. * That there are also rapidly growing pressures by powerful forces tending towards the destruction of the Australian heritage. * That it is therefore urgent to appoint the Australian Heritage Commission, which was approved by both sides of this Parliament, and to give the Commission sufficient independent staff, resources and funds. * That Technical Assistance Grants and Administrative Support Grants to community organisations are needed to partially redress the gross and resources suffered by community groups in pressing the Community's case against the exploiter. * That a proper balance between the Government's programme of public austerity and the need for action in conservation would be a modest increase in the budget allocations in these areas over that of 197S-76. And your petitioners as in duty bound will ever pray, by Mr Humphreys. Petition received. Pensions: Chronically Invalided Persons To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of undersigned citizens of Australia respectfully showeth: that That attempts by the Department of Social Security, following ministerial directives, to reduce pensions and supplementary assistance or rent allowance by petty amounts such as 20 cents, 30 cents and SO cents are causing concern to a great many pensioners, especially to spastics, paraplegics and other chronic invalids who have no form of income over the invalid pension, other than supplementary assistance or rent allowance. Your petitioners therefore pray: That the Government legislate to introduce another grade of pension of invalid pension for the chronic invalid, i.e., spastics, quadriplegics, paraplegics, etc, especially in cases where they are being cared for pr.'vately, and that the Government increase the allowance for rent or supplementary assistance and accordingly increase the means test for that allowance, in recognition that it is not possible for a chronic invalid to forego supplementary assistance, with a means test of one dollar (single) a week, and earn an income with the pension means test of $20 (single) a week. And your petitioners as in duty bound will ever pray, by Mr Humphreys. Petition received. Women's Refuges To the Right Honourable the Speaker and Members of the House of Representatives of the Commonwealth in Parliament assembled: The humble petition of the undersigned citizens of Australia respectfully showeth: That we, the undersigned: 1. Protest against the present funding arrangements for Womens Refuges, whereby the Federal Government contributes 75 per cent of recurrent costs and the State Government is expected to contribute the remaining 25 per cent. 2. Are concerned that at present Womens Refuges are dependant for their existance on State Governments who may or may not wish to contribute their share of the funds. 3. Deplore the lack of support given to Womens Refuges by the Western Australian Government We, the undersigned request the Government to: Provide 100 per cent Direct Federal funding to Womens Refuges so as to ensure the continuation of Womens Refuges as an ongoing service in the community. And your pedtioners as in duty bound will every pray, by Mr Hunt. Petition received. Aboriginal Land Rights imbalance in technical expertise To the Honourable, the Speaker, and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: 1. That the Federal Government recognise Land Rights in the States, such as Queensland in a similar manner to the recognition of Land Rights in the Northern Territory, that is, enact an Aboriginal Land Rights Act for Queensland; 2. That the Federal Government support the abolition of the Aborigines Act (Queensland) 1971, and the Torres Strait Islanders Act (Queensland) 1971 and take such action as they deem necessary to ensure that the provisions of the Queensland Discriminating Laws Act, 197S and the Racial Discrimination Aa, 1975 be to Aborigines and Islanders; 3. That the Federal Government assume responsibility for Aboriginal Affairs under the powers given it by the Referendum 1967. The State Department of Aboriginal and Island Administration (Queensland) should be abolished and Aboriginal and Island reserves be self-governed with local government status. Your petitioners, in duty bound will every pray, by Mr Innes. Petition received. To the Honourable, the Speaker and Members of the House of Representatives in Parliament assembled. The petition of the undersigned respectfully showeth: i. That the social, economic and environmental effects of over thirty years of war in Vietnam were considerable. ii. That the effects of the war have been exacerbated by a succession of major natural disasters and by the refusal of the United States of America to fulfill their aid obligations. iii. That the Australian Government and the Australian people have, because of their involvement in the war against the Vietnamese people a strong responsibility to grant maximum possible aid to the Government of and people of Vietnam. iv. That actions by other nations to fulfill their reconstruction aid obligations to Vietnam will greatly assist in rebuilding the living standards of the Vietnamese people thus assisting in alleviating the refugee problem. Your petitioners most humbly pray that the Australian Government will undertake to: i. reverse its decision to suspend all reconstruction aid to and cultural exchanges with the Socialist Republic of Vietnam. ii. develop in conjunction with the Government of the Socialist Republic of Vietnam, a reconstruction aid programme so as to fulfill our moral obligations to the people of Vietnam. And your pedtioners as in duty bound will ever pray, by Dr Jenkins. Petition received. Sydney (Kingsford-Smith) Airport To the Honourable, the Speaker and Members of the House of Representatives in Parliament Assembled. The Humble Petition of the undersigned Citizens of Australia respectfully showeth: 1. We call upon the Commonwealth and State Governments to select a site for Sydney's second Airport now and to protect it by immediate development. 2. We do not agree to the expansion of the Sydney (Kingsford-Smith) Airport. 3. We support the Marrickville Municipal Council's opposition to the Airport extension proposals. 4. We do not agree that nuisances from aircraft noises are reducing. 5. We oppose any shorter evening'curfew' hours. Your Petitioners therefore humbly pray that there be no extension of Kingsford-Smith Airport, Sydney. And your Petitioners as in duty bound will ever pray. by Mr Les MCMahon. Petition received. enforced in so far as they relate Sydney (Kingsford-Smith) Airport To the Honourable, the Speaker and Members of the House of Representatives in Parliament Assembled. The Humble Petition of the undersigned Citizens of Australia respectfully showeth: should have the choice to We call upon the Commonwealth and State Governments to select a site for Sydney's second Airport now and to protect it by immediate development. We do not agree to the expansion of the Sydney (Kingsford-Smith) Airport. We support the South Sydney Municipal Council's opposition to the Airport extension proposals. Vietnam We do not agree that nuisances from aircraft noises are reducing. We oppose any shorter evening 'curfew' hours. Your Petitioners therefore humbly pray that there be no extension of Kingsford-Smith Airport, Sydney. And your Petiuoners as in duty bound will every pray, by Mr Les MCMahon. Petition received. Sydney (Kingsford-Smith) Airport To the Honourable, the Speaker and Members of the House of Representatives in Parliament Assembled. The Humble Petition of the undersigned Citizens of Australia respectfully showeth: 1. We call upon the Commonwealth and State Governments to select a site for Sydney's second Airport now and to protect it by immediate development. 2. We do not agree to the extention of the Sydney (Kingsford-Smith) Airport. 3. We support Leichhardt Municipal Council's opposition to the Airport extension proposals. 4. We do not agree that nuisances from aircraft noises are reducing. 5. We oppose any shorter evening 'curfew' hours. Your Petitioners therefore humbly pray that there be no extension of Kingsford-Smith Airport, Sydney. And your Petitioners as in duty bound will ever pray, by Mr Les MCMahon. Petition received. Pornographic Publications To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: That we the undersigned, having great concern at the way in which children are now being used in the production of pornography call upon the government to introduce immediate legislation: 1. To prevent the sexual exploitation of children by way of photography for commercial purposes; 2. To penalise parents/guardians who knowingly allow their children to be used in the production of such pornographic or obscene material depicting children; 3. To make specifically illegal the importation, publication, distribution and sale of such pornographic child-abuse material in any form whatsoever such as magazines, novels, papers or films; 4. To take immediate police action to confiscate and destroy all child pornography in Australia and urgent appropriate legal action against all those involved or profiting from this sordid exploitation of children. Your petitioners therefore humbly pray that your honourable House will protect all children and immediately prohibit pornographic child-abuse materials, publications or films. And your petitioners as in duty bound will ever pray, by Mr Martyr. Petition received. Australian Broadcasting Commission To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully say we are concerned about the deteriorating standards of ABC radio and Television programs. Your petitioners therefore humbly pray that Parliament take immediate steps to appoint an independent inquiry into the ABC which: 1. Investigates the practical experience and qualification of the commissioners to perform theirs. 2. Determines the effects and staff ceilings and reduction of funds, in real terms, on standards. 3. Thoroughly reviews the organisation to determine its present effectiveness. 4. Ascertains if any external or internal censorship 5. Makes recommendation to reduce censorship and improve the efficiency and standards. And your petitioners as in duty bound will ever pray, by Mr Ian Robinson. Petition received. NA",15
4,Mr MALCOLM FRASER,MINISTERIAL ARRANGEMENTS," I inform the House that the Minister for Transport (Mr Nixon) left Australia on Sunday for a visit to Europe, the United Kingdom and the United States on a range of transport matters. The Minister for Productivity (Mr Macphee) will act as Minister for Transport until Mr Nixon's return. NA",18
5,Mr BAUME,JEWISH DISSIDENTS, I give notice that on the next day of sitting I shall move: That this House(1) Welcomes the Russian Government's reported decision to release Jewish dissidents and congratulates all those concerned change in attitude; and (2) Condemns the anti-Jewish attitude of the left-wing of the Victorian Labor Party which has constantly opposed such actions by the Russian Government. The motion will be seconded by the honourable member for Perth. NA NA Notice of Motion,18
6,Mr KEVIN CAIRNS,PLANNING,"I give notice that on the next day of sitting I shall move: That this House(1) Bearing in mind that for economic, defence and foreign policy planning the short-term is any period of time less than 18 months or two years, acknowledges that mutual defence arrangements between Australia and the United States of America must not be of such short-term duration; (2) Calls for the guarantees concerning the Pine Gap, Nurrungbar and the North West Cape communication and defence bases to be long term; (3) Records that last week in another place, the shadow Minister for Foreign Affairs on behalf of his Party failed to clarify his statement that 'clearly Australia could not have the facilities removed in the short term'; and (4) Therefore very respectfully calls on the Federal Conference of the Australian Labor Party to guarantee that the three facilities continue for the long term with their present functions unchanged",18
7,Mr YOUNG,PLANNING,"Mr Acting Speaker, I raise a point of order. The Speaker has ruled here on a number of occasions that notices of motion cannot be used for propaganda purposes. They must exists. contain the motion of the mover in very concise terms. The honourable member for Lilley is giving a description of a debate which took place here last week for no other reason than to add to that debate. Mr Acting Speaker, I ask you to have a look at the ruling which has been given by the Speaker.",18
8,Mr ACTING SPEAKER,PLANNING,I disallow the point of order.,18
9,Mr KEVIN CAIRNS,PLANNING,I will repeat the last sentence. Mr Katter-Rea d the whole thing again. We want to hear it again.,18
