speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Monday, 24 February 1997",13
1,Mr SPEAKER,Unknown,"Hon. R. G. Halverson tions. OBE) took the chair at 12.30 p.m., and read prayers. NA National Crime Authority Committee",13
2,Mr BRADFORD,COMMITTEES,"On behalf of the Parliamentary Joint Committee on the National Crime Authority, I present the committee's report entitled enforcement in Australia: an international perspective, together with the evidence rethat ceived by the committee. Ordered that the report be printed.",13
3,Mr BRADFORD,COMMITTEES,"This report by the presentation committee is tabled in the context of the statutory function of the Joint Parliamentary Committee on the National Crime Authority which requires the committee in part-and quote from the act- 'to examine trends changes in criminal activities, practices and methods and report to both houses of the parliament any change which the committee thinks desirable to the functions, structure, powers and procedures of the authority.' I should say to the parliament briefly that the committee announced over the weekend a comprehensive national public inquiry into the NCA-in fact, a complete evaluation the National Crime Authority. The committee is looking forward to receiving submissions. That also will demonstrate this committee's commitment to its statutory task that the NCA is up to the very important task that it has been given of ensuring that there is an effective fight against organised criminal activity in Australia. The committee was privileged to meet with Mr Raymond Kendall, the Secretary General of Interpol. Interpol is a very important organisation to Australia. The internationalisathat tion of major criminal activity is a fact of and, therefore, Australia has to have a strong and vital involvement with other international crime fighting authorities, and Interpol very important one of those. I believe the NCA has been very successful at building bridges to the international community with other crime fighting organisaIt is respected internationally for its professionalism. As I was in the United States recently, I can report that it was very well regarded by both the FBI and the Drug Enforcement Administration, both of which organisations I had meetings with. Report Interpol is important to Australia. At the moment we have not got representation on executive committee. Mr Kendall suggested it would be very desirable for us to do so and the committee recommends that the Law government take steps to ensure that Australia's interests are pushed forward and we do seek to have representation on that committee. I have got only a very short time for the of this report and I note that two of my colleagues-the deputy chairman of the committee, the member for Maribyrnong (Mr Sercombe), and the Independent member for I Moore (Mr Filing)-wish to say a few words, and so I will leave it at that for now.",13
4,Mr SERCOMBE,COMMITTEES,"The tabling of this report by the member for MCPherson (Mr Bradford), the Chairman of the Joint Parliamentary Committee on the NCA, is an appropriate occasion for the parliament to take note that, in the context of the globalisation of so many spheres of life that we as members of parliaof ment become increasingly aware of, the observation about globalisation is equally true of criminal activity and the environment in which Australian law enforcement organisaof ensuring tions need to operate. In that context, the visit to Australia of Mr Kendall, the head of Interpol, and the very helpful briefing that he gave to the committee towards the end of last year were a very important step. The chairman of the committee, Mr Bradford, has already referred to the very helpful suggestions that were made to meeting about the need for Australia to life have more direct and active involvement in international police matters, both on a world scale and in our own region. I think they are is a matters the government ought to take very much to heart. In the context of this debate I think it is worth referring to some of the words Mr Kendall used in his evidence. The transcript said: If you think the nature of the threatthat is, the threat of international criminal activityis as serious as I think it is, then your response must be the right level of response. I cannot see ... how at a political level, you can decide on a priority to deal with organised crime, drug traffickon ing and terrorism but then start cutting budgets all over the place. Those remarks are very appropriate to the performance of this government in relation to the National Crime Authority because the budget has been devastated since the government has been in office. It has been devastated particularly in regional centres of Australia, such as Adelaide and Perth, but across the country important areas such as surveillance activity have been very dramatically curtailed. I believe this government would be particularly well advised to take account of the words that Mr Kendall used, which reinforce the words that President Clinton used a few weeks before that in this chamber when he indicated the international importance of coordinated action between governments on these matters. It is simply not possible for this government to mouth the rhetoric, but then to slash budgets.",13
5,Mr FILING,COMMITTEES,"One issue I would like to raise which does impact on the Olympics in the year 2000 is the question of mutual assistance in our criminal matters. I would like to point out to the House that Mr Kendall, in response to a question I put to him about how the new amendments that were passed through this parliament recently in 1996 would affect the opportunity for better cooperation in criminal matters, observed that it is the principle of maximum exchange of information between law enforcement agencies that assists in detecting and being able to prevent serious criminal offences. I point out that we have the silly situation in Australia where, if there were an Oklahoma bombing in the United States again, the Australian Attorney-General as a result of legislation which passed through this House would be unable to exchange information were the offender apprehended and were the United States refusing to give an undertaking that it would not carry out the death penalty in relation to this particular offence. We would have the ridiculous situation where Australia would have to refuse to provide information that may lead to further investigation of these particular offences. This impacts our relationship with our regional neighbours, who of course are our partners in trying to fight against organised drug trafficking throughout our region. Anybody who thinks that Australia's drug problem is a serious problem-and I think most people should-should understand that we have, in fact, legislated in this place to impede our ability to fight against drug trafficking. That was legislation that passed through this House last year as a result of a bill presented by the Attorney-General (Mr Williams), which I then attempted to amendunfortunately, unsuccessfully. All I can say is that when you consider Australia's role in the international law enforcement scene, particularly with the Olympics coming up in the year 2000, this type of legislation impedes Australia's participation in international law enforcement. I would like to congratulate Mr Kendall on an excellent presentation to our committee. He is a very distinguished police officer. He is the distinguished Secretary General of the Interpol organisation-the premier international criminal law enforcement and intelligence organisation in the world. It is an organisation that has an outstanding reputation, which has been rebuilt since its problems prior to and during the Second World War. It is in no small way down to the performance of Mr Kendall, as Secretary General, that the organisation now enjoys such an outstanding international reputation. It is a reputation that endures notwithstanding some of the peculiarities of some of its member nations-some of whom have enjoyed a rogue nation status in recent times-but it is something that the Interpol organisation has been able to overcome. I also would like to congratulate the Commissioner of the Australian Federal Police in organising for Mr Kendall's visit. I, too, would like to encourage Australia to support the candidacy of the Commissioner of the Federal Police as a member of the international executive of Interpol. It is an important step as far as Australia's role in our regional area is concerned. I can only urge the Attorney-General and the government to support wholeheartedly whatever overtures are necessary to ensure that the Commissioner of the Federal Police becomes a member of the international executive of Interpol.",14
6,Mr SPEAKER,COMMITTEES,The time allotted for statements on this report has expired. Does the member for MCPherson wish to move a motion in connection with the report to enable it to be debated on a future occasion?,15
7,Mr BRADFORD,COMMITTEES,I move: That the House take note of the report. I seek leave to continue my remarks later. Leave granted.,15
8,Mr SPEAKER,COMMITTEES,"In accordance with standing order 102B, the debate is adjourned. The resumption of the debate will be made an order of the day for the next sitting, and the member will have leave to continue speaking when the debate is resumed. Foreign Affairs, Defence and Trade Committee",15
9,Mr SINCLAIR,COMMITTEES,"On behalf of the Joint Standing Committee on Foreign Affairs, Defence and Trade, I present the committee's reports entitled Papua New Guinea: Proceedings of a seminar, 11 and 12 November 1996, together with the minutes of proceedings and evidence received in the committee. Ordered that the report be printed.",15
