speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Tuesday, 27 May 2008 ----",17
1,The SPEAKER,Unknown,Mr Harry Jenkins) took the chair at 2.00 pm and read prayers. NA,17
2,Mr RUDD,MINISTERIAL ARRANGEMENTS," Mr Speaker, I inform the House that the Minister for Veterans' Affairs will absent from question time today as he is attending the New South Wales RSL state conference in Rooty Hill. The Minister for Defence, Science and Personnel will answer questions on his behalf. NA",17
3,Dr NELSON,QUESTIONS WITHOUT NOTICE,"My question is to the Prime Minister. I refer the Prime Minister to his Adelaide declaration that he has done everything that he possibly can for Australian families, including those paying $1.60 a litre for petrol. Does the Prime Minister agree with his Treasurer's declaration that Australian families are happy after the government's budget?",17
4,Mr RUDD,QUESTIONS WITHOUT NOTICE,"I think what the Australian people want of their government, and would be happy to have from their government, is responsible economic management. I think what the Australian people would want and be happy about is a government prepared to look to the long term rather than the short term. I think what they would be happy about is a government prepared to deliver a $22 billion surplus as opposed to those prepared to conduct a $22 billion raid on that surplus. Australian people understand that you must put downward pressure on interest rates and, through that, put downward pressure on inflation. That means ensuring that you have a responsible course of economic action. It also means that you are serious about the undertakings you have given to working Australians, working families, those doing it tough, about the cost-of-living pressures that they face, including rents, mortgage rates, child care, petrol, as well as grocery costs. Put all of those things together and families are under pressure. That is why this government has been so determined to implement this pre-election commitment of an assistance package for families in the orbe der of $55 billion-including tax cuts, including a childcare rebate, and including, on top of that, an education tax refund-as well as payments in excess by a country mile of those delivered by those opposite in their last budget to both pensioners and carers. These are the practical measures that not only assist Budget with delivering a decent bottom line for the overall budget surplus but also provide a decent outcome for working families so that they can deal with some of the pressures they face. This does not represent a silver bullet for their overall economic challenges and challenges to each week's budget; it does represent a helping hand on the way through. The reason we have commissioned the Henry commission of inquiry is to do just that: to look at long-term approaches to the reform of our taxes, to income support systems and, of course, to the retirement income system. Economy",17
5,Mr SIDEBOTTOM,QUESTIONS WITHOUT NOTICE,My question is also directed to the Prime Minister. Will the Prime Minister outline the government's responsible approach to economic management?,17
6,Mr RUDD,QUESTIONS WITHOUT NOTICE,"The challenge of government is to make sure that you take the nation's long-term economic interests first and foremost as the necessary underpinnings, not just for the stability of the overall economy but to deliver the best set of circumstances for families, for people who are doing it tough out there in the general community. That is why what we have determined is an approach to budget management that has as its cornerstone a $22 billion surplus. That is the hallmark of economic responsibility. It also embraces within it a determination to ensure that those families-that is, working families, families under financial pressure, working Australians, those doing it toughhave the level of support from government that can assist them to deal with all of those cost-of-living pressures. On top of that is determination for there to be a nationbuilding budget-unapologetically a nationbuilding budget-whereby we invest in this nation's long-term needs, and, rather than turn our back on health and hospitals, to invest in them by establishing a $10 billion health and hospitals reform fund. On top of that we have an $11 billion fund for education investment both for our TAFEs and for our universities and, on top of that, a $20 billion fund, a Building Australia Fund, to do something about the overall state of this nation's economic infrastructure, including those suffering from urban congestion. These are the hallmarks of responsible economic management: ensuring that you have a decent budget surplus, making sure that what you can do for working families is sustainable and honours your pre-election commitments to do so, and, on top of that, investing in the country's long-term economic future. I will tell you what the hallmark of economic irresponsibility is: to conduct a $22 billion raid on the surplus and then, on top of conducting that $22 billion raid, to turn around and say, ‘We don't know where the money's coming from;' to turn around and say, ‘We haven't actually costed our budget reply;' to turn around and say, when asked where the $22 billion comes from, ‘We don't really know; it might come from the surplus.' Spokesperson after spokesperson has said, ‘Well, we are not actually sure where this $22 billion is going to come from.' Let me tell you what $22 billion adds up to in terms of economic irresponsibility. It adds up to this: $22 billion worth of further pressure on overall inflation and therefore, as a consequence, $22 billion worth of further pressure on activity in the economy, which leads through to interest rates, which affect working families. We on this side of the House understand the ingredients of responsible economic management. Those opposite unthe derstand full well, it seems, the ingredients of irresponsible management. They cannot make up their mind on inflation, they cannot make up their mind on means-testing, they cannot make up their mind on whether or not there is an economic case for reducing government spending, and they cannot make up their mind on whether or not they are going to have a 5c excise reduction because they are split down the middle on that. Above all, they have absolutely no capacity to deliver on any of the above, and they had 12 years in office to do so. Fuel Prices",17
7,Mrs HULL,QUESTIONS WITHOUT NOTICE,"My question is addressed to the Prime Minister. Prime Minister, how will a national Fuelwatch scheme reduce the price of petrol in Wagga Wagga, where today the price is $1.58 per litre? Will the Prime Minister guarantee that no motorist will pay one cent more for petrol under his Fuelwatch?",18
8,Mr RUDD,QUESTIONS WITHOUT NOTICE,"In response to the honourable member's question, and for those in regional and rural Australia as well as in our cities, I draw her attention to the report delivered by the ACCC on the implementation of a response to the petrol price inquiry. What I find interesting about this document is that it was commissioned not by this government; it was actually commissioned by the previous government. In fact, the document was commissioned in June 2007 by the member for Higgins. So I turn to page 247 of this document, which says as follows: The main finding from this econometric analysis is that the average of the price margin reduced by a statistically significant amount for Perth to the eastern capitals in the time since the introduction of FuelWatch. The relevant weekly average price margin was around 1.9 cpl less on average for the period from January 2001 to June 2007 than for the period from August 1998 to December 2000. Further it goes on: These results are robust to using monthly averages rather than weekly averages. This reduces further any influence of weekly price cycles. A decrease of around 1.9 cpl",18
9,Dr NELSON,QUESTIONS WITHOUT NOTICE,"Mr Speaker, I raise a point of order. Prime Minister, will you guarantee that Fuelwatch will not increase",19
