speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Thursday, 28 September 1972",15
1,Mr SPEAKER,Unknown,"Hon. Sir WUliam Aston) took the chair at 10 a.m., and read prayers. NA",15
2,The Clerk,PETITIONS,"Petition s have been lodged for presentation as follows and copies will be referred to the appropriate Ministers: Advertising in Telephone Directories The Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of citizens of the Commonwealth respectfully showeth: That we, the undersigned, protest against the action of the Commonwealth Government in letting the contract for the advertising rights for the Victorian Pink Pages Telephone Directories to an American Company, General Telephone and Electronics Corp., USA., trading in Australia as Directories (Aust.) Pty Ltd. That this will mean that the American company now controls the telephone directory advertising in all but one State of the Commonwealth. We respectfully request that this contract be revoked in the national interest, and your petitioners, as in duty bound, will ever pray. by Mr Bennett, Dr JF CAIRNS and Mr Foster. Petitions received. Overseas Aid To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The petition of the undersigned citizens of the Commonwealth humbly showeth: That the undersigned believe . . . That hunger, illiteracy, abject poverty and injustice are intolerable anywhere in the world. That the knowledge, skills and resources to change these unjust conditions now exist. That to obtain justice among peoples, world financial and trading systems can and must be changed. That Australia has the capacity to play a more significant part in enabling the developing countries to achieve improved social conditions for all their people. Your petitioners most humbly pray that . . . Australia's official development assistance in 1972-73 be increased to at least $240m. Australia's aid policies be reviewed so that aid given provides maximum benefit to the peoples of developing countries. Australia's trade policies be reviewed to provide more favourable conditions for developing countries. by Mr Foster and Mr Reid Petitions received. Taxation To the Honourable the Speaker and the Menibers of the House of Representatives in Parliament assembled, we, the citizens of the Commonwealth of Australia, residents in the State of Western Australia do humbly petition and pray that all levels of Government responsible in Australia will take note of the wishes of we, the citizens, in so far as we request: That the Commonwealth Government give urgent consideration to granting taxation concessions to those mothers who are forced to pay fees to have their children retained in Day Care and Family Care Centres. That these mothers and children are being disadvantaged by the economic circumstances where no concession is made for the charges which must be paid to have their children so looked after. In fact it means that a single parent is working for a subsistence wage and receiving a lower income than many who are living on Social Service at a cost to the community. That these mothers efforts to maintain themselves and their families should be rewarded by taxation concessions for fees paid in recognition to their initiative and diligence by not placing their burden upon the community and so allow them to retain their dignity and standing in the community. That single and married mothers are contributing to the community by the establishment of their home, the cost of which has become affected by inflation and so must continue to work to make the future for the children who are so cared for. Therefore we ask that all these aspects be taken into urgent consideration and that taxation concessions for all child minding fees be granted to ease the burden. We, the petitioners humbly pray that the House of Representatives in the Parliament assembled would take immediate steps to ensure provision of this taxation concession and your petitioners as in duty bound, will ever pray. by Mr Bennett. Petition received. Overseas Aid To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. We the undersigned petitioners humbly pray that: Australia's overseas aid be increased to an amount equivalent to one per cent of the nation's gross national product. Australia's aid policies be constantly reviewed so that aid given provides maximum benefit to the peoples of developing countries, especially in that an increasing amount of aid is given through multilateral channels. Australia's present policy of interest free aid is continued; and that aid be given free from trade or other obligations on the part of the recipient nation. by Mr Donald Cameron. Petition received. Public Service To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: That the recent salary offer to the Manipulative Group (typists, shorthand/typists and machinists) by the Public Service Board fails to recognise the work value of the activities carried out by this group. That the promotion structure and unrealistic. There is no recognition for experience, nor for the initiative and responsibility that is required in many of these positions. There is no recognition of the clerical tasks which the Position Classification Standards Manual specifies as being basic duties. That consequently members of the Manipulative Group are considered second-rate citizens by other Public Service groups, which trary to the fundamental principles of Democracy which Australians believe in. That many competent secretaries are forced leave this structure and become clerks or clerical itself. assistants, as these women have to pay the same amount of money for goods as other people. That it is becoming increasingly necessary classify secretaries as clerical assistants or clerks in order to get competent staff. That many school leavers, especially in Canberra, are unwilling to spend time and money train for a profession as a secretary or keyboard operator when they can get easier and more highly paid positions with only the qualifications have upon leaving school. That there is insufficient recognition of the that while a typist or machinist can do clerical work, a clerk cannot perform any of lative Group's jobs without months of special training. That in the sophisticated business world of today secretaries need to be highly trained, responsible and educated and yet the Public Service fails to recognise this. That there are an increasing number of Gradueconomically ates interested in secretarial work but at present there is no scope for them within the Public Service and therefore they are forced employment in industry although their basic degree may be more oriented towards the Public Service. That while the Public Service offers such poor remuneration for highly skilled work and no promore motion opportunities there is naturally going be high turnover of staff within this group. Your petitioners therefore most the House of Representatives in Parliament assembled will take immediate steps to: 1. Have the Commonwealth Public Service Board carry out a realistic wage offer to the Manipulative Group, giving proper recognition to the real work value of work performed. 2. Have the Commonwealth Public Service Board make an early decision on the promotion structure within the Manipulative with a view to a wider and more flexible promotion range which gives recognition to: the extensive training that many secretaries have undergone; the fact that there will be more and more highly trained secretaries seeking employment; the fact that secretaries are capable of doing administrative work, of using their initiative and take on responsibility, as well as doing shorthand and typing. And your petitioners, as in duty bound, will ever pray. is far too limited by Mr Enderby. Petition received. Parliament House To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the underthe signed employees in Parliament House Canberra is surely conrespectfully showeth: That the inadequacy of the present parliamentary building is resulting in unpleasant, inefficient to and inconvenient working conditions in the House That the fragmentation of staff at West Block and other offices in the City due to the to inadequacies of space in the present building causes inefficiency in staff control and working relationships. That although the present patchwork extension to system results in better accommodation for some sections of the working population in the House it has worsened the accommodation in other areas they by shutting out light and ventilation. That the older sections of the House, besides fact being cramped, as affected by extremes of heat and cold and quite out of keeping with modern the Manipuoffice working conditions. That the House lacks proper records storage facilities, and other facilities, especially related to staff comfort, a requirement highly desirable in view of Parliament's extended working hours. That the present extensions, as with past extensions, have been costly to the taxpayer and short-sighted and will merely relieve the most pressing needs for a very limited period of time due to the inevitable growth Of the to seek business of this Parliament. Your petitioners therefore most humbly pray that an early decision will be taken by the Government to build the new and permanent Parliament House which will, in the long run, be a economical way to house the Parliament and to which will, at the same time, be an impressive and proud symbol of Australia's progress and humbly pray that national unity. And your petitioners, as in duly bound, will ever pray. review of its by Mr Enderby. Petition received. Canberra: Development of Parkland Group, To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of residents of the Division of the Australian Capital Territory respectfully showeth: That the National Capital Development Commission have advised us of their intention to develop the entire western side of Melrose Drive with Flats and Town Houses. Your petitioners therefore humbly pray that the aforesaid strip of land on the whole western side of Melrose Drive be reserved for development as parkland. Your petitioners are concerned that such a development will place an excessive strain on the schools of the area, and will result in a diminution of the land available for recreational purposes and will create traffic hazards. And your petitioners, as in duty bound, will ever pray. by Mr Enderby. Petition received. Education: National Survey To the Honourable the Speaker and the Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned electors in the State of New South Wales respectfully showeth: 1.. The nation-wide Survey of Educational Needs undertaken by the Australian Education Council has provided clear evidence that government education in the various States is failing children on a massive scale. 2. The following conditions at the Castlecove Infants school give further evidence of the needs in the State education system. (1) Essential plumbing has been neglected. (2) Outside fence is in a state of disrepair. (3) Twenty year old 'temporary' buildings are not up to standard. Your petitioners therefore respectfully pray that your Honourable House will (i) make immediately a substantial Federal emergency grant to all State Governments for education services, and (ii) carry out a public national survey to determine needs of the States after 197S. And your petitioners, as in duty bound, will ever pray. by Mr Graham. Petition received. Social Services To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The petition of the undersigned electors of the Commonwealth of Australia respectfully showeth: That on 10th December 1948, Australia signed the 'Universal Declaration of Human Rights', Article 25 reads: 'Everyone has the right to security in the event of unemployment, sickness, disability, widowhood, old age and other lack of livelihood in circumstances beyond his control.' Yet 23 years later, in our country of great national wealth and abundance it Is to the nation's shame that many thousands of our people live in a state of being inconsistent with the dignity and worth of the human person-lan guishing in poverty and want, neglect and the lack of proper care necessary for their health and well-being. We, the undersigned, respectfully draw to your attention that the conscience of the nation is not at ease while the records of our country show that social services are not comparable with that of other advanced countries administering such services, therefore, we call upon the Commonwealth Government to immediately legislate for: Base pension rate-3 0 per cent of the average weekly male earnings, all states, plus supplementary assistance and allowances based on a percentage of such earnings. Unemployed benefits equal to the foregoing. Completely free health services to cover all needs of social service pensioners-hospita lisation, chronic and long-term illness, fractures, anaesthetics, specialist, pharmaceutical, hearing aids, dental, optical, physiotherapy, chiropody, surgical aids and any other appliances. Commonwealth Government to promote a compiehensive national scheme in co-operation with the States and make finance available to provide for the building of public hospitals, nursing and hostel type homes necessary to effectively meet the special requirements of aged people, in conjunction with a comprehensive domiciliary care programme to enable aged people to stay in their homes. Mental illness placed in the same position as physical illness. Substantial Commonwealth increase in the SS subsidy a day per public bed pensioner patient in general hospitals. Ten per cent of Commonwealth revenue to local government for general activities which now include social welfare, health, conservation and other community needs. Commonwealth subsidy for the waiving of rates for pensioners. Commonwealth Government to increase the non-repayable grant to the States for low rental home units for pensioners. Royal Commission or other form of public enquiry into Australia's social welfare structure that Australia may be brought into line with accepted world standards of the most advanced countries. And your petitioners, as in duty bound, will ever pray. by Dr Jenkins. Petition received. Bangladesh To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of citizens of Australia respectfully showeth: 1. The people of Australia are vitally concerned about the welfare of the people of Bangladesh. Tens of millions of people in this afflicted war-torn country will starve to death within the next few months unless massive relief operations are immediately and urgently undertaken. The involvement of Australians is evidenced by their willingness to contribute substantial funds to voluntary agencies, working for relief and rehabilitation in Bangladesh. 2. The problems of hunger, privation, malnutrition, the threat of epidemics and lack of shelter are faced by millions of displaced persons within the country. The worse cyclone in the history of mankind was followed by the wrecking of roads and bridges, the destruction of crops and fishingfleets,and the killing of key personnel, in the recent war. The reconstruction of the shattered economy of Bangladesh requires millions of tons of food, hundreds of thousands of the most primitive dwellings, restoring'' of communications and rehabilitation of agriculture and industry. 3. Your petitioners therefore most humbly' pray that in tackling these great human problems in Bangladesh, by far the greatest this century, House of Representatives in Parliament assembled, will request that a special meeting of Cabinet be called to provide SlOm for relief purposes in Bangladesh, and a further SlOOm over three years to help the reconstruction of its economy. And your petitioners, as in duty bound, will ever pray. by Mr Foster. Petition received. NA NA NA",15
3,Mr COPS,SHIPBUILDING YARD,"I desire to ask the Minister for the Navy a question. Would, the Minister give an assurance that sufficient repair work will be allocated to the Garden Island Naval Dockyard and the Cockatoo Island shipbuilding yard to maintain employment and to take up the slack of those unemployed in this industry? The honourable gentleman would be aware that employers and unions associated with this industry are gravely concerned about its future.",18
4,Dr MACKAY,SHIPBUILDING YARD,"The facts alluded to by the honourable member for Sydney are quite correct. Shipbuilding generally in Australia is causing quite a deal of concern. With the exception of Williamstown, which now has the allocation of the light .destroyer programme, dockyards, and in particular the one at Cockatoo Island, which is fully equipped and capable of performing sophisticated naval construction, are causing me and everyone connected with them concern. The situation is that we do not have the volume of shipping to keep 2 dockyards in full operation from the point of view of the Royal Australian Navy. However, there has been an arrangement made whereby Vickers, the British company, has leased facilities at Cockatoo Island Dockyard so that the company may, while carrying out our submarine refits and other naval construction, look for and undertake private commercial work to offset its overheads and to try to maintain efficiency. Last week the Minister for Defence received a very large deputation. I was present at that meeting and we discussed the possible work load for the future. I can assure the House that we are giving very close consideration at the moment to every possible way in which highly skilled men, some of whom have been In the employ of the dockyard since the 1938, as in one or 2 cases I know of in the black trades, will no longer have their jobs in jeopardy. This is a matter of concern and it is receiving the most sympathetic and urgent attention of all who may be able to help. I can say only that we are hopeful that we will be able to devise ways in which the impact of lack of work on the shipbuilding field may be minimised. NA",18
5,Mr FOX,SOCIAL SERVICES,I ask the Minister for Social Services: When did the Social Services Bill receive the royal assent? Are the increased pensions and increased means test limits now in operation? When will the first payments be made under these new arrangements?,18
6,Mr WENTWORTH,SOCIAL SERVICES,"Hi s Excellency the Governor General is at present in Perth. However, the Bill was flown over to him and I understand that he was pleased to give his assent to it at 4.30 yesterday afternoon. So the Act is now in operation. Existing pensioners will automatically receive their increased pensions. The first payments of the increased age and invalid pensions will be made next Thursday and the first payment of the increased widows' pensions on 10th October. I make the reservation that the superannuation adjustments which will be retrospective to those dates will not be paid until early in the new year because of the difficulty of calculating them. I have spoken so far about existing pensioners who will receive their increases automatically. New pensioners, that is, those who become entitled under the new legislation, will receive their pensions from the first pay period after they apply. It is there for important that they apply as soon as possible. Their eligibility depends on their means as assessed. As honourable members know, this takes account both of property and income. Let me summarise the situation in this way, because it is a matter of some importance: Single men who are aged 65 years and over or are medically qualified to receive an invalid pension should apply if their means as assessed are up to $60 a week. The same is true for single women who are 60 years and over or medically qualified for an invalid pension. For married couples, where the husband is 65 years or over or medically qualified to receive an invalid pension, the limit of means as assessed is $103.50 a week. This is an important figure. In the case of the wives where the husband does not fall into the category of 65 years plus or where he qualifies for an invalid pension",18
7,Mr BRYANT,SOCIAL SERVICES,"I rise to a point of order. Mr Speaker, surely the Minister is out of order in taking up question time in this way. He is simply demonstrating his earlier incompetence in not having explained the position before.",19
8,Mr SPEAKER,SOCIAL SERVICES,Order ! The honourable member for Wills will resume his seat.,19
9,Mr WENTWORTH,SOCIAL SERVICES,I know that this is a lengthy answer but I think it is of interest and importance to many people would like to hear what the Government is trying,19
