speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Monday, 12 September 2005 ----",19
1,The SPEAKER,Unknown,"Hon. David Hawker) took the chair at 12.30 pm, and read prayers. NA Foreign Affairs, Defence and Trade Committee",19
2,Mr BAIRD,COMMITTEES,"On behalf of the Joint Standing Committee on Foreign Affairs, Defence and Trade, I present the committee's report entitled Australia's human rights dialogue process, and I ask leave of the House to present the committee's report entitled Reform of the United Nations Commission on Human Rights. Leave granted. Ordered that the reports be made parliamentary papers.",19
3,Mr BAIRD,COMMITTEES,"On behalf of the Human Rights Subcommittee of the Joint Standing Committee on Foreign Affairs, Defence and Trade, I wish to make some brief comments on the committee's two reports Australia's human rights dialogue process and Reform of the United Nations Commission on Human Rights. In 1997, the Australian government initiated a high-level bilateral dialogue on human rights with China. Similar formal talks commenced with Vietnam and Iran in 2002. The aim of the dialogues is to hold frank and constructive discussions to demonstrate the commitment of both countries to the talks and the overall strengths of their bilateral ties with Australia. Since 1997 there have been nine rounds of talks between Australia and China, three between Australia and Vietnam and one between Australia and Iran. In March 2005, an inquiry was established to review Australia's human rights dialogue process to date. The committee examined five areas: parliamentary participation and oversight, involvement of non-government organisations, the role and obligations of participating agencies, reporting requirements and mechanisms, and the monitoring and evaluation of outcomes. While the committee received the bulk of its evidence on the Australia-China dialogue-the more established of the three dialogues-the focus of the inquiry was on Report the process rather than specific dialogues. It is, however, worth noting the evolving developments of the Australia-China dialogue because they illustrate the potential of the dialogues for bilateral engagement on human rights concerns. The committee was pleased to hear from the Australian government and NGOs alike that the Australia-China dialogue is characterised by an increasing degree of openness and trust. Over the years, the delegations from China and Australia have expanded to include representatives from a number of different agencies, and discussions take place on a widening range of human rights concerns. In recent years, the Australian delegation has been invited to visit provinces outside Beijing, and Tibet. In 2004, for the first time, Australian NGO representatives were able to meet with Chinese government officials in advance of the official talks to discuss human rights concerns. That meeting went well and, subsequently, the Chinese government invited the NGOs to attend future dialogue sessions in China. The committee also acknowledges the important complementary role of the technical cooperation activities associated with the dialogues. The Australia-China Human Rights Technical Cooperation Program makes a practical contribution to improving human rights through capacity building and institutional strengthening activities, with a focus on legal reform, women's and children's rights, and ethnic and minority rights. At this stage, the Vietnam and Iran dialogues do not have a similar dedicated program. However, the Human Rights and Equal Opportunity Commission has sponsored study tours to familiarise delegates from those countries with Australia's institutional structure for the promotion and protection of human rights and has helped partner countries to identify areas in which Australian expertise might usefully contribute to their priorities for promoting and protecting human rights. Although the committee notes the achievements of Australia's bilateral human rights dialogues, it is of the view that there scope for improving the transparency and accountability of the process as a whole. To that purpose, the committee has made five recommendations in its report which will build on and enhance the existing level of parliamentary participation and oversight, involvement of NGOs, and reporting requirements and mechanisms. I will now turn to the committee's most recent inquiry, which was into reform of the United Nations Commission on Human Rights. On Wednesday, more than 170 heads of state and government, including the Prime Minister, will attend the 2005 world summit at the United Nations headquarters in New York. At the three-day gathering, world leaders will review progress made since the Millennium Declaration was adopted by member states in 2000. The agenda will be based on the UN Secretary-General's report In larger freedom, which contains a range of recommendations for strengthening the three pillars of the UN: development, security and human rights. One of the more significant proposals is to replace the Commission on Human Rights with a Human Rights Council. It was in this context that the committee decided to convene a round-table public hearing on 12 August 2005 to discuss the current human rights reform agenda and to hear the views for and against the establishment of a Human Rights Council. The committee was pleased with the level of interest that the inquiry generated. Many witnesses commented on how important it was for these topics to be debated in parliament, and they appreciated the opportunity to address them in this round-table format. At this stage, it is difficult for the committee to comment on the suitability of the Human Rights Council proposal. Details remain vague for the implementation of the proposal and views are varied. Nonetheless, the comis mittee will follow the outcomes of the September summit with interest. Irrespective of whether member states adopt the Human Rights Council proposal at the summit, the committee wishes to see this important human rights body continue to function in a strengthened rather than weakened form. In closing, I am grateful to all those who gave evidence to the inquiries. I also wish to thank my colleagues and the secretariat. I commend the reports to the House.",19
4,Ms VAMVAKINOU,COMMITTEES,"As Deputy Chair of the Human Rights Subcommittee, I would like to join my colleague the member for Cook in speaking to these two reports today. Firstly, the inquiry into Australia's human rights dialogue process has highlighted the importance of dialogue as an instrument in promoting human rights. I and members of the opposition support all five recommendations in that report, as these recommendations serve to strengthen and improve the current nature and manner of our dialogue's operations. In particular, recommendations 1 and 2, which call to encouraging dialogue partners to include parliamentary representatives in dialogue, are positive initiatives as all members of the committee believe that making parliamentary participation inclusive will enhance the effectiveness and status of these dialogues. Our human rights diplomacy is intended to make practical improvements to human rights situations by pursuing a nonconfrontational, cooperative dialogue. Currently, as the member for Cook has said, we are engaged in a dedicated human rights dialogue with China, Vietnam and Iran, and through these dialogues we can raise, and we seek to raise, with each other issues and cerns in a frank and open manner. I want to speak in particular about our logue with Iran, as Australia is one of the few countries to have a dedicated bilateral dialogue on human rights with Iran, which was instigated by former Deputy Prime Minister Tim Fischer in 1999. The first and, to date, only talks were held in Tehran in December 2002. Since then Australia has funded a visit to the Human Rights and Equal Opportunity Commission by a delegation from the Islamic Human Rights Commission of Iran, and AusAID has funded human rights assistance to Iran via the Human Rights Small Grants Scheme, including over $48,000 for projects to assist women and children, which is particularly important given that 70 per cent of Iran's population is under the age of 25. I am particularly keen to support and encourage our future dialogue efforts with Iran by developing a reciprocal visit to the 2002 dialogue, especially given the international community's increasing need to monitor the activities of states who are developing nuclear energy programs-as Iran is in this case-and also because of the role that we have taken in Iraq, the overall international war on terror and the importance of stability and democracy in the Middle East. Turning to the report Reform of the United Nations Commission on Human Rights, I would like to say that in this the 60th year the UN there have been a series of reform proposals around a number of aspects of UN activity, and in particular a new focus is sought with new structures to make the commission more efficient and accountable and to have greater support from the more powerful members of the world community. Despite its inadequacies, the UNCHR is a vital international body and I and many others could not imagine a situation where the world community would abandon it. This con- report looks at reform options for the UNCHR by exploring some of its shortcomdiaings, such as the issue of block voting, the obstruction by the more powerful countries in preventing discussion of serious human rights violations, the inability to implement findings from investigations of human rights abuses around the world, as well as insufficient personnel and financial support for the Office of High Commissioner for Human Rights. Having secured the presidency of the Commission on Human Rights in 2004, Australia was able to make some observations about the workings of the commission, so our committee's decision to conduct an inquiry into reform of the commission was timely given this week's Summit of Heads of State and Government taking place at the United Nations in New York. As the member for Cook rightly said, our report concluded, after the round-table meeting on 12 August, that we should adopt a wait-and-see approach and seek a briefing on the outcomes of the UN September summit before forming a view on the proposal by the Secretary General of the UN to replace the commission with a Human Rights Council. I can report that the opposition shadow minister for foreign affairs will be arguing the case for the establishment of a council during this week's summit deliberations in New York. We are moving into a global of situation where we should be less tolerant of countries who do not implement their human rights obligations and who ignore UN resolutions on human rights abuses, and I agree that we need to find an alternative and more effective structure and forum for addressing this vital function of UN activity. I recommend the report to the House and I certainly recommend that all colleagues and members who are interested in human rights in the commission and the work of the UN avail themselves of the report and its recommendations.",20
5,The SPEAKER,COMMITTEES,The time allotted for statements on these reports has expired. Does the member for Cook wish to move a motion in connection with the reports to enable them to be debated on a future occasion?,22
6,Mr BAIRD,COMMITTEES,I move: That the House take note of each report.,22
7,The SPEAKER,COMMITTEES,"In accordance with standing order 39, the debates are adjourned. The resumption of the debates will be made orders of the day for the next sitting. Environment and Heritage Committee",22
8,Dr WASHER,COMMITTEES,"On behalf of the Standing Committee on Environment and Heritage, I present the committee's report entitled Sustainable cities, together with the minutes of proceedings and evidence received by the committee. Ordered that the report be made a parliamentary paper.",22
9,Dr WASHER,COMMITTEES,"This report is entitled Sustainable cities. It tackles one of the most important and challenging issues that is facing us today: how to create and maintain Australian cities that are sustainable and remain so into the future. As one of the most urbanised countries in the world-with water shortages, high energy demands, sprawling development and transport congestionAustralia faces critical challenges. It is time for national leadership on sustainability. What does sustainability mean? This committee has come to the conclusion that there is no all-encompassing definition of sustainability; so we prefer to speak of a ‘vision for sustainability'. Sustainable cities are cities that are economically productive, environmentally responsible and socially inclusive. Sustainable cities are vibrant and healthy communities, where Australians can live productive lives while ensuring that their cities develop in ways that make them liveable into the future. This inquiry was commenced in the last parliament under the chairmanship of the Hon. Bruce Billson. The committee of this parliament appreciates the substantial work undertaken by its predecessor. This committee felt so strongly about the significance of the topic that it asked to have the inquiry rereferred. We are glad we have done so for many reasons. The first reason is that, through the evidence we have gathered, we have found that much is being done by organisations, state, territory and local govReport ernments and individuals to improve the sustainability of our cities. This has been heartening. But the second reason is that we have had overwhelming evidence that, while much is being done, what is missing is concerted and coordinated action at the national level. We are glad to have been given the opportunity to make a number of recommendations that we believe are critical for Australia on the path of sustainability. Mr Speaker, you will see that the report is divided into a number of chapters focusing on issues such as water, energy, building design and transport. The committee makes a number of recommendations that are aimed at alleviating some of the problems our major cities are facing in these areas today and that set a direction for future urban development. We must be more efficient and effective with our water and energy consumption, and we must embrace other transport options. We must be more creative and forward looking when we build our communities. We must research better ways and be prepared to evaluate our performance. But, most of all, the committee found that there is a need for an overarching framework that provides for coordinated action. Organisations and individuals who have given evidence to the committee have stressed the importance of a framework that can provide integration and cooperation amongst the different levels of government and can involve the broader community. It is time for national leadership on sustainability. Accordingly, one of the most important recommendations that this committee has made is the establishment of an Australian sustainability charter which sets national targets across a number of areas, including water, transport, energy, building design and planning. It is envisaged that COAG would sign up to the charter and its targets. A new, independent Australian Sustainability Commission would monitor the extent to which Commonwealth funds promote the agreed sustainability targets. The commission would also monitor the extent to which state and territory use of Commonwealth funds promotes the agreed targets. The committee has used the National Competition Council as its model for the Australian Sustainability Commission. The committee envisages that, similar to the operation National Competition Council, the Sustainability Commission would explore the concept of incentive payments to the states and territories for sustainability outcomes. This committee is of the strong view that it is only through coordinated action at the national level that Australia can move towards creating sustainable cities into the ture. I would like to thank all those who have made submissions and given evidence to the committee, and acknowledge the excellent effort of all committee members and our secretariat in the formulation and the completion of the report. I commend the report Sustainable cities to the House.",22
