speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Tuesday, 19 October 1976",16
1,Mr SPEAKER,Unknown,"Rt Hon. B. M . Snedden, To the QC.) took the chair at 2.15 p.m., and read of prayers.",16
2,Mr SPEAKER,Unknown,"I have to inform that we have present in the gallery this afternoon the Speaker of the Parliament of Singapore, Dr Yeoh Ghim Seng, who is accompanied by the Senior Minister of State for Communications, Mr Ong Teng Cheong, and the Parliamentary Secretary to the Minister for Education, Mr Ahmad Mattar. I also inform the House that the Secretary-General of the United Nations ConRepresentatives ference on the Habitat, Mr Enrique Penalosa, is also in the chamber. On behalf of the House, I extend a very warm welcome to those gentlemen.",16
3,The Clerk,Unknown,"Petition s have been lodged for presentation as follows and copies will be forwarded to the appropriate Ministers: Australian Broadcasting Commission To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. We, the undersigned citizens of the Commonwealth do humbly pray that the Commonwealth Government: 1. Subscribe to the view that the Australian Broadcasting Commission belongs to the people and not to the government of the day whatever political parry, 2. Eschew all means, direct or indirect, of diminishing the independence of the Australian Broadcasting Commission, 3. Reject all proposals for the introduction of advertising into ABC programmes, 4. Develop methods for publicly funding the Commission which will prevent the granting or withholding of funds being used as a method of diminishing its independence, 5. Ensure that any general enquiries into broadcasting in Australia which may seem desirable from time to time shall be conducted publicly and that strong representation of the public shall be included within the body conducting the enquiry, And your petitioners as in duty bound will ever pray. by Mr Bryant, Mr Les Johnson, Dr Klugman, Mr Morris and Mr Antony Whitlam. Petitions received. Thalidomide Foundation To the Honourable the Speaker and Members of the House of Representatives, in Parliament assembled. We, the undersigned citizens of the Commonwealth do humbly pray that the Commonwealth Government; 1. Honour the undertaking of the previous Government with regard to taxation of the monies due to the Thalidomide Foundation Limited, and the income therefrom. 2. That this action be take with the utmost despatch. And your petitioners as in duty bound will ever pray. by Mr Byrant, Mr Garrick and Mr Les Johnson. Petitions received. Tasmanian Shipping Service Honourable the Speaker and Members of the House Representatives in the Parliament assembled. The petition of the undersigned respectfully showeth: That the decision to withdraw the Australian Trader from the House the Tasmanian service (a) is a great injustice to the State of Tasmania, (b) has delivered a severe blow to the Tasmanian tourist industry, and (c) has caused grave concern that this is the commencement of the dismantling of the Australian National Line. Your petitioners therefore humbly pray that the House of in Parliament assembled will move to restore the Australian Trader to the Tasmanian service. And your petitioners as in duty bound will ever pray, by Mr Morris and Mr Antony Whitlam. PETITIONS Petitions received. Chiropractic Services To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned electors of the Commonwealth respectfully showeth: 1. Whereas the West Australian State Government has seen fit to register chiropractors licensed under the provisions of the Chiropractors Act 1964. This unique and specific branch of the healing arts is utilised by an ever-increasing cross section of the public who can neither gain compensation nor make claim for expenses so incurred under existing income tax provisions. 2. Whereas your petitioners respectfully request that action be taken to provide legislation to cover both of these matters in the States or Territories where chiropractic is recognised by the administrative powers. 3. Whereas your petitionersrespectfullyrequestconsideration be given to: (a) Adequate cover by Federal health insurance schemes. (b) That fees payable to a chiropractor, qualified under States or Territories Chiropractic Registration Acts, be made a full tax deductible item. Both of the above being without the prerequisite of referral by a medical practitioner. Therefore your petitioners pray your honourable House to legislate accommodation of these matters under the provisions of Federal law. And your petitioners as in duty bound will ever pray, by Mr Anthony. Petition received. Metric System To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: Objection to the metric system andrequestthe Government to restore the imperial system. And your petitioners as in duty bound will ever pray. by Mr Anthony. Petition received. Community Health Centres To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: (a) That the Government is committed to the continuation of the Community Health Program as part of the Government's policy to provide to all Australians a National Health Program. (b) That the communities through their Committees in Churchill, Morwell, Moe, San Remo and Cockatoo in the MCMillan Electorate have satisfied the Commonwealth Depanment of Health that there is a need to establish Community Health Centres in each of those respective towns. (c) The citizens of each of the communities referred to are concerned that the Community Health Centre Programs be not prejudiced by any reduction in the funds available from the Government of the Commonwealth of Australia. Your petitioners therefore humbly pray that the Government take all necessary and urgent action to ensure the continuation of service from each of the Community Health Centres and make such finance available to allow the establishment of such Centres in permanent accommodation. And your petitioners as in duty bound will ever pray, by Mr Nixon. Petition received. Income Tax: Land and Water Rates To the Honourable the Speaker and members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: That the undesigned persons believe thatThe $300 limit on income tax deductibility in respect of personal residential land and water a discriminatory income tax penalty. Your petitioners therefore humbly pray that the Government will take steps to see that the aforesaid limitation is removed entirely or substantially increased. And your petitioners as in duty bound will ever pray, by Mr Connolly. Petition received. To the Honourable the Speaker and members of the House of Representatives in Parliament assembled. We the undersigned, citizens of the Commonwealth by this our humble petition respectfully showeth: That Medibank has proved to be the cheapest and most efficient means of bringing health care to Australian citizens and that the citizens of Australia have received Medibank as a great and valued social reform. That Medibank has proved itself to be a far superior system of health care than was offered to July 1975. Your petitioners therefore humbly pray that the Government will observe the promise made by the Prime Minister in his poUcy speech that 'We will maintain Medibank and ensure the standard of health care does not decline.' And your petitioners as in duty bound will ever pray. by Mr Garrick. Petition received. Medibank To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The petition of the undersigned citizens of Australia respectively showeth: That the decision of the Government to introduce a 2.5 per cent levy on incomes to finance Medibank and to offer private health insurance as an alternative to Medibank. 1. Constitutes a repudiation of an election promise to retain Medibank. 2. Will place an unjust financial burden upon low and middle income earners. 3. Will force many people out of Medibank and create a double standard of health care in Australia. 4. Will destroy the principle of a comprehensive compulsory health insurance scheme for all Australians. Your petitioners call upon the Australian Government: 1. To strengthen and extend the principles of Medibank as a comprehensive compulsory health insurance scheme covering all Australians, from General Revenue. 2. Provide equitable health care for all members of Australian society. And your petitioners as in duty bound will ever pray, by Mr Garrick. Petition received. Social Security Payments To the Honourable Speaker and Members of the House of Representatives in Parliament assembled. The petition of the undersigned citizens of Australia respectfully showeth: That distress is being caused to social security recipients by the delay in adjusting pensions to the Consumer Price Index months after goods and services have risen, and that many medications, formerly a pharmaceutical benefit, must now rates is unrealistic and is be paid for. In addition, State Housing Authority waiting lists for low rental dwellings for pensioners become never less, and funeral costs increase ever greater. Your petitioners call on the Australian Government as a matter of urgency to: Adjust social security payments instantly and automatically on announcement of increases in the quanerly Consumer Price Index. Medibank Restore pharmaceutical benefits deleted from the free list. The States Grants (Dwellings for Pensioners) Act 1974, eroded by inflation, be updated and increased to overcome the backlog. The funeral benefit be updated to 60 per cent of a reasonable funeral cost. This benefit when introduced in 1943 at 200 shillings ($20.00), was seven times the pension at that time of 27 shillings ($2.70) per week, or more than twice the basic wage of 97 shillings ($9.70). And your petitioners as in duty bound will ever pray, by the private funds prior by Mr Garrick. Petition received. Income Equalisation Deposit Scheme To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: The undersigned persons are concerned that: The proposed Government income equalisation deposit scheme will give substantial who are not genuine primary producers. We call upon the Government to restrict the proposed scheme so that only genuine And your petitioners as in duty bound will ever pray, by Mr Groom. Petition received. Dairy Industry Assistance To the Honourable the Speaker and members of the House of Representatives in the Parliament assembled. The petition of the undersigned respectfully showeth: We support the Australian Dairy Farmers Federation in asking the Federal Government to underwrite manufactured dairy products to the extent of providing a farm gate price of a minimum of 65c per pound butter fat. We stress the need for immediate action if a viable dairy industry is to be retained. Your petitioners therefore humbly pray that this underwriting provision be implemented urgently. by Mr Groom. Petition received. To the Honourable the Speaker and members of the House of Representatives assembled. The humble petition of the undersigned citizens of Australia respectfully showeth: That whereas an amnesty was announced for all illegal migrants and that whereas Mr Ignazio Salemi an applicant for amnesty has been denied amnesty. Your petitioners humbly pray that the members in the House assembled, will take the most urgent steps to ensure: That as Mr Salemi fulfils all the publicly announced criteria for amnesty he is permitted resident. by Mr Innes. Petition received. Income Tax: Mortgage Interest Rates To the Honourable the Speaker and members of the House of Representatives in Parliament assembled. We, the under signed citizens of the Commonwealth of Australia by this our humble petition respectfully showeth: 1. That the proposal to exclude all persons from the benefit of tax deductibility for morgage interest rates other than first home buyers in their first five years of home purchase is a repudiation of the Government's election undertaking to maintain the scheme. 2. That the effect of the proposal will cause hardship to many current beneficiaries of the scheme, in that existing benefits will terminate, thus putting housing loan repayments beyond reach. Your petitioners therefore humbly pray: (a) that the Government reconsider its decision to drastically curtail the scheme; (b) that the principles applying to the scheme as introduced by the Labor Government be maintained; and (c) that benefits be upgraded by indexation to take account of the effects of inflation. And your petitioners as in duty bound will ever pray, income tax concessions to those by Mr Les Johnson. Petition received. primary producers will benefit. Television Service To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The humble Petition of the undersigned electors of the Division of Kennedy respectfully showeth: that (1) we have been without a television service since the introduction of television into Australia in 1956, (2) we have been seeking such a service for many years without success and (3) we are one of the few remaining areas of Australia not enjoying what is now considered a normal facet of Australian life. Your Petitioners therefore humbly pray that the House will take action which will require the Australian Broadcasting Control Board to take immediate steps to provide the electorate of Kennedy with a television service, where it is not now provided. And your petitioners as in duty bound will ever pray, by Mr Katter. Petition received. Mr Ignazio Salemi Indirect Taxation To the Honourable the Speaker and Members of the House of Representatives in Parliament assembled. The Petition of the undersigned citizens of Australia respectfully showeth: That the new Government during therecentelection campaign, promised lower taxation and more money in people's pockets. Your Petitioners therefore humbly pray that the House of Representatives will take immediate steps to prevent the introduction of Television and Radio to remain in Australia as a licence fees, the imposition of a tax levy for Medibank and the introduction of higher charges for drugs dispensed under the Pharmaceutical Benefits Scheme. And your petitioners as in duty bound will ever pray, by Dr Klugman. Petition received. Budget 1976-77 To the Honourable Speaker and Members of the House of Representatives in Parliament assembled. The humble Petition of undersigned citizens of Australia respectfully showeth: that; the Budget will increase unemployment to unprecedented and crisis proportions at a time when hundreds of thousands of Australians, especially school-leavers, young workers and apprentices, are without work; the Budget completes the dismantling of Medibank as a simple, effective universal health insurance scheme, providing basic coverage for the total community; the Budget, by its heavy cuts in urban and transport programs, will worsen the quality of life available to many Australians; the Budget will compel state governments to reduce their services and increase charges; the Budget reduces spending on Aboriginal affairs by 30 per cent and returns expenditure on Aborigines to pre-1972 days; the Budget seriously disadvantages migrant groups, most notably in employment and health, and leaves room cern over the future of ethnic radio; the Budget, despite the government's earlier rhetoric about defence threats to Australia, continues to hold the of the armed services at present levels; and the Budget, despite all the above, still cannot be expected to reduce Australia's annual inflation rate below historical twelve per cent; Your petitioners therefore humbly pray that the 1976 Budget be redrafted to provide for economicrecoverywithin the guide-lines laid down by the Australian Labor Governpart ment's 1975 Budget. And your petitioners as in duty bound will ever pray, by Mr Morris. Petition received. Dockyards at Newcastle To the Honourable the Speaker and members of the House of Representatives in Parliament assembled. The humble petition of the undersigned showeth: That shipbuilding and repairs play a vital role in the economic stability of the Newcastle region. That a recent study by the Hunter Valley Research Foundation showed that 50 000 people were partially or wholly maintained by the State Dockyard. That stability is at present in jeopardy, as a new required within the next few weeks if serious unemployment and hardship is to be avoided. That the previous Government's plan for the building graving dock in Newcastle should be continued as proper ship repair facilities are a vital factor in the maintenance viable shipbuilding industry. That the Government's election pledge to restore business and employment can be implemented in Newcastle if orders and a graving dock are granted. Your petitioners therefore humbly pray that the Government place immediate orders with the Newcastle Dockyard and implement the previous Government's to build a graving dock in Newcastle. And your petitioners as in duty bound will ever pray, by Mr Morris. Petition received. NA",16
4,Mr MALCOLM FRASER,MINISTERIAL ARRANGEMENTS, I inform the House that the Deputy Prime Minister (Mr Anthony) is indisposed and for the time being the Minister for Transport Nixon) will act as Minister for National Resources and the Minister for Business and Consumer Affairs (Mr Howard) will act as MinGovernment ister for Overseas Trade. PARLIAMENT: DOUBLE DISSOLUTION Notice of Motion,19
5,Mr WENTWORTH,MINISTERIAL ARRANGEMENTS,"I give for connotice that at the next sitting I shall move: 1. That this House is of the opinion that, when the Senate fails to pass the Budget, there should be a double dissolution size and an immediate election for both Houses; and that financial provisions should be made to enable the Government to be carried on pending such election. 2. That this House recognises that it was only a fortunate accident that allowed this proper course to be followed last November, in that at that time a double dissolution was constitutionally possible by reason of the Senate's having twice failed to pass certain other Bills which were not of the Budget, and in that at that time the Senate had not formally rejected the Budget. 3. Believing therefore that such a fortunate historical accident may not always occur, this house considers that the people should be asked at a constitutionalreferendumto approve the principle that, when the Senaterefusesto pass the Budget, there should forthwith be a dissolution of both Houses and an immediate election, and that, in the meantime, provision should be made forfinanceto carry on the administration of the Commonwealth. citizens of Newcastle respectfully NA NA NA Mr E. G. Whitlam- I direct a question to the Prime Minister. I preface it by reminding him that he has not yet provided me with the full ansship is wer that he promised 5 weeks ago to provide to my question without notice concerning a report of exceptionally high infant mortality rates in of a Aboriginal communities in Queensland. Has his of a attention been drawn to the report by Professor Hollows that health services for Aborigines in Central Australia are appalling and that eye, ear, new nose and chest diseases together with other systemic disorders are present in an alarmingly high proportion of Aboriginal children and adults? State Since Aboriginal health funds were reduced in plan the Budget and since announcements following the Government's consideration of Mr Hay's report did not specify any grants for Aboriginal health programs, has the Government decided to make additional provision for those purposes?",19
6,Mr MALCOLM FRASER,AUSTRALIA,"The honourable gentleman's sense of timing is very good. In fact, it was only about half an hour ago that I was at the draft reply to that earlier question which he mentioned. It contained one or two errors of fact but a reply should be available (Mr within a day or two. As to the other matters, I state that my attention has been drawn to the report. At this stage I would say only that the has done a great deal to prune the administrative elements in terms of the funds that are going to Aborigines. We have done this to make sure that funds that are allocated by this Parliament to be spent get where they are needed to assist Aborigines. It is our view that a good deal was wasted or spent misguidedly along the way. That was the purpose of the reviews. Also, I remind the House that we have in any restrictions on personnel and staff ceilings emphasised that over-the-counter services to people-obviously , this includes the delivery of health services-ar e not to be prejudiced as a result of staff ceilings that have been imposed on all Commonwealth departments and statutory authorities. The particular matter that the honourable gentleman raised will be examined by the Minister for Aboriginal Affairs. NA NA",19
7,Mr GRAHAM,ORGANISATION,"Did the Minister for Foreign Affairs, during his recent visit to Europe, have official discussions with the North Atlantic Treaty Organisation Supreme Commander, General Alexander Haig, and the Secretary General of NATO? Bearing in mind our association with the Organisation for Economic Cooperation and Development, I ask: Is there any likelihood of a more formal association between Australia and the North Atlantic Treaty Organisation?  ago, primarily to hold talks with the European communities. The economic relationship Australia has with the European Economic Community is, of course, of great importance. We do have divergent views on many issues and these views have not altered. However, the Government decided that it should broaden its relationship with the Community, not merely because of the strategic importance of Europe, but because the Community is acquiring a significant international personahty in its own right, distinct from its individual members. For example, as a community it is increasingly represented in international forums. Therefore my talks there were aimed at broadening the relationship. As a result, there will be a round of official talks in Canberra early next year. Whilst I was there, I took the opportunity of talking with Ministers and officials of the Belgian Government as well as with those people the honourable member suggested in his questionthe North Atlantic Treaty Organisation Supreme Commander, General Haig, and Secretary General Luns. There was no intention beforehand, nor as a consequence of those talks is there any intention of Australia's seeking any formal ties with NATO. But the visit provided me with an opportunity to exchange views on a broad range of matters. After all, the strategic importance of Europe remains undiminished. It is still the most vital and sensitive area in the global balance. Indeed, western Europe is one of 2 pillars of the Atlantic alliance and its performance in that respect is important, not only in itself but in its effect on the performance of its partner, the United States of America. I value the discussions I had with General Haig and Secretary-General Luns. But I repeat: There is no intention on our part to seek any formal ties with NATO. NA",20
8,Mr UREN,COMPANY INVESTMENT,"I refer the Treasurer to an answer he gave me last Wednesday in response to a question without notice. I ask: Of the $7,000m of investment intended by companies or processed by the Foreign Investment Review Board since December 1975, what proportion will actually eventuate? When will the facts regarding these investments be announced? What proportion of these projects will be financed by new capital inflow and what by reinvestment of retained profits?",20
9,Mr LYNCH,COMPANY INVESTMENT,"The honourable gentleman should be very much aware that the aggregate figure that I pointed to of some $7 billion worth of new investment over the various areas which were the subject of reference in the question is not afigurethat can be broken down for public consumption by reference to the companies concerned. Many of the negotiations which have taken place are matter of confidence between the Government and the companies concerned. I can give some thought as to whether it is possible to indicate a broad analysis of the type of information which the honourable gentleman seeks. But of the $7 billion, my recollection- I put it no higher than that-is that approximately $2,000m would represent a flow of funds from overseas for purposes of capital development here. I will need to check thatfigureimmediately after question time but the honourable member can take it on the run that it is around $2,000m. These investments are of course heavily in the resource area. The list certainly includes announcements by companies which have been the subject of public reference on the financial pages of the major newspapers of this country and a number of other projects which are matters of confidence between the Government and the companies concerned. As I think I mentioned when the honourable gentleman raised this matter with me during the course of last week, the Government certainly appreciates that it is not a question of an inflow overnight. It will, of course, be slow, but the economic recovery which the Government is looking forward to is a recovery which is sustainable, and that does not allow the prospect of a quick overnight take-off. NA",20
