speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"?§ouse of lUpresentattbea. Wednesday, Z April, 1902. Mr SPEAKER took the chair at 2.30 p.m., and read prayers. NA OFFICERS.",14
1,Mr ISAACS,SENTENCES OP AUSTRALIA N,"I rise for the purpose of asking the Prime Minister a question with reference to a matter which is agitating the minds of the people of this country in an almost unprecedented degree. I wish to know if he has received any information from the Home Government or the South African authorities with regard to the execution of two Australian officers, Lieutenant Morant and Lieutenant Hancock, and the imprisonment of a third, Lieutenant Witton . I think it needs no words of mine to assure the right honourable and learned gentleman that a complete elucidation of this matter is awaited with very intense interest in Australia.",14
2,Mr BARTON,SENTENCES OP AUSTRALIA N,"I am endeavouring to obtain information. I need not say that it would be most unwise for any of us to come to a conclusion or form any judgment on the subject in view of the conflicting accounts that have appeared. Much of the information I have received has been derived entirely from private conversations, and under circumstances which forbid the repeti tion of the conversations to the House. Such information as I - have been able to afford has been stated by me as it has been presented in the press. It appears that on the wounding of Captain H u n t and the retirement of the Carbineers, who were outnumbered on that occasion, they were reinforced and came back to the scene. They there found Captain Hunt who had been shot, I believe, through the lungs-dead , and seriously battered about, with his neck broken-whethe r before or after death I cannot say-and with his eyes protruding. On the capture of a Boer laager there was found a Boer who, unlike his comrades, was not able to escape, being wounded in the foot. He was in khaki and had some article of the clothing of Captain Hunt in hispossession. Hewas tried hydrumhead court-martial by the three lieutenants, and on his being convicted he was shot. Further information, so far as I am able to disclose it , goes to this effect:-That the same party of the corps captured two parties of Boers, one numbering eight and another numbering three. On their capture of these two parties no court-martial apparently - was held. There does not seem to be any clear evidence that the Boers were caught wearing the uniform of the British army, so that that point is still in doubt. These men were shot, and I am not in any way credibly informed that they were submitted to court-martial. It remains to be seen whether they were identifiable with those who had maltreated Captain H u n t before or after death. There is no satisfactory information on that point. If they could not be identified, of course honourable members will form their conclusions as to whether they should have been shot. The other officer who has been mentioned, Major Lenehan, was at a distance of 70 miles from these occurrences. On their return to or towards Pietersburg the three lieutenants were placed under arrest, and they were tried some four months afterwards. Lieutenant Morant, who had gone out from Australia in one of the contingents, and was the son of an English admiral; Lieutenant Hancock, who came from Australia, and was an Australian ; and Lieutenant Witton, were all convicted of ordering, or being accomplices in - I do not know exactly how it standsthe murder of these Boers. The two first mentioned were shot; the sentence of the third was commuted, - I believe, by the Commander-in-Chief in South Africa, to - imprisonment for life. Major Lenehan, against whom several charges were brought, was eventually convicted on only one-that of having failed to send in any report. His defence was that he had been exempted from sending in a report. Whether that is correct or not, evidently the court-martial overruled it. He was convicted, and received the sentence of a slight reprimand, and was afterwards escorted to Capetown, where he re-embarked for Australia.",14
3,Mr MCDONALD,SENTENCES OP AUSTRALIA N,That is his own statement.,15
4,Mr BARTON,SENTENCES OP AUSTRALIA N,"Thes e are the only direct facts '1I have, and as to some of them the information does not leave my mind in any state of certainty.",15
5,Mr FOWLER,SENTENCES OP AUSTRALIA N,Will the Prime Minister say whether this is official information 1,15
6,Mr BARTON,SENTENCES OP AUSTRALIA N,"This is so much as I am able to disclose of the facts as they have come to my ears, and I am not now making any breach of confidence. I am discharging my duty to the House as far as I can.",15
7,Mr FISHER,SENTENCES OP AUSTRALIA N,The information is not official ?,15
8,Mr BARTON,SENTENCES OP AUSTRALIA N,"There can be no official information in this matter so far as I can see, and for this reason*-: All these men were serving in an Imperial corps under the regulations of the British army, and as soldiers of that army. They were not in any sense employed by Australia, nor were they in a corps that was raised in Australia, or was distinctly Australian. They were liable to be treated according to the King's regulations and the legislation governing these matters ; and it is clear, whatever opinion anybody may hold as to the justice of the case, that they were duly tried in the manner in which any other alleged offenders are tried. There is one remaining fact to mention. Between their arrest and the passing of sentence the men were called on to serve, and did serve, in the defence of Pietersburg against Commandant Meyer. Those comprise all the facts which I can state with any pretence to authenticity, and of course I do not vouch for some of them, because they are still left in doubt. I am endeavouring to obtain information, but it rests entirely with the military authorities in South Africa as to the extent of the information which they will give, that being a matter for them exclusively to determine, having regard to the maintenance of discipline in the Army. POST ANDTELEGRAPH ACT.",15
9,Sir EDWARDBRADDON,SENTENCES OP AUSTRALIA N,"As a, matter of urgency I desire to ask the Prime Minister if he will be so good as to lay upon the table of the House during the afternoon, if possible, all the correspondence which has passed between himself and the Premier of Tasmania in regard to the enforcement of the Post and Telegraph Act against "" Tattersall.""",15
