speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"Wednesday, 23 August 1967",14
1,Mr SPEAKER,Unknown,"Hon. W. J. Aston) took the chair at 2.30 p.m., and read prayers. NA NA",14
2,Mr SPEAKER,DIVISION,"I have to inform the House that I have this day issued the writ in connection with the by-election for the Capricornia Electoral Division and that the dates fixed were those announced to the House yesterday. NA Petitions Mr. Curtin presented a petition from certain electors of the Commonwealth praying that the Government implement Article 25 of the Universal Declaration of Human Rights by providing increased social service and housing benefits for the aged, the invalid, the widowed and their dependants. Petition received and read. Similar petitions were presented by Dr Mackay, Mr O'Connor and Mr Costa. Petitions severally received. NA",14
3,Mr CLARK,WHEAT,"My question is addressed to the Prime Minister in the absence of Minister for Trade and Industry. In view the crisis facing Australian wheat through failure of the Government to complete a wheat agreement guaranteeing a minimum price for this year's wheat crop, what action does the Governinent now pro Sir pose to take to prevent the bottom falling out of the wheat market? Mr Harold Holt-The Minister assisting the Minister for Trade and Industry will answer the question.",14
4,Mr SINCLAIR,WHEAT,"As the honourable future member will be aware, the Minister Trade and Industry made a statement terday to the effect that negotiations just been completed in Rome to finalise the technical writing in of the new Interexpect national Grains Arrangement. The agreebefore ment will come into effect from lst July 1968 and will be in accord with decisions taken in the Kennedy Round negotiations, which were held within the framework of the General Agreement on Tariffs and Trade. The Minister for Trade and Industry attended these discussions in Geneva this year. The fall in the world price of wheat seems to result from the good seasons that have been enjoyed by many of the major wheat producing countries. I understand that in particular this means that the Soviet Union is not likely to purchase additional wheat during this year. North America bas also, on the whole, had a good wheat season. Soft wheats in particular are now abundantly available and Australia principally produces soft wheats. If anything, there has been some excess production. The present level of wheat prices reflects the occurrence of some of the contingencies against which the Minister for Trade and Industry was trying to negotiate a price for the future on behalf of Australia. One of the achievements of the Kennedy Round is the stability that will ensue from 1st July 1968, when the new international agreement on wheat will take effect. NA NA",14
5,Mr JESSOP,RAILWAY,"My question is directed to the Minister for Shipping and Transport. In view of the rapid development and consequent growth of population of WhyaUa, can the Minister inform me whether Ihe the extension of the Commonwealth railway of line from Port Augusta to Whyalla has growers been given a higher priority?",14
6,Mr FREETH,RAILWAY,"Some time ago the previous Government of South Australia, under Thomas Playford, raised with the Commonwealth the possibility of extending the railway line from Port Augusta to Whyalla. A study was undertaken by the Commonwealth Railways of the economics and general feasibility of this project. It is quite apparent that at some time in the a standard gauge railway line will for be constructed from Port Augusta to yesWhyalla. The rapid industrial growth of had Whyalla makes this a more economic proposition from day to day, but I do not that the project will be undertaken the standard gauge railway is extended from Port Pirie to Adelaide. As the honourable member will be aware, this again is a project that will be undertaken at some time in the future. The Commonwealth is committed to it as a standardisation project, but its commencement depends on many considerations, not the least of which are the Commonwealth's budgetary problems and, as a first requisite, I should think, the satisfactory completion of the current standard gauge project which is under construction from Broken Hill to Port Pirie. This does not exclude the possibility of some preliminary planning being done, but the line from Broken Hill to Port Pirie would need to be much closer to completion than it is before we could undertake other projects - th c problem NA",14
7,Mr COPE,HEALTH,"I ask the Minister for Health a question. The honourable gentleman will be aware of the existence of a new strain of a social disease which is deemed to be incurable and which is prevalent in parts of South East Asia. What steps have been taken to ensure that this disease is not introduced into Australia by servicemen on leave in this country? I might add that this disease was introduced into the Philippines by servicemen on leave there, much to the concern of the Philippines Government.",15
8,Dr FORBES,HEALTH,"I would be glad to answer the question, but one of the honourable member's colleagues has a question in the same terms on the notice paper. NA NA",15
9,Mr BUCHANAN,SCHEME,"Has the Minister for Health seen a statement in which it is claimed that his Department is concerned over the increasing cost of subsidising drugs under the pharmaceutical benefits scheme, which it is claimed by the Press is due to high profits made by international drug companies? Is this an accurate assessment of the position or does his Department in fact maintain effective control over excessive profit taking?",15
